"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-29"
"2","2-Tone",7,"2023-05-29"
"3","2000s Autumn",2,"2023-05-29"
"4","2010s Internet",NA,"2023-05-29"
"5","2014-era tumblr",NA,"2023-05-29"
"6","2014 Girly Tumblr",NA,"2023-05-29"
"7","2020 Alt",147,"2023-05-29"
"8","2K1",NA,"2023-05-29"
"9","2K7",NA,"2023-05-29"
"10","80s Ballroom",NA,"2023-05-29"
"11","80s Heart-Throb",NA,"2023-05-29"
"12","Abstract Tech",1155,"2023-05-29"
"13","Acid Pixie",NA,"2023-05-29"
"14","Acidwave",NA,"2023-05-29"
"15","Acubi",5,"2023-05-29"
"16","Adventurecore",17,"2023-05-29"
"17","Adventure Pulp",1,"2023-05-29"
"18","Aetherpunk",NA,"2023-05-29"
"19","Afrofuturism",6,"2023-05-29"
"20","Afro-Victorian",NA,"2023-05-29"
"21","After Hours",101,"2023-05-29"
"22","Agropeople",NA,"2023-05-29"
"23","Ah Beng",NA,"2023-05-29"
"24","Alien",693,"2023-05-29"
"25","Alternative",1708,"2023-05-29"
"26","Amateur Photography",NA,"2023-05-29"
"27","Americana",182,"2023-05-29"
"28","American Pioneers",NA,"2023-05-29"
"29","American Revolution",3,"2023-05-29"
"30","American Thanksgiving",68,"2023-05-29"
"31","American Tourist Traps",NA,"2023-05-29"
"32","Amourdoux",NA,"2023-05-29"
"33","Analog Horror",NA,"2023-05-29"
"34","Ancient Egypt",185,"2023-05-29"
"35","Androgynous",27,"2023-05-29"
"36","Angelcore",170,"2023-05-29"
"37","Anglocore",NA,"2023-05-29"
"38","Anglo Gothic",NA,"2023-05-29"
"39","Angura",NA,"2023-05-29"
"40","Animecore",20,"2023-05-29"
"41","Anoncore",NA,"2023-05-29"
"42","Anti-Fashion",NA,"2023-05-29"
"43","Antique Grunge",47,"2023-05-29"
"44","Arcade",341,"2023-05-29"
"45","Arcadecore",NA,"2023-05-29"
"46","Art Academia",10510,"2023-05-29"
"47","Artcore",4,"2023-05-29"
"48","Art Deco",27668,"2023-05-29"
"49","Art Hoe",107,"2023-05-29"
"50","Art Nouveau",3602,"2023-05-29"
"51","Artificial Nature",6,"2023-05-29"
"52","Arts and Crafts Movement",66,"2023-05-29"
"53","Asian Baby Girl",9,"2023-05-29"
"54","Athlete",92,"2023-05-29"
"55","Atompunk",2,"2023-05-29"
"56","Auroracore",NA,"2023-05-29"
"57","Australiana",5,"2023-05-29"
"58","Australian Outback",4,"2023-05-29"
"59","Autumn",5427,"2023-05-29"
"60","Autumn Academia",304,"2023-05-29"
"61","Avant Apocalypse",NA,"2023-05-29"
"62","Avant-garde",116,"2023-05-29"
"63","Babycore",2,"2023-05-29"
"64","Babygirl",24,"2023-05-29"
"65","Back-to-School",16,"2023-05-29"
"66","Baddie",519,"2023-05-29"
"67","Baidexweb",NA,"2023-05-29"
"68","Ballet Academia",20,"2023-05-29"
"69","Balletcore",58,"2023-05-29"
"70","Baltic Violence Tumblr",NA,"2023-05-29"
"71","Barbiecore",121,"2023-05-29"
"72","Bardcore",NA,"2023-05-29"
"73","Baroque",852,"2023-05-29"
"74","Bastardcore",NA,"2023-05-29"
"75","Bauhaus",2015,"2023-05-29"
"76","BDSM",132,"2023-05-29"
"77","Beach Bunny",18,"2023-05-29"
"78","Beach Day",1550,"2023-05-29"
"79","Beach Girl",1642,"2023-05-29"
"80","Beatnik",2,"2023-05-29"
"81","Biker",254,"2023-05-29"
"82","Bimbocore",13,"2023-05-29"
"83","Biopunk",2,"2023-05-29"
"84","Bizarro Fiction",NA,"2023-05-29"
"85","Black Metal",2788,"2023-05-29"
"86","Blokecore",NA,"2023-05-29"
"87","Blokette",NA,"2023-05-29"
"88","Bloomcore",59,"2023-05-29"
"89","Blue Night",1519,"2023-05-29"
"90","B-Movie Horror",3,"2023-05-29"
"91","Bodikon",NA,"2023-05-29"
"92","Bohemian",41227,"2023-05-29"
"93","Bombacore",NA,"2023-05-29"
"94","Bookstore Girl",10,"2023-05-29"
"95","Bosozoku",4,"2023-05-29"
"96","Boujee",1014,"2023-05-29"
"97","Boy-Next-Door",NA,"2023-05-29"
"98","Breakcore",1,"2023-05-29"
"99","Brazilian Pop Bar",1,"2023-05-29"
"100","Britpop",46,"2023-05-29"
