"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-01"
"2","80s Heartthrob",NA,"2023-05-01"
"3","2-Tone",8,"2023-05-01"
"4","2000s Autumn",2,"2023-05-01"
"5","2010s Internet",NA,"2023-05-01"
"6","2014-era tumblr",NA,"2023-05-01"
"7","2014 Girly Tumblr",NA,"2023-05-01"
"8","2020 Alt",149,"2023-05-01"
"9","2K Animecore",10,"2023-05-01"
"10","2K1",NA,"2023-05-01"
"11","2K7",NA,"2023-05-01"
"12","80s Ballroom",NA,"2023-05-01"
"13","Abstract Tech",1205,"2023-05-01"
"14","Acid Pixie",NA,"2023-05-01"
"15","Acidwave",NA,"2023-05-01"
"16","Acubi",5,"2023-05-01"
"17","Adventurecore",15,"2023-05-01"
"18","Adventure Pulp",NA,"2023-05-01"
"19","Aetherpunk",NA,"2023-05-01"
"20","Afrofuturism",3,"2023-05-01"
"21","Afro-Victorian",NA,"2023-05-01"
"22","After Hours",95,"2023-05-01"
"23","Agropeople",NA,"2023-05-01"
"24","Ah Beng",NA,"2023-05-01"
"25","Alien",770,"2023-05-01"
"26","Alternative",1666,"2023-05-01"
"27","Americana",162,"2023-05-01"
"28","American Pioneers",NA,"2023-05-01"
"29","American Revolution",3,"2023-05-01"
"30","American Thanksgiving",72,"2023-05-01"
"31","American Tourist Traps",NA,"2023-05-01"
"32","Analog Horror",NA,"2023-05-01"
"33","Ancient Egypt",240,"2023-05-01"
"34","Androgynous",27,"2023-05-01"
"35","Angelcore",155,"2023-05-01"
"36","Anglocore",NA,"2023-05-01"
"37","Anglo Gothic",NA,"2023-05-01"
"38","Angura",NA,"2023-05-01"
"39","Animecore",20,"2023-05-01"
"40","Anoncore",NA,"2023-05-01"
"41","Anti-Fashion",NA,"2023-05-01"
"42","Antique Grunge",46,"2023-05-01"
"43","Arcade",317,"2023-05-01"
"44","Arcadecore",NA,"2023-05-01"
"45","Art Academia",9669,"2023-05-01"
"46","Artcore",4,"2023-05-01"
"47","Art Deco",27607,"2023-05-01"
"48","Art Hoe",81,"2023-05-01"
"49","Art Nouveau",3597,"2023-05-01"
"50","Artificial Nature",8,"2023-05-01"
"51","Arts and Crafts Movement",70,"2023-05-01"
"52","Asian Baby Girl",8,"2023-05-01"
"53","Athlete",89,"2023-05-01"
"54","Atompunk",1,"2023-05-01"
"55","Auroracore",NA,"2023-05-01"
"56","Australiana",5,"2023-05-01"
"57","Australian Outback",5,"2023-05-01"
"58","Autumn",5393,"2023-05-01"
"59","Autumn Academia",303,"2023-05-01"
"60","Avant Apocalypse",NA,"2023-05-01"
"61","Avant-garde",124,"2023-05-01"
"62","Babycore",4,"2023-05-01"
"63","Babygirl",22,"2023-05-01"
"64","Back-to-School",12,"2023-05-01"
"65","Baddie",487,"2023-05-01"
"66","Ballet Academia",14,"2023-05-01"
"67","Balletcore",64,"2023-05-01"
"68","Baltic Violence Tumblr",NA,"2023-05-01"
"69","Barbiecore",122,"2023-05-01"
"70","Bardcore",1,"2023-05-01"
"71","Baroque",817,"2023-05-01"
"72","Bastardcore",NA,"2023-05-01"
"73","Bauhaus",1781,"2023-05-01"
"74","BDSM",159,"2023-05-01"
"75","Beach Bunny",12,"2023-05-01"
"76","Beach Day",1419,"2023-05-01"
"77","Beach Girl",1449,"2023-05-01"
"78","Beatnik",1,"2023-05-01"
"79","Biker",281,"2023-05-01"
"80","Bimbocore",12,"2023-05-01"
"81","Biopunk",1,"2023-05-01"
"82","Bizarro Fiction",NA,"2023-05-01"
"83","Blokecore",NA,"2023-05-01"
"84","Blokette",NA,"2023-05-01"
"85","Bloomcore",51,"2023-05-01"
"86","Blue Night",1375,"2023-05-01"
"87","Bodikon",NA,"2023-05-01"
"88","Bohemian",40203,"2023-05-01"
"89","Bombacore",NA,"2023-05-01"
"90","Bookstore Girl",12,"2023-05-01"
"91","Bosozoku",4,"2023-05-01"
"92","Boujee",1024,"2023-05-01"
"93","Breakcore",1,"2023-05-01"
"94","Britpop",49,"2023-05-01"
"95","Bro",113,"2023-05-01"
"96","Bronzepunk",NA,"2023-05-01"
"97","Bubble Bujo",9,"2023-05-01"
"98","Bubble Goth",22,"2023-05-01"
"99","Bubblegum Bitch",3,"2023-05-01"
"100","Bubblegum Witch",10,"2023-05-01"
