"","aesthetic","depop_results","date"
"1","70s Disco",2,"2023-02-10"
"2","2-Tone",316,"2023-02-10"
"3","1950s Suburbia",NA,"2023-02-10"
"4","2020 Alt",NA,"2023-02-10"
"5","2014-era tumblr",NA,"2023-02-10"
"6","2014 Girly Tumblr",NA,"2023-02-10"
"7","2K Animecore",NA,"2023-02-10"
"8","Abstract Tech",NA,"2023-02-10"
"9","Acid Pixie",NA,"2023-02-10"
"10","Acidwave",3,"2023-02-10"
"11","Acubi",79,"2023-02-10"
"12","Adventure Pulp",NA,"2023-02-10"
"13","Adventurecore",39,"2023-02-10"
"14","Aetherpunk",NA,"2023-02-10"
"15","Afrofuturism",NA,"2023-02-10"
"16","Afro-Victorian",1,"2023-02-10"
"17","After Hours",269,"2023-02-10"
"18","Agropeople",NA,"2023-02-10"
"19","Alien",556,"2023-02-10"
"20","Alternative",8698,"2023-02-10"
"21","Americana",10,"2023-02-10"
"22","Analog Horror",NA,"2023-02-10"
"23","American Pioneers",NA,"2023-02-10"
"24","American Revolution",NA,"2023-02-10"
"25","American Thanksgiving",NA,"2023-02-10"
"26","American Tourist Traps",NA,"2023-02-10"
"27","Ancient Egypt",22,"2023-02-10"
"28","Androgynous",172,"2023-02-10"
"29","Anemoiacore",NA,"2023-02-10"
"30","Angelcore",1461,"2023-02-10"
"31","Anglocore",1325,"2023-02-10"
"32","Anglo Gothic",NA,"2023-02-10"
"33","Angura",44,"2023-02-10"
"34","Animecore",NA,"2023-02-10"
"35","Antique Grunge",NA,"2023-02-10"
"36","Anti-Fashion",28,"2023-02-10"
"37","Arcade",NA,"2023-02-10"
"38","Arcadecore",NA,"2023-02-10"
"39","Art Academia",NA,"2023-02-10"
"40","Arts and Crafts Movement",NA,"2023-02-10"
"41","Art Deco",NA,"2023-02-10"
"42","Art Hoe",NA,"2023-02-10"
"43","Art Nouveau",NA,"2023-02-10"
"44","Asian Baby Girl",NA,"2023-02-10"
"45","Athlete",229,"2023-02-10"
"46","Atompunk",2,"2023-02-10"
"47","Auroracore",4,"2023-02-10"
"48","Autumn Academia",NA,"2023-02-10"
"49","Autumn",2,"2023-02-10"
"50","Avant Apocalypse",NA,"2023-02-10"
"51","Avant-garde",1743,"2023-02-10"
"52","Babycore",160,"2023-02-10"
"53","Babygirl",4048,"2023-02-10"
"54","Back-to-School",852,"2023-02-10"
"55","Baddie",4558,"2023-02-10"
"56","Ballet Academia",NA,"2023-02-10"
"57","Baltic Violence Tumblr",NA,"2023-02-10"
"58","Barbiecore",304,"2023-02-10"
"59","Bardcore",1,"2023-02-10"
"60","Baroque",353,"2023-02-10"
"61","Bastardcore",2,"2023-02-10"
"62","Bauhaus",7,"2023-02-10"
"63","BDSM",76,"2023-02-10"
"64","Beach Bunny",NA,"2023-02-10"
"65","Beach Day",NA,"2023-02-10"
"66","Beatnik",22,"2023-02-10"
"67","Biker",2098,"2023-02-10"
"68","Bimbocore",200,"2023-02-10"
"69","Biopunk",125,"2023-02-10"
"70","Bizarro Fiction",NA,"2023-02-10"
"71","Black-Holed Meme",NA,"2023-02-10"
"72","Bloomcore",67,"2023-02-10"
"73","Bodikon",3,"2023-02-10"
"74","Bohemian",7692,"2023-02-10"
"75","Bombacore",122,"2023-02-10"
"76","Bookstore Girl",NA,"2023-02-10"
"77","Bosozoku",NA,"2023-02-10"
"78","Boujee",343,"2023-02-10"
"79","Breakcore",3,"2023-02-10"
"80","Britpop",62,"2023-02-10"
"81","Bro",NA,"2023-02-10"
"82","Bronzepunk",1,"2023-02-10"
"83","Bubble Bujo",NA,"2023-02-10"
"84","Bubble Goth",NA,"2023-02-10"
"85","Bubblegum Bitch",4,"2023-02-10"
"86","Bubblegum Witch",NA,"2023-02-10"
"87","Cabincore",169,"2023-02-10"
"88","Cagole",20,"2023-02-10"
"89","Camp",4,"2023-02-10"
"90","Campcore",10,"2023-02-10"
"91","Cargopunk",4,"2023-02-10"
"92","Carnivalcore",NA,"2023-02-10"
"93","Cartelcore",NA,"2023-02-10"
"94","Cartooncore",2,"2023-02-10"
"95","Casino",43,"2023-02-10"
"96","Cassette Futurism",NA,"2023-02-10"
"97","Celtic",51,"2023-02-10"
"98","Changelingcore",NA,"2023-02-10"
"99","Chaotic Academia",NA,"2023-02-10"
"100","Chav",1,"2023-02-10"
"101","Cheiron Crush",NA,"2023-02-10"
"102","Cherry Emoji Twitter",NA,"2023-02-10"
"103","Chic Modernist",NA,"2023-02-10"
"104","Cholo",3,"2023-02-10"
