"","aesthetic","etsy_results","date"
"1","80s Heartthrob",NA,"2023-07-11"
"2","1950s Suburbia",NA,"2023-07-11"
"3","2000s Autumn",2,"2023-07-11"
"4","2010s Internet",NA,"2023-07-11"
"5","2014 Girly",1,"2023-07-11"
"6","2014 Tumblr",5,"2023-07-11"
"7","2020 Alt",161,"2023-07-11"
"8","2K1",NA,"2023-07-11"
"9","2K7",NA,"2023-07-11"
"10","2 Tone",700,"2023-07-11"
"11","80s Ballroom",NA,"2023-07-11"
"12","Abstract Tech",1120,"2023-07-11"
"13","Acid Pixie",NA,"2023-07-11"
"14","Acidwave",NA,"2023-07-11"
"15","Acubi",7,"2023-07-11"
"16","Adventure Pulp",1,"2023-07-11"
"17","Adventurecore",15,"2023-07-11"
"18","Aetherpunk",NA,"2023-07-11"
"19","Afro-Victorian",NA,"2023-07-11"
"20","Afrofuturism",7,"2023-07-11"
"21","After Hours",95,"2023-07-11"
"22","Agropeople",NA,"2023-07-11"
"23","Ah Beng",NA,"2023-07-11"
"24","Alien",794,"2023-07-11"
"25","Alternative",1781,"2023-07-11"
"26","Amateur Photography",NA,"2023-07-11"
"27","American Pioneers",1,"2023-07-11"
"28","American Revolution",6,"2023-07-11"
"29","American Thanksgiving",90,"2023-07-11"
"30","American Tourist Traps",NA,"2023-07-11"
"31","Americana",200,"2023-07-11"
"32","Analog Horror",NA,"2023-07-11"
"33","Ancient Egypt",192,"2023-07-11"
"34","Androgynous",27,"2023-07-11"
"35","Angelcore",183,"2023-07-11"
"36","Anglo Gothic",NA,"2023-07-11"
"37","Anglocore",NA,"2023-07-11"
"38","Angura",NA,"2023-07-11"
"39","Animecore",15,"2023-07-11"
"40","Anoncore",NA,"2023-07-11"
"41","Anti-Fashion",NA,"2023-07-11"
"42","Antique Grunge",54,"2023-07-11"
"43","Arabfunny",NA,"2023-07-11"
"44","Arcade",369,"2023-07-11"
"45","Arcadecore",NA,"2023-07-11"
"46","Art Academia",12522,"2023-07-11"
"47","Art Deco",27964,"2023-07-11"
"48","Art Hoe",118,"2023-07-11"
"49","Art Nouveau",4252,"2023-07-11"
"50","Artcore",4,"2023-07-11"
"51","Artificial Nature",11,"2023-07-11"
"52","Arts and Crafts Movement",64,"2023-07-11"
"53","Asian Baby Girl",11,"2023-07-11"
"54","Athlete",101,"2023-07-11"
"55","Atompunk",2,"2023-07-11"
"56","Auroracore",NA,"2023-07-11"
"57","Australian Outback",4,"2023-07-11"
"58","Australiana",4,"2023-07-11"
"59","Autumn",5950,"2023-07-11"
"60","Autumn Academia",326,"2023-07-11"
"61","Avant-garde",92,"2023-07-11"
"62","Avant Apocalypse",NA,"2023-07-11"
"63","B-Movie Horror",3,"2023-07-11"
"64","BDSM",128,"2023-07-11"
"65","Babycore",4,"2023-07-11"
"66","Babygirl",23,"2023-07-11"
"67","Back-to-School",20,"2023-07-11"
"68","Baddie",534,"2023-07-11"
"69","Bakala",NA,"2023-07-11"
"70","Ballet Academia",22,"2023-07-11"
"71","Balletcore",66,"2023-07-11"
"72","Baltic Violence Tumblr",NA,"2023-07-11"
"73","Barbiecore",208,"2023-07-11"
"74","Bardcore",NA,"2023-07-11"
"75","Baroque",929,"2023-07-11"
"76","Bastardcore",NA,"2023-07-11"
"77","Bauhaus",2093,"2023-07-11"
"78","Beach Bunny",21,"2023-07-11"
"79","Beach Day",1902,"2023-07-11"
"80","Beach Girl",2056,"2023-07-11"
"81","Beatnik",3,"2023-07-11"
"82","Biker",588,"2023-07-11"
"83","Bimbocore",16,"2023-07-11"
"84","Biopunk",2,"2023-07-11"
"85","Bizarro Fiction",NA,"2023-07-11"
"86","Black-Holed Meme",NA,"2023-07-11"
"87","Black Metal",2729,"2023-07-11"
"88","Bleak Crush",NA,"2023-07-11"
"89","Blokecore",NA,"2023-07-11"
"90","Blokette",NA,"2023-07-11"
"91","Bloomcore",66,"2023-07-11"
"92","Blue Night",1387,"2023-07-11"
"93","Bodikon",NA,"2023-07-11"
"94","Bohemian",43774,"2023-07-11"
"95","Bombacore",NA,"2023-07-11"
"96","Bookstore Girl",10,"2023-07-11"
"97","Bosozoku",4,"2023-07-11"
"98","Boujee",1056,"2023-07-11"
"99","Boy Next Door",NA,"2023-07-11"
"100","BrazilianPopBar",NA,"2023-07-11"
