"","aesthetic","depop_results","date"
"1","'70s Disco",2,"2023-01-09"
"2","2-Tone",304,"2023-01-09"
"3","1950's Suburbia",NA,"2023-01-09"
"4","2014 Girly Tumblr",NA,"2023-01-09"
"5","2K Animecore",NA,"2023-01-09"
"6","Abstract Tech",NA,"2023-01-09"
"7","Acid Pixie",NA,"2023-01-09"
"8","Acidwave",3,"2023-01-09"
"9","Acubi",67,"2023-01-09"
"10","Adventure Pulp",NA,"2023-01-09"
"11","Adventurecore",40,"2023-01-09"
"12","Aetherpunk",NA,"2023-01-09"
"13","Afrofuturism",NA,"2023-01-09"
"14","Afro-Victorian",1,"2023-01-09"
"15","After Hours",260,"2023-01-09"
"16","Agropeople",NA,"2023-01-09"
"17","Alien",547,"2023-01-09"
"18","Alternative",8872,"2023-01-09"
"19","Americana",10,"2023-01-09"
"20","Analog Horror",NA,"2023-01-09"
"21","American Pioneers",NA,"2023-01-09"
"22","American Revolution",NA,"2023-01-09"
"23","American Thanksgiving",NA,"2023-01-09"
"24","American Tourist Traps",NA,"2023-01-09"
"25","Ancient Egypt",22,"2023-01-09"
"26","Androgynous",394,"2023-01-09"
"27","Anemoiacore",NA,"2023-01-09"
"28","Angelcore",1330,"2023-01-09"
"29","Anglocore",1219,"2023-01-09"
"30","Anglo Gothic",NA,"2023-01-09"
"31","Angura Kei",NA,"2023-01-09"
"32","Animecore",NA,"2023-01-09"
"33","Antique Grunge",NA,"2023-01-09"
"34","Anti-Fashion",31,"2023-01-09"
"35","Arcade",NA,"2023-01-09"
"36","Arcadecore",NA,"2023-01-09"
"37","Art Academia",NA,"2023-01-09"
"38","Arts and Crafts Movement",NA,"2023-01-09"
"39","Art Deco",NA,"2023-01-09"
"40","Art Hoe",NA,"2023-01-09"
"41","Art Nouveau",NA,"2023-01-09"
"42","Asian Baby Girl",NA,"2023-01-09"
"43","Athlete",293,"2023-01-09"
"44","Atompunk",1,"2023-01-09"
"45","Auroracore",4,"2023-01-09"
"46","Autumn Academia",NA,"2023-01-09"
"47","Autumn",2,"2023-01-09"
"48","Avant Apocalypse",NA,"2023-01-09"
"49","Avant-garde",1599,"2023-01-09"
"50","Babycore",166,"2023-01-09"
"51","Babygirl",4286,"2023-01-09"
"52","Back-to-School",937,"2023-01-09"
"53","Baddie",4747,"2023-01-09"
"54","Ballet Academia",NA,"2023-01-09"
"55","Baltic Violence Tumblr",NA,"2023-01-09"
"56","Barbiecore",250,"2023-01-09"
"57","Bardcore",1,"2023-01-09"
"58","Baroque",294,"2023-01-09"
"59","Bastardcore",1,"2023-01-09"
"60","Bauhaus",8,"2023-01-09"
"61","BDSM",69,"2023-01-09"
"62","Beach Bunny",NA,"2023-01-09"
"63","Beach Day",NA,"2023-01-09"
"64","Beatnik",25,"2023-01-09"
"65","Biker",1979,"2023-01-09"
"66","Bimbocore",182,"2023-01-09"
"67","Biohazard",7,"2023-01-09"
"68","Biopunk",110,"2023-01-09"
"69","Bizarro Fiction",NA,"2023-01-09"
"70","Black-Holed Meme",NA,"2023-01-09"
"71","Bloomcore",59,"2023-01-09"
"72","Bodikon",3,"2023-01-09"
"73","Bohemian",7494,"2023-01-09"
"74","Bombacore",103,"2023-01-09"
"75","Bookstore Girl",NA,"2023-01-09"
"76","Bosozoku",NA,"2023-01-09"
"77","Boujee",334,"2023-01-09"
"78","Breakcore",3,"2023-01-09"
"79","Britpop",65,"2023-01-09"
"80","Brocore",NA,"2023-01-09"
"81","Bronzepunk",1,"2023-01-09"
"82","Bunni Frog",NA,"2023-01-09"
"83","Bubble Bujo",NA,"2023-01-09"
"84","Bubble Goth",NA,"2023-01-09"
"85","Bubblegum Bitch",3,"2023-01-09"
"86","Bubblegum Witch",NA,"2023-01-09"
"87","Cabincore",152,"2023-01-09"
"88","Cagole",19,"2023-01-09"
"89","Camp",5,"2023-01-09"
"90","Campcore",12,"2023-01-09"
"91","Candycore",52,"2023-01-09"
"92","Cargopunk",4,"2023-01-09"
"93","Carnivalcore",1,"2023-01-09"
"94","Cartelcore",NA,"2023-01-09"
"95","Cartooncore",2,"2023-01-09"
"96","Casino",39,"2023-01-09"
"97","Cassette Futurism",NA,"2023-01-09"
"98","Celtic",286,"2023-01-09"
"99","Changelingcore",NA,"2023-01-09"
"100","Chaotic Academia",NA,"2023-01-09"
"101","Chav",1,"2023-01-09"
"102","Cheiron Crush",NA,"2023-01-09"
"103","Cherry Emoji Twitter",NA,"2023-01-09"
"104","Chic Modernist",NA,"2023-01-09"
"105","Cholo",6,"2023-01-09"
"106","Christcore",1,"2023-01-09"
"107","Christian Girl Autumn",NA,"2023-01-09"
"108","Christmas",2986,"2023-01-09"
"109","Chunyu",NA,"2023-01-09"
"110","City Pop",NA,"2023-01-09"
"111","Classic Academia",NA,"2023-01-09"
"112","Classic Lolita",NA,"2023-01-09"
"113","Classicism",203,"2023-01-09"
"114","Cleancore",284,"2023-01-09"
"115","Clockpunk",NA,"2023-01-09"
"116","Cloudcore",281,"2023-01-09"
"117","Clowncore",331,"2023-01-09"
"118","Club",NA,"2023-01-09"
"119","Club Kids",NA,"2023-01-09"
"120","Coastal Grandmother",254,"2023-01-09"
"121","Cutecore",185,"2023-01-09"
"122","Coffee House/Cafe",1,"2023-01-09"
"123","Coffinwood",NA,"2023-01-09"
"124","Colourful Black",NA,"2023-01-09"
"125","Comfy/Cozy",1141,"2023-01-09"
"126","Common White Girl",NA,"2023-01-09"
"127","Concore",6,"2023-01-09"
"128","Constructivism",3,"2023-01-09"
"129","Corporate",NA,"2023-01-09"
"130","Corporate Memphis",NA,"2023-01-09"
"131","Corporate Punk",NA,"2023-01-09"
"132","Cottagecore",23288,"2023-01-09"
"133","Cottagegore",17900,"2023-01-09"
"134","Coquette Academia",NA,"2023-01-09"
"135","Coquette",22,"2023-01-09"
"136","Country",939,"2023-01-09"
"137","Cozy Childhood Hideaway",NA,"2023-01-09"
"138","C-Pop",38,"2023-01-09"
"139","Crackhead",95,"2023-01-09"
"140","Craftcore",16,"2023-01-09"
"141","Cripplepunk",NA,"2023-01-09"
"142","Crowcore",15,"2023-01-09"
"143","Crustpunk",19,"2023-01-09"
"144","Cryptid Academia",NA,"2023-01-09"
"145","Cryptidcore",7,"2023-01-09"
"146","Cubism",3,"2023-01-09"
"147","Cuddle Party",NA,"2023-01-09"
"148","Cultcore",NA,"2023-01-09"
"149","Cult Party Kei",NA,"2023-01-09"
"150","Cyberdelic",2,"2023-01-09"
"151","Cyber Fairy Grunge",NA,"2023-01-09"
"152","Cyberghetto",68,"2023-01-09"
"153","Cybergoth",521,"2023-01-09"
"154","Cybergrunge",312,"2023-01-09"
"155","CyberneticPunk",NA,"2023-01-09"
"156","Cyberparadism",NA,"2023-01-09"
"157","Cyberpop",2,"2023-01-09"
"158","Cyberprep",NA,"2023-01-09"
"159","Cyberpunk",732,"2023-01-09"
"160","Danish Pastel",NA,"2023-01-09"
"161","DarkErrorcore",NA,"2023-01-09"
"162","Dark Academia",NA,"2023-01-09"
"163","Dark Fantasy",NA,"2023-01-09"
"164","Dark Naturalism",NA,"2023-01-09"
"165","Dark Nautical",NA,"2023-01-09"
"166","Dark Nymphet",NA,"2023-01-09"
"167","Dark Paradise",NA,"2023-01-09"
"168","Darkcore",9,"2023-01-09"
"169","Darkest Academia",NA,"2023-01-09"
"170","Daydreampunk",1,"2023-01-09"
"171","Dazecore",3,"2023-01-09"
"172","De Stijl",NA,"2023-01-09"
"173","Deathcore",92,"2023-01-09"
"174","Deathrock",38,"2023-01-09"
"175","Decopunk",3,"2023-01-09"
"176","Decora",3377,"2023-01-09"
"177","Delicate Sweet",123,"2023-01-09"
"178","Desertwave",2,"2023-01-09"
"179","Desi Romantic Academia",NA,"2023-01-09"
"180","Dethereal",NA,"2023-01-09"
"181","Devilcore",23,"2023-01-09"
"182","Dieselpunk",2,"2023-01-09"
"183","Diner",548,"2023-01-09"
"184","Dionysism",1,"2023-01-09"
"185","Dolly Kei",NA,"2023-01-09"
"186","Downtown Girl",NA,"2023-01-09"
"187","Dracopunk",3,"2023-01-09"
"188","Dragoncore",5,"2023-01-09"
"189","Drain",360,"2023-01-09"
"190","Dreamcore",70,"2023-01-09"
"191","Dreamy",1894,"2023-01-09"
"192","Drugcore",NA,"2023-01-09"
"193","Dual Kawaii",NA,"2023-01-09"
"194","Duckcore",NA,"2023-01-09"
"195","Dullcore",361,"2023-01-09"
"196","Dungeon Synth",NA,"2023-01-09"
"197","E-Boy",5088,"2023-01-09"
"198","E-Girl",18680,"2023-01-09"
"199","Earthcore",774,"2023-01-09"
"200","ElectroPop 08",NA,"2023-01-09"
"201","Electro Swing",NA,"2023-01-09"
"202","Emo",NA,"2023-01-09"
"203","English Major",9,"2023-01-09"
"204","Equestrian",96,"2023-01-09"
"205","Erokawa",NA,"2023-01-09"
"206","Ethereal",NA,"2023-01-09"
"207","Europunk",NA,"2023-01-09"
"208","Expressionism",18,"2023-01-09"
"209","Fairy Academia",NA,"2023-01-09"
"210","Fairy Grunge",NA,"2023-01-09"
"211","Fairy Kei",NA,"2023-01-09"
"212","Fairy Tale",NA,"2023-01-09"
"213","Fairycore",12591,"2023-01-09"
"214","Fanfare",1,"2023-01-09"
"215","Fantasy",NA,"2023-01-09"
"216","Fantasy Astronomy",NA,"2023-01-09"
"217","Fashwave",NA,"2023-01-09"
"218","Farmer's Daughter",25,"2023-01-09"
"219","Fauvism",NA,"2023-01-09"
"220","Fawncore",31,"2023-01-09"
"221","Femboy",17,"2023-01-09"
"222","Femcel Weeaboo",NA,"2023-01-09"
"223","Femme Fatale",74,"2023-01-09"
"224","Feralcore",5,"2023-01-09"
"225","Film Noir",25,"2023-01-09"
"226","Flapper",49,"2023-01-09"
"227","Flat Design",NA,"2023-01-09"
"228","Folk Punk",NA,"2023-01-09"
"229","Foodie",17,"2023-01-09"
"230","Forestpunk",46,"2023-01-09"
"231","French Girl",NA,"2023-01-09"
"232","French Girly",14,"2023-01-09"
"233","Frogcore",18,"2023-01-09"
"234","Frutiger Aero",NA,"2023-01-09"
"235","Funky Seasons",80,"2023-01-09"
"236","Furry",315,"2023-01-09"
"237","Futago",NA,"2023-01-09"
"238","Futurism",NA,"2023-01-09"
"239","Gadgetpunk",NA,"2023-01-09"
"240","Game Night",NA,"2023-01-09"
"241","Gamercore",NA,"2023-01-09"
"242","Gamine",172,"2023-01-09"
"243","Geek",64,"2023-01-09"
"244","Gen X Soft Club",NA,"2023-01-09"
"245","Ghostcore",10,"2023-01-09"
"246","Girl-Next-Door",64,"2023-01-09"
"247","Glam Girl",NA,"2023-01-09"
"248","Glam Rock",NA,"2023-01-09"
"249","Glitchcore",60,"2023-01-09"
"250","Gloomcore",45,"2023-01-09"
"251","Glowwave",NA,"2023-01-09"
"252","Goblin Academia",NA,"2023-01-09"
"253","Goblincore",1613,"2023-01-09"
"254","Golden Age of Detective Fiction",NA,"2023-01-09"
"255","Golden Hour",NA,"2023-01-09"
"256","Gopnik",3,"2023-01-09"
"257","Gorecore",840,"2023-01-09"
"258","Gorpcore",841,"2023-01-09"
"259","Goth",NA,"2023-01-09"
"260","Gothcore",291,"2023-01-09"
"261","Gothic",NA,"2023-01-09"
"262","Gothic Lolita",NA,"2023-01-09"
"263","Grandmillenial",12,"2023-01-09"
"264","Grandparentcore",12,"2023-01-09"
"265","Greaser",41,"2023-01-09"
"266","Green Academia",NA,"2023-01-09"
"267","Grifes",11,"2023-01-09"
"268","Grindhouse",1,"2023-01-09"
"269","Groundcore",9,"2023-01-09"
"270","Grunge",NA,"2023-01-09"
"271","Gull Girl",NA,"2023-01-09"
"272","Gurokawa",10,"2023-01-09"
"273","Gyaru",469,"2023-01-09"
"274","Hackercore",1,"2023-01-09"
"275","Halloween",3805,"2023-01-09"
"276","Hallyu",1,"2023-01-09"
"277","Happycore",13,"2023-01-09"
"278","Hatecore",NA,"2023-01-09"
"279","Hauntology",NA,"2023-01-09"
"280","Haussmann Paris",NA,"2023-01-09"
"281","Health Goth",NA,"2023-01-09"
"282","Heatwave",4,"2023-01-09"
"283","Heistcore",7,"2023-01-09"
"284","Hellenic",2,"2023-01-09"
"285","Helvetica Aqua Aero",NA,"2023-01-09"
"286","Hermaphroditus",NA,"2023-01-09"
"287","Hermitpunk",NA,"2023-01-09"
"288","Hexatron",NA,"2023-01-09"
"289","Hi-NRG",NA,"2023-01-09"
"290","High School Dream",NA,"2023-01-09"
"291","Hikecore",2,"2023-01-09"
"292","Hime Lolita",NA,"2023-01-09"
"293","Hip-Hop",920,"2023-01-09"
"294","Hipness Purgatory",NA,"2023-01-09"
"295","Hippie",18005,"2023-01-09"
"296","Hipster",4202,"2023-01-09"
"297","Hispanicore",NA,"2023-01-09"
"298","Historical Americana",10,"2023-01-09"
"299","Holosexual",5,"2023-01-09"
"300","Honeycore",113,"2023-01-09"
"301","Horror",NA,"2023-01-09"
"302","Horror Academia",NA,"2023-01-09"
"303","Hot Topic",NA,"2023-01-09"
"304","Hustlewave",NA,"2023-01-09"
"305","Hydrogen",3,"2023-01-09"
"306","Hyperpop",37,"2023-01-09"
"307","Icepunk",2,"2023-01-09"
"308","Imaginarium",NA,"2023-01-09"
"309","Impressionism",NA,"2023-01-09"
"310","Indie",1,"2023-01-09"
"311","Indie Kid",NA,"2023-01-09"
"312","Indie Sleaze",1,"2023-01-09"
"313","Indicolite",NA,"2023-01-09"
"314","Internet Academia",NA,"2023-01-09"
"315","Italo Disco",2,"2023-01-09"
"316","Italian Mafia",NA,"2023-01-09"
"317","Italian Renaissance",NA,"2023-01-09"
"318","Jamcore",NA,"2023-01-09"
"319","Japanese High School",NA,"2023-01-09"
"320","Jersey Shore",153,"2023-01-09"
"321","Joyride",1,"2023-01-09"
"322","Juggalo",3,"2023-01-09"
"323","Jungle Grunge",NA,"2023-01-09"
"324","Junglecore",3,"2023-01-09"
"325","Karasu Zoku",NA,"2023-01-09"
"326","Kawaii",NA,"2023-01-09"
"327","Kawaii Gamer",NA,"2023-01-09"
"328","Key West Kitten",NA,"2023-01-09"
"329","Kidcore",6992,"2023-01-09"
"330","Kid Science",NA,"2023-01-09"
"331","Kimoicore",NA,"2023-01-09"
"332","Kinderwhore",706,"2023-01-09"
"333","Kingcore",15,"2023-01-09"
"334","King Gas",NA,"2023-01-09"
"335","Knightcore",NA,"2023-01-09"
"336","Kogal",13,"2023-01-09"
"337","Kuromicore",26,"2023-01-09"
"338","La Sape",NA,"2023-01-09"
"339","Labcore",2,"2023-01-09"
"340","Laborwave",NA,"2023-01-09"
"341","Lagenlook",120,"2023-01-09"
"342","Larme Kei",NA,"2023-01-09"
"343","Late 2000s Elementary School",NA,"2023-01-09"
"344","Libertywave",NA,"2023-01-09"
"345","Light Academia",NA,"2023-01-09"
"346","Lightcore",4,"2023-01-09"
"347","Lightningwave",NA,"2023-01-09"
"348","Lil Girl",NA,"2023-01-09"
"349","Liminal Space",NA,"2023-01-09"
"350","Lit Kid",NA,"2023-01-09"
"351","Lo-Fi",212,"2023-01-09"
"352","Lobotomy-Chic",NA,"2023-01-09"
"353","Lolita",NA,"2023-01-09"
"354","Long Island",38,"2023-01-09"
"355","Lounge",4651,"2023-01-09"
"356","Lovecore",828,"2023-01-09"
"357","Lunarpunk",NA,"2023-01-09"
"358","Macaute",NA,"2023-01-09"
"359","Mad Scientist",2,"2023-01-09"
"360","Magewave",NA,"2023-01-09"
"361","Magical Girls",226,"2023-01-09"
"362","Maidcore",NA,"2023-01-09"
"363","Mallgoth",2210,"2023-01-09"
"364","Mall Ninja",NA,"2023-01-09"
"365","Maximalism",1285,"2023-01-09"
"366","McBling",616,"2023-01-09"
"367","Meatcore",NA,"2023-01-09"
"368","Medicalcore",2,"2023-01-09"
"369","Medieval",708,"2023-01-09"
"370","MTV Green Sky",NA,"2023-01-09"
"371","Memphis",NA,"2023-01-09"
"372","Mermaid",1242,"2023-01-09"
"373","Metal",1,"2023-01-09"
"374","Metalcore",26,"2023-01-09"
"375","Metalheart",42,"2023-01-09"
"376","Metrosexual",NA,"2023-01-09"
"377","Miami Metro",NA,"2023-01-09"
