"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-06-10"
"2","2-Tone",7,"2023-06-10"
"3","2000s Autumn",2,"2023-06-10"
"4","2010s Internet",NA,"2023-06-10"
"5","2014-era tumblr",NA,"2023-06-10"
"6","2014 Girly Tumblr",NA,"2023-06-10"
"7","2020 Alt",140,"2023-06-10"
"8","2K1",NA,"2023-06-10"
"9","2K7",NA,"2023-06-10"
"10","80s Ballroom",NA,"2023-06-10"
"11","80s Heart-Throb",NA,"2023-06-10"
"12","Abstract Tech",1164,"2023-06-10"
"13","Acid Pixie",NA,"2023-06-10"
"14","Acidwave",NA,"2023-06-10"
"15","Acubi",4,"2023-06-10"
"16","Adventurecore",15,"2023-06-10"
"17","Adventure Pulp",1,"2023-06-10"
"18","Aetherpunk",NA,"2023-06-10"
"19","Afrofuturism",6,"2023-06-10"
"20","Afro-Victorian",NA,"2023-06-10"
"21","After Hours",101,"2023-06-10"
"22","Agropeople",NA,"2023-06-10"
"23","Ah Beng",NA,"2023-06-10"
"24","Alien",761,"2023-06-10"
"25","Alternative",1687,"2023-06-10"
"26","Amateur Photography",NA,"2023-06-10"
"27","Americana",182,"2023-06-10"
"28","American Pioneers",NA,"2023-06-10"
"29","American Revolution",2,"2023-06-10"
"30","American Thanksgiving",69,"2023-06-10"
"31","American Tourist Traps",NA,"2023-06-10"
"32","Amourdoux",NA,"2023-06-10"
"33","Analog Horror",NA,"2023-06-10"
"34","Ancient Egypt",193,"2023-06-10"
"35","Androgynous",29,"2023-06-10"
"36","Angelcore",169,"2023-06-10"
"37","Anglocore",NA,"2023-06-10"
"38","Anglo Gothic",NA,"2023-06-10"
"39","Angura",NA,"2023-06-10"
"40","Animecore",16,"2023-06-10"
"41","Anoncore",NA,"2023-06-10"
"42","Anti-Fashion",NA,"2023-06-10"
"43","Antique Grunge",48,"2023-06-10"
"44","Arcade",361,"2023-06-10"
"45","Arcadecore",NA,"2023-06-10"
"46","Art Academia",10671,"2023-06-10"
"47","Artcore",4,"2023-06-10"
"48","Art Deco",27472,"2023-06-10"
"49","Art Hoe",115,"2023-06-10"
"50","Art Nouveau",3841,"2023-06-10"
"51","Artificial Nature",7,"2023-06-10"
"52","Arts and Crafts Movement",62,"2023-06-10"
"53","Asian Baby Girl",9,"2023-06-10"
"54","Athlete",89,"2023-06-10"
"55","Atompunk",2,"2023-06-10"
"56","Auroracore",NA,"2023-06-10"
"57","Australiana",4,"2023-06-10"
"58","Australian Outback",4,"2023-06-10"
"59","Autumn",5514,"2023-06-10"
"60","Autumn Academia",305,"2023-06-10"
"61","Avant Apocalypse",NA,"2023-06-10"
"62","Avant-garde",117,"2023-06-10"
"63","Babycore",3,"2023-06-10"
"64","Babygirl",24,"2023-06-10"
"65","Back-to-School",17,"2023-06-10"
"66","Baddie",510,"2023-06-10"
"67","Baidexweb",NA,"2023-06-10"
"68","Bakala",NA,"2023-06-10"
"69","Ballet Academia",20,"2023-06-10"
"70","Balletcore",60,"2023-06-10"
"71","Baltic Violence Tumblr",NA,"2023-06-10"
"72","Barbiecore",131,"2023-06-10"
"73","Bardcore",NA,"2023-06-10"
"74","Baroque",856,"2023-06-10"
"75","Bastardcore",NA,"2023-06-10"
"76","Bauhaus",2184,"2023-06-10"
"77","BDSM",125,"2023-06-10"
"78","Beach Bunny",16,"2023-06-10"
"79","Beach Day",1593,"2023-06-10"
"80","Beach Girl",1786,"2023-06-10"
"81","Beatnik",3,"2023-06-10"
"82","Biker",271,"2023-06-10"
"83","Bimbocore",12,"2023-06-10"
"84","Biopunk",2,"2023-06-10"
"85","Bizarro Fiction",NA,"2023-06-10"
"86","Black Metal",2796,"2023-06-10"
"87","Bleak Crush",NA,"2023-06-10"
"88","Blokecore",NA,"2023-06-10"
"89","Blokette",NA,"2023-06-10"
"90","Bloomcore",58,"2023-06-10"
"91","Blue Night",1360,"2023-06-10"
"92","B-Movie Horror",3,"2023-06-10"
"93","Bodikon",NA,"2023-06-10"
"94","Bohemian",42130,"2023-06-10"
"95","Bombacore",NA,"2023-06-10"
"96","Bookstore Girl",10,"2023-06-10"
"97","Bosozoku",4,"2023-06-10"
"98","Boujee",1048,"2023-06-10"
"99","Breakcore",1,"2023-06-10"
"100","Brazilian Pop Bar",1,"2023-06-10"
