"","aesthetic","etsy_results","date"
"1","80s Heartthrob",NA,"2023-07-26"
"2","1950s Suburbia",NA,"2023-07-26"
"3","2000s Autumn",5,"2023-07-26"
"4","2010s Internet",NA,"2023-07-26"
"5","2014 Girly",1,"2023-07-26"
"6","2014 Tumblr",5,"2023-07-26"
"7","2020 Alt",160,"2023-07-26"
"8","2K1",NA,"2023-07-26"
"9","2K7",NA,"2023-07-26"
"10","2 Tone",715,"2023-07-26"
"11","80s Ballroom",NA,"2023-07-26"
"12","Abstract Tech",1125,"2023-07-26"
"13","Acid Pixie",NA,"2023-07-26"
"14","Acidwave",NA,"2023-07-26"
"15","Acubi",6,"2023-07-26"
"16","Adventure Pulp",1,"2023-07-26"
"17","Adventurecore",13,"2023-07-26"
"18","Aetherpunk",NA,"2023-07-26"
"19","Afro-Victorian",NA,"2023-07-26"
"20","Afrofuturism",7,"2023-07-26"
"21","After Hours",98,"2023-07-26"
"22","Agropeople",NA,"2023-07-26"
"23","Ah Beng",NA,"2023-07-26"
"24","Alien",801,"2023-07-26"
"25","Alternative",1778,"2023-07-26"
"26","Amateur Photography",NA,"2023-07-26"
"27","American Pioneers",1,"2023-07-26"
"28","American Revolution",6,"2023-07-26"
"29","American Thanksgiving",120,"2023-07-26"
"30","American Tourist Traps",NA,"2023-07-26"
"31","Americana",211,"2023-07-26"
"32","Analog Horror",NA,"2023-07-26"
"33","Ancient Egypt",202,"2023-07-26"
"34","Androgynous",30,"2023-07-26"
"35","Angelcore",185,"2023-07-26"
"36","Anglo Gothic",NA,"2023-07-26"
"37","Anglocore",NA,"2023-07-26"
"38","Angura",NA,"2023-07-26"
"39","Animecore",14,"2023-07-26"
"40","Anoncore",NA,"2023-07-26"
"41","Anti-Fashion",NA,"2023-07-26"
"42","Antique Grunge",59,"2023-07-26"
"43","Arabfunny",NA,"2023-07-26"
"44","Arcade",367,"2023-07-26"
"45","Arcadecore",NA,"2023-07-26"
"46","Art Academia",12941,"2023-07-26"
"47","Art Deco",28917,"2023-07-26"
"48","Art Hoe",112,"2023-07-26"
"49","Art Nouveau",4414,"2023-07-26"
"50","Artcore",3,"2023-07-26"
"51","Artificial Nature",13,"2023-07-26"
"52","Arts and Crafts Movement",64,"2023-07-26"
"53","Asian Baby Girl",11,"2023-07-26"
"54","Athlete",107,"2023-07-26"
"55","Atompunk",2,"2023-07-26"
"56","Auroracore",NA,"2023-07-26"
"57","Australian Outback",4,"2023-07-26"
"58","Australiana",4,"2023-07-26"
"59","Autumn",6513,"2023-07-26"
"60","Autumn Academia",376,"2023-07-26"
"61","Avant-garde",124,"2023-07-26"
"62","Avant Apocalypse",NA,"2023-07-26"
"63","B-Movie Horror",3,"2023-07-26"
"64","BDSM",124,"2023-07-26"
"65","Babycore",4,"2023-07-26"
"66","Babygirl",20,"2023-07-26"
"67","Back-to-School",20,"2023-07-26"
"68","Baddie",526,"2023-07-26"
"69","Bakala",NA,"2023-07-26"
"70","Ballet Academia",22,"2023-07-26"
"71","Balletcore",68,"2023-07-26"
"72","Baltic Violence Tumblr",NA,"2023-07-26"
"73","Barbiecore",290,"2023-07-26"
"74","Bardcore",NA,"2023-07-26"
"75","Baroque",1052,"2023-07-26"
"76","Basic Girl",79,"2023-07-26"
"77","Bastardcore",NA,"2023-07-26"
"78","Bauhaus",2082,"2023-07-26"
"79","Beach Bunny",16,"2023-07-26"
"80","Beach Day",1723,"2023-07-26"
"81","Beach Girl",2189,"2023-07-26"
"82","Beatnik",3,"2023-07-26"
"83","Biker",589,"2023-07-26"
"84","Bimbocore",13,"2023-07-26"
"85","Biopunk",1,"2023-07-26"
"86","Bizarro Fiction",NA,"2023-07-26"
"87","Black-Holed Meme",NA,"2023-07-26"
"88","Black Metal",2570,"2023-07-26"
"89","Bleak Crush",NA,"2023-07-26"
"90","Blokecore",NA,"2023-07-26"
"91","Blokette",NA,"2023-07-26"
"92","Bloomcore",65,"2023-07-26"
"93","Blue Night",1489,"2023-07-26"
"94","Bodikon",NA,"2023-07-26"
"95","Bohemian",44746,"2023-07-26"
"96","Bombardier",NA,"2023-07-26"
"97","Bookstore Girl",12,"2023-07-26"
"98","Bosozoku",4,"2023-07-26"
"99","Boujee",1069,"2023-07-26"
"100","Boy Next Door",NA,"2023-07-26"
