"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-31"
"2","2-Tone",7,"2023-05-31"
"3","2000s Autumn",2,"2023-05-31"
"4","2010s Internet",NA,"2023-05-31"
"5","2014-era tumblr",NA,"2023-05-31"
"6","2014 Girly Tumblr",NA,"2023-05-31"
"7","2020 Alt",147,"2023-05-31"
"8","2K1",NA,"2023-05-31"
"9","2K7",NA,"2023-05-31"
"10","80s Ballroom",NA,"2023-05-31"
"11","80s Heart-Throb",NA,"2023-05-31"
"12","Abstract Tech",1158,"2023-05-31"
"13","Acid Pixie",NA,"2023-05-31"
"14","Acidwave",NA,"2023-05-31"
"15","Acubi",5,"2023-05-31"
"16","Adventurecore",17,"2023-05-31"
"17","Adventure Pulp",1,"2023-05-31"
"18","Aetherpunk",NA,"2023-05-31"
"19","Afrofuturism",6,"2023-05-31"
"20","Afro-Victorian",NA,"2023-05-31"
"21","After Hours",99,"2023-05-31"
"22","Agropeople",NA,"2023-05-31"
"23","Ah Beng",NA,"2023-05-31"
"24","Alien",706,"2023-05-31"
"25","Alternative",1715,"2023-05-31"
"26","Amateur Photography",NA,"2023-05-31"
"27","Americana",187,"2023-05-31"
"28","American Pioneers",NA,"2023-05-31"
"29","American Revolution",3,"2023-05-31"
"30","American Thanksgiving",68,"2023-05-31"
"31","American Tourist Traps",NA,"2023-05-31"
"32","Amourdoux",NA,"2023-05-31"
"33","Analog Horror",NA,"2023-05-31"
"34","Ancient Egypt",189,"2023-05-31"
"35","Androgynous",26,"2023-05-31"
"36","Angelcore",169,"2023-05-31"
"37","Anglocore",NA,"2023-05-31"
"38","Anglo Gothic",NA,"2023-05-31"
"39","Angura",NA,"2023-05-31"
"40","Animecore",19,"2023-05-31"
"41","Anoncore",NA,"2023-05-31"
"42","Anti-Fashion",NA,"2023-05-31"
"43","Antique Grunge",46,"2023-05-31"
"44","Arcade",339,"2023-05-31"
"45","Arcadecore",NA,"2023-05-31"
"46","Art Academia",10587,"2023-05-31"
"47","Artcore",4,"2023-05-31"
"48","Art Deco",27725,"2023-05-31"
"49","Art Hoe",113,"2023-05-31"
"50","Art Nouveau",3723,"2023-05-31"
"51","Artificial Nature",6,"2023-05-31"
"52","Arts and Crafts Movement",65,"2023-05-31"
"53","Asian Baby Girl",9,"2023-05-31"
"54","Athlete",88,"2023-05-31"
"55","Atompunk",2,"2023-05-31"
"56","Auroracore",NA,"2023-05-31"
"57","Australiana",5,"2023-05-31"
"58","Australian Outback",4,"2023-05-31"
"59","Autumn",5432,"2023-05-31"
"60","Autumn Academia",304,"2023-05-31"
"61","Avant Apocalypse",NA,"2023-05-31"
"62","Avant-garde",115,"2023-05-31"
"63","Babycore",3,"2023-05-31"
"64","Babygirl",24,"2023-05-31"
"65","Back-to-School",18,"2023-05-31"
"66","Baddie",521,"2023-05-31"
"67","Baidexweb",NA,"2023-05-31"
"68","Ballet Academia",20,"2023-05-31"
"69","Balletcore",58,"2023-05-31"
"70","Baltic Violence Tumblr",NA,"2023-05-31"
"71","Barbiecore",123,"2023-05-31"
"72","Bardcore",NA,"2023-05-31"
"73","Baroque",848,"2023-05-31"
"74","Bastardcore",NA,"2023-05-31"
"75","Bauhaus",2052,"2023-05-31"
"76","BDSM",131,"2023-05-31"
"77","Beach Bunny",18,"2023-05-31"
"78","Beach Day",1577,"2023-05-31"
"79","Beach Girl",1679,"2023-05-31"
"80","Beatnik",2,"2023-05-31"
"81","Biker",253,"2023-05-31"
"82","Bimbocore",13,"2023-05-31"
"83","Biopunk",2,"2023-05-31"
"84","Bizarro Fiction",NA,"2023-05-31"
"85","Black Metal",2803,"2023-05-31"
"86","Blokecore",NA,"2023-05-31"
"87","Blokette",NA,"2023-05-31"
"88","Bloomcore",59,"2023-05-31"
"89","Blue Night",1333,"2023-05-31"
"90","B-Movie Horror",3,"2023-05-31"
"91","Bodikon",NA,"2023-05-31"
"92","Bohemian",41355,"2023-05-31"
"93","Bombacore",NA,"2023-05-31"
"94","Bookstore Girl",10,"2023-05-31"
"95","Bosozoku",4,"2023-05-31"
"96","Boujee",1016,"2023-05-31"
"97","Breakcore",1,"2023-05-31"
"98","Brazilian Pop Bar",1,"2023-05-31"
"99","Britpop",46,"2023-05-31"
"100","Bro",87,"2023-05-31"
