"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-19"
"2","80s Heartthrob",NA,"2023-05-19"
"3","2-Tone",8,"2023-05-19"
"4","2000s Autumn",1,"2023-05-19"
"5","2010s Internet",NA,"2023-05-19"
"6","2014-era tumblr",NA,"2023-05-19"
"7","2014 Girly Tumblr",NA,"2023-05-19"
"8","2020 Alt",152,"2023-05-19"
"9","2K1",NA,"2023-05-19"
"10","2K7",NA,"2023-05-19"
"11","80s Ballroom",NA,"2023-05-19"
"12","Abstract Tech",1175,"2023-05-19"
"13","Acid Pixie",NA,"2023-05-19"
"14","Acidwave",NA,"2023-05-19"
"15","Acubi",3,"2023-05-19"
"16","Adventurecore",15,"2023-05-19"
"17","Adventure Pulp",1,"2023-05-19"
"18","Aetherpunk",NA,"2023-05-19"
"19","Afrofuturism",4,"2023-05-19"
"20","Afro-Victorian",NA,"2023-05-19"
"21","After Hours",100,"2023-05-19"
"22","Agropeople",NA,"2023-05-19"
"23","Ah Beng",NA,"2023-05-19"
"24","Alien",762,"2023-05-19"
"25","Alternative",1616,"2023-05-19"
"26","Americana",169,"2023-05-19"
"27","American Pioneers",NA,"2023-05-19"
"28","American Revolution",3,"2023-05-19"
"29","American Thanksgiving",75,"2023-05-19"
"30","American Tourist Traps",NA,"2023-05-19"
"31","Analog Horror",NA,"2023-05-19"
"32","Ancient Egypt",180,"2023-05-19"
"33","Androgynous",27,"2023-05-19"
"34","Angelcore",167,"2023-05-19"
"35","Anglocore",NA,"2023-05-19"
"36","Anglo Gothic",NA,"2023-05-19"
"37","Angura",NA,"2023-05-19"
"38","Animecore",25,"2023-05-19"
"39","Anoncore",NA,"2023-05-19"
"40","Anti-Fashion",NA,"2023-05-19"
"41","Antique Grunge",47,"2023-05-19"
"42","Arcade",332,"2023-05-19"
"43","Arcadecore",NA,"2023-05-19"
"44","Art Academia",10315,"2023-05-19"
"45","Artcore",4,"2023-05-19"
"46","Art Deco",28188,"2023-05-19"
"47","Art Hoe",93,"2023-05-19"
"48","Art Nouveau",3682,"2023-05-19"
"49","Artificial Nature",6,"2023-05-19"
"50","Arts and Crafts Movement",68,"2023-05-19"
"51","Asian Baby Girl",8,"2023-05-19"
"52","Athlete",91,"2023-05-19"
"53","Atompunk",2,"2023-05-19"
"54","Auroracore",NA,"2023-05-19"
"55","Australiana",5,"2023-05-19"
"56","Australian Outback",3,"2023-05-19"
"57","Autumn",5472,"2023-05-19"
"58","Autumn Academia",306,"2023-05-19"
"59","Avant Apocalypse",NA,"2023-05-19"
"60","Avant-garde",119,"2023-05-19"
"61","Babycore",3,"2023-05-19"
"62","Babygirl",24,"2023-05-19"
"63","Back-to-School",11,"2023-05-19"
"64","Baddie",512,"2023-05-19"
"65","Ballet Academia",19,"2023-05-19"
"66","Balletcore",57,"2023-05-19"
"67","Baltic Violence Tumblr",NA,"2023-05-19"
"68","Barbiecore",123,"2023-05-19"
"69","Bardcore",NA,"2023-05-19"
"70","Baroque",860,"2023-05-19"
"71","Bastardcore",NA,"2023-05-19"
"72","Bauhaus",1900,"2023-05-19"
"73","BDSM",132,"2023-05-19"
"74","Beach Bunny",16,"2023-05-19"
"75","Beach Day",1483,"2023-05-19"
"76","Beach Girl",1564,"2023-05-19"
"77","Beatnik",2,"2023-05-19"
"78","Biker",352,"2023-05-19"
"79","Bimbocore",12,"2023-05-19"
"80","Biopunk",2,"2023-05-19"
"81","Bizarro Fiction",NA,"2023-05-19"
"82","Black Metal",2754,"2023-05-19"
"83","Blokecore",NA,"2023-05-19"
"84","Blokette",NA,"2023-05-19"
"85","Bloomcore",56,"2023-05-19"
"86","Blue Night",1542,"2023-05-19"
"87","Bodikon",NA,"2023-05-19"
"88","Bohemian",41380,"2023-05-19"
"89","Bombacore",NA,"2023-05-19"
"90","Bookstore Girl",9,"2023-05-19"
"91","Bosozoku",4,"2023-05-19"
"92","Boujee",1018,"2023-05-19"
"93","Breakcore",1,"2023-05-19"
"94","Brazilian Pop Bar",1,"2023-05-19"
"95","Brazorian Gothic",NA,"2023-05-19"
"96","Britpop",50,"2023-05-19"
"97","Bro",101,"2023-05-19"
"98","Bro Hoe",1,"2023-05-19"
"99","Bronzepunk",NA,"2023-05-19"
"100","Bubble Bujo",5,"2023-05-19"
