"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-06-07"
"2","2-Tone",7,"2023-06-07"
"3","2000s Autumn",1,"2023-06-07"
"4","2010s Internet",NA,"2023-06-07"
"5","2014-era tumblr",NA,"2023-06-07"
"6","2014 Girly Tumblr",NA,"2023-06-07"
"7","2020 Alt",146,"2023-06-07"
"8","2K1",NA,"2023-06-07"
"9","2K7",NA,"2023-06-07"
"10","80s Ballroom",NA,"2023-06-07"
"11","80s Heart-Throb",NA,"2023-06-07"
"12","Abstract Tech",1149,"2023-06-07"
"13","Acid Pixie",NA,"2023-06-07"
"14","Acidwave",NA,"2023-06-07"
"15","Acubi",4,"2023-06-07"
"16","Adventurecore",15,"2023-06-07"
"17","Adventure Pulp",1,"2023-06-07"
"18","Aetherpunk",NA,"2023-06-07"
"19","Afrofuturism",6,"2023-06-07"
"20","Afro-Victorian",NA,"2023-06-07"
"21","After Hours",101,"2023-06-07"
"22","Agropeople",NA,"2023-06-07"
"23","Ah Beng",NA,"2023-06-07"
"24","Alien",770,"2023-06-07"
"25","Alternative",1692,"2023-06-07"
"26","Amateur Photography",NA,"2023-06-07"
"27","Americana",188,"2023-06-07"
"28","American Pioneers",NA,"2023-06-07"
"29","American Revolution",3,"2023-06-07"
"30","American Thanksgiving",69,"2023-06-07"
"31","American Tourist Traps",NA,"2023-06-07"
"32","Amourdoux",NA,"2023-06-07"
"33","Analog Horror",1,"2023-06-07"
"34","Ancient Egypt",190,"2023-06-07"
"35","Androgynous",29,"2023-06-07"
"36","Angelcore",166,"2023-06-07"
"37","Anglocore",NA,"2023-06-07"
"38","Anglo Gothic",NA,"2023-06-07"
"39","Angura",NA,"2023-06-07"
"40","Animecore",18,"2023-06-07"
"41","Anoncore",NA,"2023-06-07"
"42","Anti-Fashion",NA,"2023-06-07"
"43","Antique Grunge",48,"2023-06-07"
"44","Arcade",348,"2023-06-07"
"45","Arcadecore",NA,"2023-06-07"
"46","Art Academia",10689,"2023-06-07"
"47","Artcore",4,"2023-06-07"
"48","Art Deco",27593,"2023-06-07"
"49","Art Hoe",114,"2023-06-07"
"50","Art Nouveau",3837,"2023-06-07"
"51","Artificial Nature",6,"2023-06-07"
"52","Arts and Crafts Movement",62,"2023-06-07"
"53","Asian Baby Girl",9,"2023-06-07"
"54","Athlete",88,"2023-06-07"
"55","Atompunk",2,"2023-06-07"
"56","Auroracore",NA,"2023-06-07"
"57","Australiana",4,"2023-06-07"
"58","Australian Outback",4,"2023-06-07"
"59","Autumn",5515,"2023-06-07"
"60","Autumn Academia",304,"2023-06-07"
"61","Avant Apocalypse",NA,"2023-06-07"
"62","Avant-garde",117,"2023-06-07"
"63","Babycore",3,"2023-06-07"
"64","Babygirl",24,"2023-06-07"
"65","Back-to-School",17,"2023-06-07"
"66","Baddie",520,"2023-06-07"
"67","Baidexweb",NA,"2023-06-07"
"68","Ballet Academia",20,"2023-06-07"
"69","Balletcore",57,"2023-06-07"
"70","Baltic Violence Tumblr",NA,"2023-06-07"
"71","Barbiecore",127,"2023-06-07"
"72","Bardcore",NA,"2023-06-07"
"73","Baroque",865,"2023-06-07"
"74","Bastardcore",NA,"2023-06-07"
"75","Bauhaus",2124,"2023-06-07"
"76","BDSM",135,"2023-06-07"
"77","Beach Bunny",17,"2023-06-07"
"78","Beach Day",1596,"2023-06-07"
"79","Beach Girl",1751,"2023-06-07"
"80","Beatnik",2,"2023-06-07"
"81","Biker",267,"2023-06-07"
"82","Bimbocore",12,"2023-06-07"
"83","Biopunk",2,"2023-06-07"
"84","Bizarro Fiction",NA,"2023-06-07"
"85","Black Metal",2777,"2023-06-07"
"86","Bleak Crush",NA,"2023-06-07"
"87","Blokecore",NA,"2023-06-07"
"88","Blokette",NA,"2023-06-07"
"89","Bloomcore",58,"2023-06-07"
"90","Blue Night",1353,"2023-06-07"
"91","B-Movie Horror",3,"2023-06-07"
"92","Bodikon",NA,"2023-06-07"
"93","Bohemian",41807,"2023-06-07"
"94","Bombacore",NA,"2023-06-07"
"95","Bookstore Girl",10,"2023-06-07"
"96","Bosozoku",4,"2023-06-07"
"97","Boujee",1049,"2023-06-07"
"98","Breakcore",1,"2023-06-07"
"99","Brazilian Pop Bar",1,"2023-06-07"
"100","Britpop",46,"2023-06-07"
