"","aesthetic","depop_results","date"
"1","'70s Disco",3,"2022-12-18"
"2","2-Tone",314,"2022-12-18"
"3","1950's Suburbia",NA,"2022-12-18"
"4","2000's Autumn",2,"2022-12-18"
"5","2014 Girly Tumblr",NA,"2022-12-18"
"6","2K Animecore",NA,"2022-12-18"
"7","Abstract Tech",NA,"2022-12-18"
"8","Acid Pixie",NA,"2022-12-18"
"9","Acidwave",3,"2022-12-18"
"10","Acubi",61,"2022-12-18"
"11","Adventure Pulp",NA,"2022-12-18"
"12","Adventurecore",32,"2022-12-18"
"13","Aetherpunk",NA,"2022-12-18"
"14","Afrofuturism",NA,"2022-12-18"
"15","Afro-Victorian",NA,"2022-12-18"
"16","After Hours",264,"2022-12-18"
"17","Agropeople",NA,"2022-12-18"
"18","Alien",515,"2022-12-18"
"19","Alternative",8934,"2022-12-18"
"20","Americana",10,"2022-12-18"
"21","Analog Horror",NA,"2022-12-18"
"22","American Pioneers",NA,"2022-12-18"
"23","American Revolution",NA,"2022-12-18"
"24","American Thanksgiving",NA,"2022-12-18"
"25","American Tourist Traps",NA,"2022-12-18"
"26","Ancient Egypt",22,"2022-12-18"
"27","Androgynous",214,"2022-12-18"
"28","Anemoiacore",NA,"2022-12-18"
"29","Angelcore",1111,"2022-12-18"
"30","Anglocore",996,"2022-12-18"
"31","Anglo Gothic",NA,"2022-12-18"
"32","Angura Kei",NA,"2022-12-18"
"33","Animecore",NA,"2022-12-18"
"34","Antique Grunge",NA,"2022-12-18"
"35","Anti-Fashion",42,"2022-12-18"
"36","Arcade",NA,"2022-12-18"
"37","Arcadecore",NA,"2022-12-18"
"38","Art Academia",NA,"2022-12-18"
"39","Arts and Crafts Movement",NA,"2022-12-18"
"40","Art Deco",NA,"2022-12-18"
"41","Art Hoe",NA,"2022-12-18"
"42","Art Nouveau",NA,"2022-12-18"
"43","Asian Baby Girl",NA,"2022-12-18"
"44","Athlete",257,"2022-12-18"
"45","Atompunk",NA,"2022-12-18"
"46","Auroracore",4,"2022-12-18"
"47","Autumn Academia",NA,"2022-12-18"
"48","Autumn",2,"2022-12-18"
"49","Avant Apocalypse",NA,"2022-12-18"
"50","Avant-garde",1554,"2022-12-18"
"51","Babycore",195,"2022-12-18"
"52","Babygirl",4514,"2022-12-18"
"53","Back-to-School",920,"2022-12-18"
"54","Baddie",4989,"2022-12-18"
"55","Ballet Academia",NA,"2022-12-18"
"56","Baltic Violence Tumblr",NA,"2022-12-18"
"57","Barbiecore",259,"2022-12-18"
"58","Bardcore",1,"2022-12-18"
"59","Baroque",285,"2022-12-18"
"60","Bastardcore",1,"2022-12-18"
"61","Bauhaus",10,"2022-12-18"
"62","BDSM",75,"2022-12-18"
"63","Beach Bunny",NA,"2022-12-18"
"64","Beach Day",NA,"2022-12-18"
"65","Beatnik",21,"2022-12-18"
"66","Biker",1950,"2022-12-18"
"67","Bimbocore",192,"2022-12-18"
"68","Biohazard",7,"2022-12-18"
"69","Biopunk",116,"2022-12-18"
"70","Bizarro Fiction",NA,"2022-12-18"
"71","Black-Holed Meme",NA,"2022-12-18"
"72","Bloomcore",101,"2022-12-18"
"73","Bodikon",3,"2022-12-18"
"74","Bohemian",7535,"2022-12-18"
