"","aesthetic","etsy_results","date"
"1","Y2K",10621,"2023-03-02"
"2","Summer",5376,"2023-03-02"
"3","Cottagecore",15354,"2023-03-02"
"4","Hippie",8036,"2023-03-02"
"5","Cottagegore",9,"2023-03-02"
"6","E-Girl",403,"2023-03-02"
"7","Skater",392,"2023-03-02"
"8","Fairycore",2535,"2023-03-02"
"9","Minimalism",15400,"2023-03-02"
"10","Spring",4663,"2023-03-02"
"11","Alternative",1743,"2023-03-02"
"12","Bohemian",35165,"2023-03-02"
"13","Kidcore",445,"2023-03-02"
"14","Lounge",381,"2023-03-02"
"15","E-Boy",25,"2023-03-02"
"16","Baddie",395,"2023-03-02"
"17","Pearly",18,"2023-03-02"
"18","Hipster",517,"2023-03-02"
"19","Babygirl",19,"2023-03-02"
"20","Western",2737,"2023-03-02"
"21","Halloween",9042,"2023-03-02"
"22","Decora",189,"2023-03-02"
"23","Christmas",33300,"2023-03-02"
"24","Dollette",139,"2023-03-02"
"25","Whimsigothic",76,"2023-03-02"
"26","Stoner",718,"2023-03-02"
"27","Playboy",84,"2023-03-02"
"28","Mallgoth",1,"2023-03-02"
"29","Biker",207,"2023-03-02"
"30","Dreamy",1890,"2023-03-02"
"31","Vampire",960,"2023-03-02"
"32","Regency",203,"2023-03-02"
"33","Goblincore",2520,"2023-03-02"
"34","Avant-garde",104,"2023-03-02"
"35","Maximalism",358,"2023-03-02"
"36","Psychedelica",4,"2023-03-02"
"37","Balletcore",59,"2023-03-02"
"38","Scoutcore",NA,"2023-03-02"
"39","Mermaid",512,"2023-03-02"
"40","Peach",1272,"2023-03-02"
"41","Angelcore",139,"2023-03-02"
"42","Anglocore",NA,"2023-03-02"
"43","Gorpcore",9,"2023-03-02"
"44","Gorecore",2,"2023-03-02"
"45","Comfy/Cozy",16,"2023-03-02"
"46","Hip-Hop",3740,"2023-03-02"
"47","Country",12840,"2023-03-02"
"48","Lovecore",210,"2023-03-02"
"49","Teddies",342,"2023-03-02"
"50","Pin-up",238,"2023-03-02"
"51","Princesscore",92,"2023-03-02"
"52","Medieval",463,"2023-03-02"
"53","Back-to-School",10,"2023-03-02"
"54","Earthcore",19,"2023-03-02"
"55","Pride flags",344,"2023-03-02"
"56","Tropical",13105,"2023-03-02"
"57","Princecore",NA,"2023-03-02"
"58","Cyberpunk",1066,"2023-03-02"
"59","VSCO",2580,"2023-03-02"
"60","Winter",4073,"2023-03-02"
"61","McBling",12,"2023-03-02"
"62","Softie",12,"2023-03-02"
"63","Kinderwhore",8,"2023-03-02"
"64","Post-Punk",27,"2023-03-02"
"65","Steampunk",1026,"2023-03-02"
"66","Cybergoth",10,"2023-03-02"
"67","Royalcore",152,"2023-03-02"
"68","Steelpunk",NA,"2023-03-02"
"69","Vaporwave",2237,"2023-03-02"
"70","Gyaru",12,"2023-03-02"
"71","Milk",586,"2023-03-02"
"72","Weirdcore",244,"2023-03-02"
"73","Thrasher",6,"2023-03-02"
"74","Diner",117,"2023-03-02"
"75","Tomboy",12,"2023-03-02"
"76","Dullcore",NA,"2023-03-02"
"77","Alien",598,"2023-03-02"
"78","Drain",29,"2023-03-02"
"79","Sanriocore",13,"2023-03-02"
"80","Androgynous",21,"2023-03-02"
"81","2-Tone",7,"2023-03-02"
"82","Clowncore",77,"2023-03-02"
"83","Furry",172,"2023-03-02"
"84","Cybergrunge",2,"2023-03-02"
"85","Barbiecore",100,"2023-03-02"
"86","Boujee",963,"2023-03-02"
"87","Baroque",724,"2023-03-02"
"88","Rockabilly",59,"2023-03-02"
"89","Cutecore",20,"2023-03-02"
"90","Cleancore",NA,"2023-03-02"
"91","Gothcore",69,"2023-03-02"
"92","Athlete",78,"2023-03-02"
"93","Celtic",180,"2023-03-02"
"94","Techwear",15,"2023-03-02"
"95","Scrapbook",3583,"2023-03-02"
"96","Lo-Fi",961,"2023-03-02"
"97","After Hours",96,"2023-03-02"
"98","Naturecore",122,"2023-03-02"
"99","Nymphet",14,"2023-03-02"
"100","Otaku",114,"2023-03-02"
