"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-04-28"
"2","80s Heartthrob",NA,"2023-04-28"
"3","2-Tone",8,"2023-04-28"
"4","2000s Autumn",2,"2023-04-28"
"5","2014-era tumblr",NA,"2023-04-28"
"6","2014 Girly Tumblr",NA,"2023-04-28"
"7","2020 Alt",150,"2023-04-28"
"8","2K Animecore",10,"2023-04-28"
"9","2K1",NA,"2023-04-28"
"10","2K7",NA,"2023-04-28"
"11","80s Ballroom",NA,"2023-04-28"
"12","Abstract Tech",1206,"2023-04-28"
"13","Acid Pixie",NA,"2023-04-28"
"14","Acidwave",NA,"2023-04-28"
"15","Acubi",5,"2023-04-28"
"16","Adventurecore",15,"2023-04-28"
"17","Adventure Pulp",NA,"2023-04-28"
"18","Aetherpunk",NA,"2023-04-28"
"19","Afrofuturism",3,"2023-04-28"
"20","Afro-Victorian",NA,"2023-04-28"
"21","After Hours",95,"2023-04-28"
"22","Agropeople",NA,"2023-04-28"
"23","Ah Beng",NA,"2023-04-28"
"24","Alien",770,"2023-04-28"
"25","Alternative",1664,"2023-04-28"
"26","Americana",162,"2023-04-28"
"27","American Pioneers",NA,"2023-04-28"
"28","American Revolution",3,"2023-04-28"
"29","American Thanksgiving",72,"2023-04-28"
"30","American Tourist Traps",NA,"2023-04-28"
"31","Analog Horror",NA,"2023-04-28"
"32","Ancient Egypt",235,"2023-04-28"
"33","Androgynous",25,"2023-04-28"
"34","Angelcore",154,"2023-04-28"
"35","Anglocore",NA,"2023-04-28"
"36","Anglo Gothic",NA,"2023-04-28"
"37","Angura",NA,"2023-04-28"
"38","Animecore",19,"2023-04-28"
"39","Anoncore",NA,"2023-04-28"
"40","Anti-Fashion",NA,"2023-04-28"
"41","Antique Grunge",45,"2023-04-28"
"42","Arcade",315,"2023-04-28"
"43","Arcadecore",NA,"2023-04-28"
"44","Art Academia",9607,"2023-04-28"
"45","Art Deco",27489,"2023-04-28"
"46","Art Hoe",80,"2023-04-28"
"47","Art Nouveau",3605,"2023-04-28"
"48","Artificial Nature",8,"2023-04-28"
"49","Arts and Crafts Movement",68,"2023-04-28"
"50","Asian Baby Girl",8,"2023-04-28"
"51","Athlete",91,"2023-04-28"
"52","Atompunk",2,"2023-04-28"
"53","Auroracore",NA,"2023-04-28"
"54","Australiana",5,"2023-04-28"
"55","Australian Outback",5,"2023-04-28"
"56","Autumn",5425,"2023-04-28"
"57","Autumn Academia",305,"2023-04-28"
"58","Avant Apocalypse",NA,"2023-04-28"
"59","Avant-garde",123,"2023-04-28"
"60","Babycore",5,"2023-04-28"
"61","Babygirl",21,"2023-04-28"
"62","Back-to-School",12,"2023-04-28"
"63","Baddie",490,"2023-04-28"
"64","Ballet Academia",14,"2023-04-28"
"65","Balletcore",64,"2023-04-28"
"66","Baltic Violence Tumblr",NA,"2023-04-28"
"67","Barbiecore",117,"2023-04-28"
"68","Bardcore",1,"2023-04-28"
"69","Baroque",807,"2023-04-28"
"70","Bastardcore",NA,"2023-04-28"
"71","Bauhaus",1776,"2023-04-28"
"72","BDSM",159,"2023-04-28"
"73","Beach Bunny",12,"2023-04-28"
"74","Beach Day",1413,"2023-04-28"
"75","Beatnik",1,"2023-04-28"
"76","Biker",270,"2023-04-28"
"77","Bimbocore",12,"2023-04-28"
"78","Biopunk",1,"2023-04-28"
"79","Bizarro Fiction",NA,"2023-04-28"
"80","Blokecore",NA,"2023-04-28"
"81","Blokette",NA,"2023-04-28"
"82","Bloomcore",52,"2023-04-28"
"83","Blue Night",1374,"2023-04-28"
"84","Bodikon",NA,"2023-04-28"
"85","Bohemian",40013,"2023-04-28"
"86","Bombacore",NA,"2023-04-28"
"87","Bookstore Girl",12,"2023-04-28"
"88","Bosozoku",4,"2023-04-28"
"89","Boujee",980,"2023-04-28"
"90","Breakcore",1,"2023-04-28"
"91","Britpop",49,"2023-04-28"
"92","Bro",112,"2023-04-28"
"93","Bronzepunk",NA,"2023-04-28"
"94","Bubble Bujo",9,"2023-04-28"
"95","Bubble Goth",24,"2023-04-28"
"96","Bubblegum Bitch",3,"2023-04-28"
"97","Bubblegum Witch",10,"2023-04-28"
"98","Busukawaii",NA,"2023-04-28"
"99","Cabincore",132,"2023-04-28"
"100","Cagole",NA,"2023-04-28"
