"","aesthetic","etsy_results","date"
"1","80s Heartthrob",NA,"2023-07-24"
"2","1950s Suburbia",NA,"2023-07-24"
"3","2000s Autumn",5,"2023-07-24"
"4","2010s Internet",NA,"2023-07-24"
"5","2014 Girly",2,"2023-07-24"
"6","2014 Tumblr",5,"2023-07-24"
"7","2020 Alt",159,"2023-07-24"
"8","2K1",NA,"2023-07-24"
"9","2K7",NA,"2023-07-24"
"10","2 Tone",715,"2023-07-24"
"11","80s Ballroom",NA,"2023-07-24"
"12","Abstract Tech",1117,"2023-07-24"
"13","Acid Pixie",NA,"2023-07-24"
"14","Acidwave",NA,"2023-07-24"
"15","Acubi",7,"2023-07-24"
"16","Adventure Pulp",1,"2023-07-24"
"17","Adventurecore",13,"2023-07-24"
"18","Aetherpunk",NA,"2023-07-24"
"19","Afro-Victorian",NA,"2023-07-24"
"20","Afrofuturism",7,"2023-07-24"
"21","After Hours",98,"2023-07-24"
"22","Agropeople",NA,"2023-07-24"
"23","Ah Beng",NA,"2023-07-24"
"24","Alien",802,"2023-07-24"
"25","Alternative",1767,"2023-07-24"
"26","Amateur Photography",NA,"2023-07-24"
"27","American Pioneers",1,"2023-07-24"
"28","American Revolution",6,"2023-07-24"
"29","American Thanksgiving",119,"2023-07-24"
"30","American Tourist Traps",NA,"2023-07-24"
"31","Americana",202,"2023-07-24"
"32","Analog Horror",NA,"2023-07-24"
"33","Ancient Egypt",203,"2023-07-24"
"34","Androgynous",27,"2023-07-24"
"35","Angelcore",187,"2023-07-24"
"36","Anglo Gothic",NA,"2023-07-24"
"37","Anglocore",NA,"2023-07-24"
"38","Angura",NA,"2023-07-24"
"39","Animecore",14,"2023-07-24"
"40","Anoncore",NA,"2023-07-24"
"41","Anti-Fashion",NA,"2023-07-24"
"42","Antique Grunge",57,"2023-07-24"
"43","Arabfunny",NA,"2023-07-24"
"44","Arcade",371,"2023-07-24"
"45","Arcadecore",NA,"2023-07-24"
"46","Art Academia",12698,"2023-07-24"
"47","Art Deco",28654,"2023-07-24"
"48","Art Hoe",110,"2023-07-24"
"49","Art Nouveau",4373,"2023-07-24"
"50","Artcore",3,"2023-07-24"
"51","Artificial Nature",12,"2023-07-24"
"52","Arts and Crafts Movement",65,"2023-07-24"
"53","Asian Baby Girl",11,"2023-07-24"
"54","Athlete",106,"2023-07-24"
"55","Atompunk",2,"2023-07-24"
"56","Auroracore",NA,"2023-07-24"
"57","Australian Outback",4,"2023-07-24"
"58","Australiana",4,"2023-07-24"
"59","Autumn",6428,"2023-07-24"
"60","Autumn Academia",367,"2023-07-24"
"61","Avant-garde",123,"2023-07-24"
"62","Avant Apocalypse",NA,"2023-07-24"
"63","B-Movie Horror",3,"2023-07-24"
"64","BDSM",128,"2023-07-24"
"65","Babycore",4,"2023-07-24"
"66","Babygirl",20,"2023-07-24"
"67","Back-to-School",20,"2023-07-24"
"68","Baddie",521,"2023-07-24"
"69","Bakala",NA,"2023-07-24"
"70","Ballet Academia",22,"2023-07-24"
"71","Balletcore",69,"2023-07-24"
"72","Baltic Violence Tumblr",NA,"2023-07-24"
"73","Barbiecore",274,"2023-07-24"
"74","Bardcore",NA,"2023-07-24"
"75","Baroque",1043,"2023-07-24"
"76","Basic Girl",79,"2023-07-24"
"77","Bastardcore",NA,"2023-07-24"
"78","Bauhaus",2067,"2023-07-24"
"79","Beach Bunny",16,"2023-07-24"
"80","Beach Day",1705,"2023-07-24"
"81","Beach Girl",2116,"2023-07-24"
"82","Beatnik",3,"2023-07-24"
"83","Biker",582,"2023-07-24"
"84","Bimbocore",12,"2023-07-24"
"85","Biopunk",1,"2023-07-24"
"86","Bizarro Fiction",NA,"2023-07-24"
"87","Black-Holed Meme",NA,"2023-07-24"
"88","Black Metal",2565,"2023-07-24"
"89","Bleak Crush",NA,"2023-07-24"
"90","Blokecore",NA,"2023-07-24"
"91","Blokette",NA,"2023-07-24"
"92","Bloomcore",67,"2023-07-24"
"93","Blue Night",1474,"2023-07-24"
"94","Bodikon",NA,"2023-07-24"
"95","Bohemian",44702,"2023-07-24"
"96","Bombardier",NA,"2023-07-24"
"97","Bookstore Girl",12,"2023-07-24"
"98","Bosozoku",4,"2023-07-24"
"99","Boujee",1068,"2023-07-24"
"100","Boy Next Door",NA,"2023-07-24"
