"","aesthetic","etsy_results","date"
"1","80s Heartthrob",NA,"2023-07-15"
"2","1950s Suburbia",NA,"2023-07-15"
"3","2000s Autumn",5,"2023-07-15"
"4","2010s Internet",NA,"2023-07-15"
"5","2014 Girly",2,"2023-07-15"
"6","2014 Tumblr",5,"2023-07-15"
"7","2020 Alt",159,"2023-07-15"
"8","2K1",NA,"2023-07-15"
"9","2K7",NA,"2023-07-15"
"10","2 Tone",720,"2023-07-15"
"11","80s Ballroom",NA,"2023-07-15"
"12","Abstract Tech",1122,"2023-07-15"
"13","Acid Pixie",NA,"2023-07-15"
"14","Acidwave",NA,"2023-07-15"
"15","Acubi",7,"2023-07-15"
"16","Adventure Pulp",1,"2023-07-15"
"17","Adventurecore",14,"2023-07-15"
"18","Aetherpunk",NA,"2023-07-15"
"19","Afro-Victorian",NA,"2023-07-15"
"20","Afrofuturism",7,"2023-07-15"
"21","After Hours",98,"2023-07-15"
"22","Agropeople",NA,"2023-07-15"
"23","Ah Beng",NA,"2023-07-15"
"24","Alien",814,"2023-07-15"
"25","Alternative",1815,"2023-07-15"
"26","Amateur Photography",NA,"2023-07-15"
"27","American Pioneers",1,"2023-07-15"
"28","American Revolution",6,"2023-07-15"
"29","American Thanksgiving",101,"2023-07-15"
"30","American Tourist Traps",NA,"2023-07-15"
"31","Americana",201,"2023-07-15"
"32","Analog Horror",NA,"2023-07-15"
"33","Ancient Egypt",201,"2023-07-15"
"34","Androgynous",27,"2023-07-15"
"35","Angelcore",184,"2023-07-15"
"36","Anglo Gothic",NA,"2023-07-15"
"37","Anglocore",NA,"2023-07-15"
"38","Angura",NA,"2023-07-15"
"39","Animecore",15,"2023-07-15"
"40","Anoncore",NA,"2023-07-15"
"41","Anti-Fashion",NA,"2023-07-15"
"42","Antique Grunge",57,"2023-07-15"
"43","Arabfunny",NA,"2023-07-15"
"44","Arcade",458,"2023-07-15"
"45","Arcadecore",NA,"2023-07-15"
"46","Art Academia",12838,"2023-07-15"
"47","Art Deco",28495,"2023-07-15"
"48","Art Hoe",111,"2023-07-15"
"49","Art Nouveau",4298,"2023-07-15"
"50","Artcore",4,"2023-07-15"
"51","Artificial Nature",13,"2023-07-15"
"52","Arts and Crafts Movement",70,"2023-07-15"
"53","Asian Baby Girl",11,"2023-07-15"
"54","Athlete",102,"2023-07-15"
"55","Atompunk",2,"2023-07-15"
"56","Auroracore",NA,"2023-07-15"
"57","Australian Outback",4,"2023-07-15"
"58","Australiana",4,"2023-07-15"
"59","Autumn",6126,"2023-07-15"
"60","Autumn Academia",331,"2023-07-15"
"61","Avant-garde",94,"2023-07-15"
"62","Avant Apocalypse",NA,"2023-07-15"
"63","B-Movie Horror",3,"2023-07-15"
"64","BDSM",127,"2023-07-15"
"65","Babycore",4,"2023-07-15"
"66","Babygirl",22,"2023-07-15"
"67","Back-to-School",20,"2023-07-15"
"68","Baddie",536,"2023-07-15"
"69","Bakala",NA,"2023-07-15"
"70","Ballet Academia",22,"2023-07-15"
"71","Balletcore",67,"2023-07-15"
"72","Baltic Violence Tumblr",NA,"2023-07-15"
"73","Barbiecore",225,"2023-07-15"
"74","Bardcore",NA,"2023-07-15"
"75","Baroque",983,"2023-07-15"
"76","Bastardcore",NA,"2023-07-15"
"77","Bauhaus",2114,"2023-07-15"
"78","Beach Bunny",15,"2023-07-15"
"79","Beach Day",1760,"2023-07-15"
"80","Beach Girl",2073,"2023-07-15"
"81","Beatnik",3,"2023-07-15"
"82","Biker",577,"2023-07-15"
"83","Bimbocore",15,"2023-07-15"
"84","Biopunk",2,"2023-07-15"
"85","Bizarro Fiction",NA,"2023-07-15"
"86","Black-Holed Meme",NA,"2023-07-15"
"87","Black Metal",2610,"2023-07-15"
"88","Bleak Crush",NA,"2023-07-15"
"89","Blokecore",NA,"2023-07-15"
"90","Blokette",NA,"2023-07-15"
"91","Bloomcore",67,"2023-07-15"
"92","Blue Night",1421,"2023-07-15"
"93","Bodikon",NA,"2023-07-15"
"94","Bohemian",49953,"2023-07-15"
"95","Bombardier",NA,"2023-07-15"
"96","Bookstore Girl",10,"2023-07-15"
"97","Bosozoku",4,"2023-07-15"
"98","Boujee",1057,"2023-07-15"
"99","Boy Next Door",NA,"2023-07-15"
"100","BrazilianPopBar",NA,"2023-07-15"
