"","aesthetic","depop_results","date"
"1","'70s Disco",3,"2023-01-31"
"2","2-Tone",329,"2023-01-31"
"3","1950's Suburbia",NA,"2023-01-31"
"4","2020 Alt",NA,"2023-01-31"
"5","2014 Girly Tumblr",NA,"2023-01-31"
"6","2K Animecore",NA,"2023-01-31"
"7","Abstract Tech",NA,"2023-01-31"
"8","Acid Pixie",NA,"2023-01-31"
"9","Acidwave",3,"2023-01-31"
"10","Acubi",64,"2023-01-31"
"11","Adventure Pulp",NA,"2023-01-31"
"12","Adventurecore",39,"2023-01-31"
"13","Aetherpunk",NA,"2023-01-31"
"14","Afrofuturism",NA,"2023-01-31"
"15","Afro-Victorian",1,"2023-01-31"
"16","After Hours",280,"2023-01-31"
"17","Agropeople",NA,"2023-01-31"
"18","Alien",548,"2023-01-31"
"19","Alternative",8692,"2023-01-31"
"20","Americana",10,"2023-01-31"
"21","Analog Horror",NA,"2023-01-31"
"22","American Pioneers",NA,"2023-01-31"
"23","American Revolution",NA,"2023-01-31"
"24","American Thanksgiving",NA,"2023-01-31"
"25","American Tourist Traps",NA,"2023-01-31"
"26","Ancient Egypt",22,"2023-01-31"
"27","Androgynous",178,"2023-01-31"
"28","Anemoiacore",NA,"2023-01-31"
"29","Angelcore",1409,"2023-01-31"
"30","Anglocore",1280,"2023-01-31"
"31","Anglo Gothic",NA,"2023-01-31"
"32","Angura",41,"2023-01-31"
"33","Animecore",NA,"2023-01-31"
"34","Antique Grunge",NA,"2023-01-31"
"35","Anti-Fashion",32,"2023-01-31"
"36","Arcade",NA,"2023-01-31"
"37","Arcadecore",NA,"2023-01-31"
"38","Art Academia",NA,"2023-01-31"
"39","Arts and Crafts Movement",NA,"2023-01-31"
"40","Art Deco",NA,"2023-01-31"
"41","Art Hoe",NA,"2023-01-31"
"42","Art Nouveau",NA,"2023-01-31"
"43","Asian Baby Girl",NA,"2023-01-31"
"44","Athlete",256,"2023-01-31"
"45","Atompunk",1,"2023-01-31"
"46","Auroracore",5,"2023-01-31"
"47","Autumn Academia",NA,"2023-01-31"
"48","Autumn",2,"2023-01-31"
"49","Avant Apocalypse",NA,"2023-01-31"
"50","Avant-garde",1740,"2023-01-31"
"51","Babycore",164,"2023-01-31"
"52","Babygirl",4144,"2023-01-31"
"53","Back-to-School",896,"2023-01-31"
"54","Baddie",4638,"2023-01-31"
"55","Ballet Academia",NA,"2023-01-31"
"56","Baltic Violence Tumblr",NA,"2023-01-31"
"57","Barbiecore",284,"2023-01-31"
"58","Bardcore",1,"2023-01-31"
"59","Baroque",361,"2023-01-31"
"60","Bastardcore",1,"2023-01-31"
"61","Bauhaus",7,"2023-01-31"
"62","BDSM",76,"2023-01-31"
"63","Beach Bunny",NA,"2023-01-31"
"64","Beach Day",NA,"2023-01-31"
"65","Beatnik",24,"2023-01-31"
"66","Biker",2092,"2023-01-31"
"67","Bimbocore",196,"2023-01-31"
"68","Biopunk",113,"2023-01-31"
"69","Bizarro Fiction",NA,"2023-01-31"
"70","Black-Holed Meme",NA,"2023-01-31"
"71","Bloomcore",60,"2023-01-31"
"72","Bodikon",3,"2023-01-31"
"73","Bohemian",7507,"2023-01-31"
"74","Bombacore",120,"2023-01-31"
"75","Bookstore Girl",NA,"2023-01-31"
"76","Bosozoku",NA,"2023-01-31"
"77","Boujee",337,"2023-01-31"
"78","Breakcore",3,"2023-01-31"
"79","Britpop",64,"2023-01-31"
"80","Bro",NA,"2023-01-31"
"81","Bronzepunk",1,"2023-01-31"
"82","Bubble Bujo",NA,"2023-01-31"
"83","Bubble Goth",NA,"2023-01-31"
"84","Bubblegum Bitch",4,"2023-01-31"
"85","Bubblegum Witch",NA,"2023-01-31"
"86","Cabincore",168,"2023-01-31"
"87","Cagole",20,"2023-01-31"
"88","Camp",4,"2023-01-31"
"89","Campcore",11,"2023-01-31"
"90","Cargopunk",3,"2023-01-31"
"91","Carnivalcore",NA,"2023-01-31"
"92","Cartelcore",NA,"2023-01-31"
"93","Cartooncore",2,"2023-01-31"
"94","Casino",44,"2023-01-31"
"95","Cassette Futurism",NA,"2023-01-31"
"96","Celtic",51,"2023-01-31"
"97","Changelingcore",NA,"2023-01-31"
"98","Chaotic Academia",NA,"2023-01-31"
"99","Chav",1,"2023-01-31"
"100","Cheiron Crush",NA,"2023-01-31"
"101","Cherry Emoji Twitter",NA,"2023-01-31"
"102","Chic Modernist",NA,"2023-01-31"
"103","Cholo",3,"2023-01-31"
"104","Christcore",1,"2023-01-31"
"105","Christian Girl Autumn",NA,"2023-01-31"
"106","Christmas",2907,"2023-01-31"
"107","Chunyu",NA,"2023-01-31"
"108","City Pop",NA,"2023-01-31"
"109","Classic Academia",NA,"2023-01-31"
"110","Classic Lolita",NA,"2023-01-31"
"111","Classicism",NA,"2023-01-31"
"112","Cleancore",304,"2023-01-31"
"113","Clockpunk",NA,"2023-01-31"
"114","Clowncore",354,"2023-01-31"
"115","Club",NA,"2023-01-31"
"116","Club Kids",NA,"2023-01-31"
"117","Coastal Grandmother",244,"2023-01-31"
"118","Cutecore",253,"2023-01-31"
"119","Coffee House/Cafe",1,"2023-01-31"
"120","Coffinwood",NA,"2023-01-31"
"121","Comfy/Cozy",926,"2023-01-31"
"122","Common White Girl",NA,"2023-01-31"
"123","Concore",5,"2023-01-31"
"124","Constructivism",3,"2023-01-31"
"125","Corporate",NA,"2023-01-31"
"126","Corporate Memphis",NA,"2023-01-31"
"127","Corporate Punk",NA,"2023-01-31"
"128","Cottagecore",23771,"2023-01-31"
"129","Cottagegore",18461,"2023-01-31"
"130","Coquette Academia",NA,"2023-01-31"
"131","Coquette",124,"2023-01-31"
"132","Country",938,"2023-01-31"
"133","Cozy Childhood Hideaway",NA,"2023-01-31"
"134","C-Pop",36,"2023-01-31"
"135","Crackhead",93,"2023-01-31"
"136","Craftcore",18,"2023-01-31"
"137","Cripplepunk",NA,"2023-01-31"
