"","aesthetic","etsy_results","date"
"1","80s heart-throb",NA,"2023-06-27"
"2","1950s Suburbia",NA,"2023-06-27"
"3","2000s Autumn",2,"2023-06-27"
"4","2010s Internet",NA,"2023-06-27"
"5","2014 Tumblr",5,"2023-06-27"
"6","2014 Girly",1,"2023-06-27"
"7","2020 Alt",155,"2023-06-27"
"8","2K1",NA,"2023-06-27"
"9","2K7",NA,"2023-06-27"
"10","2 Tone",701,"2023-06-27"
"11","80s Ballroom",NA,"2023-06-27"
"12","Abstract Tech",1124,"2023-06-27"
"13","Acid Pixie",NA,"2023-06-27"
"14","Acidwave",NA,"2023-06-27"
"15","Acubi",5,"2023-06-27"
"16","Adventure Pulp",1,"2023-06-27"
"17","Adventurecore",14,"2023-06-27"
"18","Aetherpunk",NA,"2023-06-27"
"19","Afro-Victorian",NA,"2023-06-27"
"20","Afrofuturism",8,"2023-06-27"
"21","After Hours",94,"2023-06-27"
"22","Agropeople",NA,"2023-06-27"
"23","Ah Beng",NA,"2023-06-27"
"24","Alien",780,"2023-06-27"
"25","Alternative",1682,"2023-06-27"
"26","Amateur Photography",NA,"2023-06-27"
"27","American Pioneers",NA,"2023-06-27"
"28","American Revolution",3,"2023-06-27"
"29","American Thanksgiving",72,"2023-06-27"
"30","American Tourist Traps",NA,"2023-06-27"
"31","Americana",188,"2023-06-27"
"32","Analog Horror",NA,"2023-06-27"
"33","Ancient Egypt",192,"2023-06-27"
"34","Androgynous",28,"2023-06-27"
"35","Angelcore",167,"2023-06-27"
"36","Anglo Gothic",NA,"2023-06-27"
"37","Anglocore",NA,"2023-06-27"
"38","Angura",NA,"2023-06-27"
"39","Animecore",18,"2023-06-27"
"40","Anoncore",NA,"2023-06-27"
"41","Anti-Fashion",NA,"2023-06-27"
"42","Antique Grunge",53,"2023-06-27"
"43","Arabfunny",NA,"2023-06-27"
"44","Arcade",356,"2023-06-27"
"45","Arcadecore",NA,"2023-06-27"
"46","Art Academia",11610,"2023-06-27"
"47","Art Deco",26940,"2023-06-27"
"48","Art Hoe",115,"2023-06-27"
"49","Art Nouveau",4098,"2023-06-27"
"50","Artcore",4,"2023-06-27"
"51","Artificial Nature",10,"2023-06-27"
"52","Arts and Crafts Movement",61,"2023-06-27"
"53","Asian Baby Girl",11,"2023-06-27"
"54","Athlete",90,"2023-06-27"
"55","Atompunk",3,"2023-06-27"
"56","Auroracore",NA,"2023-06-27"
"57","Australian Outback",4,"2023-06-27"
"58","Australiana",4,"2023-06-27"
"59","Autumn",5631,"2023-06-27"
"60","Autumn Academia",299,"2023-06-27"
"61","Avant-garde",112,"2023-06-27"
"62","Avant Apocalypse",NA,"2023-06-27"
"63","B-Movie Horror",3,"2023-06-27"
"64","BDSM",137,"2023-06-27"
"65","Babycore",4,"2023-06-27"
"66","Babygirl",23,"2023-06-27"
"67","Back-to-School",22,"2023-06-27"
"68","Baddie",518,"2023-06-27"
"69","Baidexweb",NA,"2023-06-27"
"70","Bakala",NA,"2023-06-27"
"71","Ballet Academia",23,"2023-06-27"
"72","Balletcore",55,"2023-06-27"
"73","Baltic Violence Tumblr",NA,"2023-06-27"
"74","Barbiecore",135,"2023-06-27"
"75","Bardcore",NA,"2023-06-27"
"76","Baroque",887,"2023-06-27"
"77","Bastardcore",NA,"2023-06-27"
"78","Bauhaus",2069,"2023-06-27"
"79","Beach Bunny",16,"2023-06-27"
"80","Beach Day",1749,"2023-06-27"
"81","Beach girl",1922,"2023-06-27"
"82","Beatnik",3,"2023-06-27"
"83","Biker",569,"2023-06-27"
"84","Bimbocore",12,"2023-06-27"
"85","Biopunk",2,"2023-06-27"
"86","Bizarro Fiction",NA,"2023-06-27"
"87","Black-Holed Meme",NA,"2023-06-27"
"88","Black Metal",2630,"2023-06-27"
"89","Bleak Crush",NA,"2023-06-27"
"90","Blokecore",NA,"2023-06-27"
"91","Blokette",NA,"2023-06-27"
"92","Bloomcore",62,"2023-06-27"
"93","Blue Night",1370,"2023-06-27"
"94","Bodikon",NA,"2023-06-27"
"95","Bohemian",42661,"2023-06-27"
"96","Bombacore",NA,"2023-06-27"
"97","Bookstore Girl",11,"2023-06-27"
"98","Bosozoku",4,"2023-06-27"
"99","Boujee",1056,"2023-06-27"
"100","Boy Next Door",NA,"2023-06-27"
