"","aesthetic","etsy_results","date"
"1","2000s Autumn",1,"2023-09-02"
"2","2010s Internet",NA,"2023-09-02"
"3","2014 Girly",1,"2023-09-02"
"4","2014 Tumblr",5,"2023-09-02"
"5","2020 Alt",1,"2023-09-02"
"6","2K1",NA,"2023-09-02"
"7","2K7",NA,"2023-09-02"
"8","2 Tone",749,"2023-09-02"
"9","50s Suburbia",NA,"2023-09-02"
"10","80s Ballroom",NA,"2023-09-02"
"11","80s Heartthrob",NA,"2023-09-02"
"12","Abstract Art",96924,"2023-09-02"
"13","Abstract Tech",1213,"2023-09-02"
"14","Acid Pixie",NA,"2023-09-02"
"15","Acidwave",NA,"2023-09-02"
"16","Acubi",12,"2023-09-02"
"17","Adventurecore",13,"2023-09-02"
"18","Adventure Pulp",1,"2023-09-02"
"19","Aestheticism",563369,"2023-09-02"
"20","Aetherpunk",NA,"2023-09-02"
"21","Afrofuturism",6,"2023-09-02"
"22","Afropunk",NA,"2023-09-02"
"23","Afro-Victorian",NA,"2023-09-02"
"24","After Hours",92,"2023-09-02"
"25","Agropeople",NA,"2023-09-02"
"26","Ah Beng",NA,"2023-09-02"
"27","Alien",997,"2023-09-02"
"28","Alternative",1871,"2023-09-02"
"29","Amateur Photography",NA,"2023-09-02"
"30","Americana",305,"2023-09-02"
"31","American Pioneers",1,"2023-09-02"
"32","American Revolution",6,"2023-09-02"
"33","American Thanksgiving",97,"2023-09-02"
"34","American Tourist Traps",NA,"2023-09-02"
"35","Analog Horror",NA,"2023-09-02"
"36","Ancient Egypt",197,"2023-09-02"
"37","Androgynous",31,"2023-09-02"
"38","Angelcore",180,"2023-09-02"
"39","Anglocore",NA,"2023-09-02"
"40","Anglo Gothic",1,"2023-09-02"
"41","Angura",NA,"2023-09-02"
"42","Animecore",25,"2023-09-02"
"43","Anoncore",NA,"2023-09-02"
"44","Anti-Fashion",NA,"2023-09-02"
"45","Antique Grunge",80,"2023-09-02"
"46","Arabian Nights",12,"2023-09-02"
"47","Arcade",523,"2023-09-02"
"48","Arcadecore",NA,"2023-09-02"
"49","Aristocrat",12,"2023-09-02"
"50","Art Academia",16473,"2023-09-02"
"51","Artcore",4,"2023-09-02"
"52","Art Deco",40080,"2023-09-02"
"53","Art Hoe",113,"2023-09-02"
"54","Artificial Nature",20,"2023-09-02"
"55","Art Nouveau",5397,"2023-09-02"
"56","Arts and Crafts Movement",71,"2023-09-02"
"57","Asian Baby Girl",12,"2023-09-02"
"58","Athlete",115,"2023-09-02"
"59","Atompunk",2,"2023-09-02"
"60","Auroracore",NA,"2023-09-02"
"61","Australiana",8,"2023-09-02"
"62","Australian Outback",8,"2023-09-02"
"63","Autumn",10050,"2023-09-02"
"64","Autumn Academia",596,"2023-09-02"
"65","Avant Apocalypse",NA,"2023-09-02"
"66","Avant-garde",161,"2023-09-02"
"67","Babycore",6,"2023-09-02"
"68","Babygirl",26,"2023-09-02"
"69","Back-to-School",46,"2023-09-02"
"70","Baddie",551,"2023-09-02"
"71","Bakala",NA,"2023-09-02"
"72","Ballet Academia",30,"2023-09-02"
"73","Balletcore",95,"2023-09-02"
"74","Balkan Violence Tumblr",NA,"2023-09-02"
"75","Barbiecore",529,"2023-09-02"
"76","Bardcore",NA,"2023-09-02"
"77","Baroque",1340,"2023-09-02"
"78","Basic Girl",72,"2023-09-02"
"79","Bastardcore",NA,"2023-09-02"
"80","Bauhaus",2353,"2023-09-02"
"81","BDSM",133,"2023-09-02"
"82","Beach Bunny",18,"2023-09-02"
"83","Beach Day",1750,"2023-09-02"
"84","Beach Girl",2828,"2023-09-02"
"85","Beatnik",4,"2023-09-02"
"86","Belgian New Beat",NA,"2023-09-02"
"87","Biker",756,"2023-09-02"
"88","Bimbocore",15,"2023-09-02"
"89","Biopunk",1,"2023-09-02"
"90","Bizarro Fiction",NA,"2023-09-02"
"91","Black Metal",5107,"2023-09-02"
"92","Bleak Crush",NA,"2023-09-02"
"93","Blingeecore",NA,"2023-09-02"
"94","Blokecore",NA,"2023-09-02"
"95","Blokette",NA,"2023-09-02"
"96","Bloomcore",69,"2023-09-02"
"97","Blue Night",2175,"2023-09-02"
"98","B-Movie Horror",2,"2023-09-02"
"99","Bodikon",NA,"2023-09-02"
"100","Bohemian",52101,"2023-09-02"
