"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-04-09"
"2","2-Tone",8,"2023-04-09"
"3","2000s Autumn",2,"2023-04-09"
"4","2014-era tumblr",NA,"2023-04-09"
"5","2014 Girly Tumblr",NA,"2023-04-09"
"6","2020 Alt",125,"2023-04-09"
"7","2K Animecore",7,"2023-04-09"
"8","2K1",NA,"2023-04-09"
"9","2K7",NA,"2023-04-09"
"10","80s Ballroom",NA,"2023-04-09"
"11","Abstract Tech",598,"2023-04-09"
"12","Acid Pixie",NA,"2023-04-09"
"13","Acidwave",NA,"2023-04-09"
"14","Acubi",4,"2023-04-09"
"15","Adventurecore",13,"2023-04-09"
"16","Adventure Pulp",NA,"2023-04-09"
"17","Aetherpunk",NA,"2023-04-09"
"18","Afrofuturism",2,"2023-04-09"
"19","Afro-Victorian",NA,"2023-04-09"
"20","After Hours",106,"2023-04-09"
"21","Agropeople",NA,"2023-04-09"
"22","Ah Beng",NA,"2023-04-09"
"23","Alien",651,"2023-04-09"
"24","Alternative",1621,"2023-04-09"
"25","Americana",175,"2023-04-09"
"26","American Pioneers",NA,"2023-04-09"
"27","American Revolution",3,"2023-04-09"
"28","American Thanksgiving",70,"2023-04-09"
"29","American Tourist Traps",NA,"2023-04-09"
"30","Analog Horror",NA,"2023-04-09"
"31","Ancient Egypt",199,"2023-04-09"
"32","Androgynous",20,"2023-04-09"
"33","Angelcore",145,"2023-04-09"
"34","Anglocore",NA,"2023-04-09"
"35","Anglo Gothic",NA,"2023-04-09"
"36","Angura",NA,"2023-04-09"
"37","Animecore",15,"2023-04-09"
"38","Anti-Fashion",NA,"2023-04-09"
"39","Antique Grunge",43,"2023-04-09"
"40","Arcade",287,"2023-04-09"
"41","Arcadecore",NA,"2023-04-09"
"42","Art Academia",8325,"2023-04-09"
"43","Art Deco",27428,"2023-04-09"
"44","Art Hoe",75,"2023-04-09"
"45","Art Nouveau",3446,"2023-04-09"
"46","Arts and Crafts Movement",74,"2023-04-09"
"47","Asian Baby Girl",8,"2023-04-09"
"48","Athlete",84,"2023-04-09"
"49","Atompunk",2,"2023-04-09"
"50","Auroracore",NA,"2023-04-09"
"51","Australiana",4,"2023-04-09"
"52","Australian Outback",5,"2023-04-09"
"53","Autumn",4110,"2023-04-09"
"54","Autumn Academia",231,"2023-04-09"
"55","Avant Apocalypse",NA,"2023-04-09"
"56","Avant-garde",98,"2023-04-09"
"57","Babycore",3,"2023-04-09"
"58","Babygirl",17,"2023-04-09"
"59","Back-to-School",9,"2023-04-09"
"60","Baddie",417,"2023-04-09"
"61","Ballet Academia",12,"2023-04-09"
"62","Balletcore",56,"2023-04-09"
"63","Baltic Violence Tumblr",NA,"2023-04-09"
"64","Barbiecore",97,"2023-04-09"
"65","Bardcore",1,"2023-04-09"
"66","Baroque",692,"2023-04-09"
"67","Bastardcore",NA,"2023-04-09"
"68","Bauhaus",1733,"2023-04-09"
"69","BDSM",123,"2023-04-09"
"70","Beach Bunny",15,"2023-04-09"
"71","Beach Day",1157,"2023-04-09"
"72","Beatnik",2,"2023-04-09"
"73","Biker",235,"2023-04-09"
"74","Bimbocore",4,"2023-04-09"
"75","Biopunk",NA,"2023-04-09"
"76","Bizarro Fiction",NA,"2023-04-09"
"77","Black-Holed Meme",NA,"2023-04-09"
"78","Bloomcore",46,"2023-04-09"
"79","Bodikon",NA,"2023-04-09"
"80","Bohemian",37981,"2023-04-09"
"81","Bombacore",NA,"2023-04-09"
"82","Bookstore Girl",11,"2023-04-09"
"83","Bosozoku",4,"2023-04-09"
"84","Boujee",1020,"2023-04-09"
"85","Breakcore",1,"2023-04-09"
"86","Britpop",49,"2023-04-09"
"87","Bro",64,"2023-04-09"
"88","Bronzepunk",NA,"2023-04-09"
"89","Bubble Bujo",3,"2023-04-09"
"90","Bubble Goth",16,"2023-04-09"
"91","Bubblegum Bitch",3,"2023-04-09"
"92","Bubblegum Witch",8,"2023-04-09"
"93","Cabincore",85,"2023-04-09"
"94","Cagole",NA,"2023-04-09"
"95","Camp",727,"2023-04-09"
"96","Campcore",NA,"2023-04-09"
"97","Cargopunk",NA,"2023-04-09"
"98","Carnivalcore",1,"2023-04-09"
"99","Cartelcore",NA,"2023-04-09"
"100","Cartooncore",1,"2023-04-09"
