"","aesthetic","depop_results","date"
"1","2-Tone",331,"2023-03-11"
"2","1950s Suburbia",NA,"2023-03-11"
"3","2000s Autumn",NA,"2023-03-11"
"4","2014-era tumblr",NA,"2023-03-11"
"5","2014 Girly Tumblr",NA,"2023-03-11"
"6","2020 Alt",NA,"2023-03-11"
"7","2K Animecore",NA,"2023-03-11"
"8","2K7",NA,"2023-03-11"
"9","2K1",NA,"2023-03-11"
"10","Abstract Tech",NA,"2023-03-11"
"11","Acid Pixie",NA,"2023-03-11"
"12","Acidwave",3,"2023-03-11"
"13","Acubi",130,"2023-03-11"
"14","Adventure Pulp",NA,"2023-03-11"
"15","Adventurecore",37,"2023-03-11"
"16","Aetherpunk",NA,"2023-03-11"
"17","Afrofuturism",NA,"2023-03-11"
"18","Afro-Victorian",1,"2023-03-11"
"19","After Hours",260,"2023-03-11"
"20","Agropeople",NA,"2023-03-11"
"21","Ah Beng",NA,"2023-03-11"
"22","Alien",521,"2023-03-11"
"23","Alternative",9172,"2023-03-11"
"24","Americana",11,"2023-03-11"
"25","Analog Horror",NA,"2023-03-11"
"26","American Pioneers",NA,"2023-03-11"
"27","American Revolution",NA,"2023-03-11"
"28","American Thanksgiving",NA,"2023-03-11"
"29","American Tourist Traps",NA,"2023-03-11"
"30","Ancient Egypt",22,"2023-03-11"
"31","Androgynous",362,"2023-03-11"
"32","Angelcore",1383,"2023-03-11"
"33","Anglocore",1229,"2023-03-11"
"34","Anglo Gothic",NA,"2023-03-11"
"35","Angura",51,"2023-03-11"
"36","Animecore",NA,"2023-03-11"
"37","Antique Grunge",NA,"2023-03-11"
"38","Anti-Fashion",31,"2023-03-11"
"39","Arcade",NA,"2023-03-11"
"40","Arcadecore",NA,"2023-03-11"
"41","Art Academia",NA,"2023-03-11"
"42","Arts and Crafts Movement",NA,"2023-03-11"
"43","Art Deco",NA,"2023-03-11"
"44","Art Hoe",NA,"2023-03-11"
"45","Art Nouveau",NA,"2023-03-11"
"46","Asian Baby Girl",NA,"2023-03-11"
"47","Athlete",259,"2023-03-11"
"48","Atompunk",1,"2023-03-11"
"49","Auroracore",4,"2023-03-11"
"50","Australiana",75,"2023-03-11"
"51","Australian Outback",NA,"2023-03-11"
"52","Autumn Academia",NA,"2023-03-11"
"53","Autumn",3,"2023-03-11"
"54","Avant Apocalypse",NA,"2023-03-11"
"55","Avant-garde",1787,"2023-03-11"
"56","Babycore",209,"2023-03-11"
"57","Babygirl",3770,"2023-03-11"
"58","Back-to-School",813,"2023-03-11"
"59","Baddie",4582,"2023-03-11"
"60","Ballet Academia",NA,"2023-03-11"
"61","Balletcore",1654,"2023-03-11"
"62","Baltic Violence Tumblr",NA,"2023-03-11"
"63","Barbiecore",319,"2023-03-11"
"64","Bardcore",1,"2023-03-11"
"65","Baroque",253,"2023-03-11"
"66","Bastardcore",1,"2023-03-11"
"67","Bauhaus",7,"2023-03-11"
"68","BDSM",71,"2023-03-11"
"69","Beach Bunny",NA,"2023-03-11"
"70","Beach Day",NA,"2023-03-11"
"71","Beatnik",17,"2023-03-11"
"72","Biker",2135,"2023-03-11"
"73","Bimbocore",207,"2023-03-11"
"74","Biopunk",366,"2023-03-11"
"75","Bizarro Fiction",NA,"2023-03-11"
"76","Black-Holed Meme",NA,"2023-03-11"
"77","Bloomcore",65,"2023-03-11"
"78","Bodikon",3,"2023-03-11"
"79","Bohemian",8186,"2023-03-11"
"80","Bombacore",136,"2023-03-11"
"81","Bookstore Girl",NA,"2023-03-11"
"82","Bosozoku",NA,"2023-03-11"
"83","Boujee",310,"2023-03-11"
"84","Breakcore",3,"2023-03-11"
"85","Britpop",65,"2023-03-11"
