"","aesthetic","depop_results","date"
"1","80s Heartthrob",NA,"2023-07-20"
"2","1950s Suburbia",NA,"2023-07-20"
"3","2000s Autumn",NA,"2023-07-20"
"4","2010s Internet",NA,"2023-07-20"
"5","2014 Girly",NA,"2023-07-20"
"6","2014 Tumblr",NA,"2023-07-20"
"7","2020 Alt",NA,"2023-07-20"
"8","2K1",NA,"2023-07-20"
"9","2K7",NA,"2023-07-20"
"10","2 Tone",NA,"2023-07-20"
"11","80s Ballroom",NA,"2023-07-20"
"12","Abstract Tech",NA,"2023-07-20"
"13","Acid Pixie",NA,"2023-07-20"
"14","Acidwave",NA,"2023-07-20"
"15","Acubi",NA,"2023-07-20"
"16","Adventure Pulp",NA,"2023-07-20"
"17","Adventurecore",NA,"2023-07-20"
"18","Aetherpunk",NA,"2023-07-20"
"19","Afro-Victorian",NA,"2023-07-20"
"20","Afrofuturism",NA,"2023-07-20"
"21","After Hours",NA,"2023-07-20"
"22","Agropeople",NA,"2023-07-20"
"23","Ah Beng",NA,"2023-07-20"
"24","Alien",NA,"2023-07-20"
"25","Alternative",NA,"2023-07-20"
"26","Amateur Photography",NA,"2023-07-20"
"27","American Pioneers",NA,"2023-07-20"
"28","American Revolution",NA,"2023-07-20"
"29","American Thanksgiving",NA,"2023-07-20"
"30","American Tourist Traps",NA,"2023-07-20"
"31","Americana",NA,"2023-07-20"
"32","Analog Horror",NA,"2023-07-20"
"33","Ancient Egypt",NA,"2023-07-20"
"34","Androgynous",NA,"2023-07-20"
"35","Angelcore",NA,"2023-07-20"
"36","Anglo Gothic",NA,"2023-07-20"
"37","Anglocore",NA,"2023-07-20"
"38","Angura",NA,"2023-07-20"
"39","Animecore",NA,"2023-07-20"
"40","Anoncore",NA,"2023-07-20"
"41","Anti-Fashion",NA,"2023-07-20"
"42","Antique Grunge",NA,"2023-07-20"
"43","Arabfunny",NA,"2023-07-20"
"44","Arcade",NA,"2023-07-20"
"45","Arcadecore",NA,"2023-07-20"
"46","Art Academia",NA,"2023-07-20"
"47","Art Deco",NA,"2023-07-20"
"48","Art Hoe",NA,"2023-07-20"
"49","Art Nouveau",NA,"2023-07-20"
"50","Artcore",NA,"2023-07-20"
"51","Artificial Nature",NA,"2023-07-20"
"52","Arts and Crafts Movement",NA,"2023-07-20"
"53","Asian Baby Girl",NA,"2023-07-20"
"54","Athlete",NA,"2023-07-20"
"55","Atompunk",NA,"2023-07-20"
"56","Auroracore",NA,"2023-07-20"
"57","Australian Outback",NA,"2023-07-20"
"58","Australiana",NA,"2023-07-20"
"59","Autumn",NA,"2023-07-20"
"60","Autumn Academia",NA,"2023-07-20"
"61","Avant-garde",NA,"2023-07-20"
"62","Avant Apocalypse",NA,"2023-07-20"
"63","B-Movie Horror",NA,"2023-07-20"
"64","BDSM",NA,"2023-07-20"
"65","Babycore",NA,"2023-07-20"
"66","Babygirl",NA,"2023-07-20"
"67","Back-to-School",NA,"2023-07-20"
"68","Baddie",NA,"2023-07-20"
"69","Bakala",NA,"2023-07-20"
"70","Ballet Academia",NA,"2023-07-20"
"71","Balletcore",NA,"2023-07-20"
"72","Baltic Violence Tumblr",NA,"2023-07-20"
"73","Barbiecore",NA,"2023-07-20"
"74","Bardcore",NA,"2023-07-20"
"75","Baroque",NA,"2023-07-20"
"76","Basic Girl",NA,"2023-07-20"
"77","Bastardcore",NA,"2023-07-20"
"78","Bauhaus",NA,"2023-07-20"
"79","Beach Bunny",NA,"2023-07-20"
"80","Beach Day",NA,"2023-07-20"
"81","Beach Girl",NA,"2023-07-20"
"82","Beatnik",NA,"2023-07-20"
"83","Biker",NA,"2023-07-20"
"84","Bimbocore",NA,"2023-07-20"
"85","Biopunk",NA,"2023-07-20"
"86","Bizarro Fiction",NA,"2023-07-20"
"87","Black-Holed Meme",NA,"2023-07-20"
"88","Black Metal",NA,"2023-07-20"
"89","Bleak Crush",NA,"2023-07-20"
"90","Blokecore",NA,"2023-07-20"
"91","Blokette",NA,"2023-07-20"
"92","Bloomcore",NA,"2023-07-20"
"93","Blue Night",NA,"2023-07-20"
"94","Bodikon",NA,"2023-07-20"
"95","Bohemian",NA,"2023-07-20"
"96","Bombardier",NA,"2023-07-20"
"97","Bookstore Girl",NA,"2023-07-20"
"98","Bosozoku",NA,"2023-07-20"
"99","Boujee",NA,"2023-07-20"
"100","Boy Next Door",NA,"2023-07-20"
"101","BrazilianPopBar",NA,"2023-07-20"
"102","Breakcore",NA,"2023-07-20"
"103","Britpop",NA,"2023-07-20"
"104","Bro",NA,"2023-07-20"
"105","Bronzepunk",NA,"2023-07-20"
"106","Bryce Babacore",NA,"2023-07-20"
"107","Bubble Bujo",NA,"2023-07-20"
"108","Bubble Goth",NA,"2023-07-20"
"109","Bubblegum Bitch",NA,"2023-07-20"
"110","Bubblegum Dance",NA,"2023-07-20"
"111","Bubblegum Witch",NA,"2023-07-20"
"112","Buckle Bunny",NA,"2023-07-20"
"113","Busukawaii",NA,"2023-07-20"
"114","Cabincore",NA,"2023-07-20"
"115","Cagole",NA,"2023-07-20"
"116","Camp",NA,"2023-07-20"
"117","Campcore",NA,"2023-07-20"
"118","Cargopunk",NA,"2023-07-20"
"119","Carnivalcore",NA,"2023-07-20"
"120","Cartelcore",NA,"2023-07-20"
"121","Cartooncore",NA,"2023-07-20"
"122","Casino",NA,"2023-07-20"
"123","Cassette Futurism",NA,"2023-07-20"
"124","Cayetana",NA,"2023-07-20"
"125","Celtic",NA,"2023-07-20"
"126","Changelingcore",NA,"2023-07-20"
"127","Chaotic Academia",NA,"2023-07-20"
"128","Chav",NA,"2023-07-20"
"129","Cheiron Crush",NA,"2023-07-20"
"130","Cherry Emoji Twitter",NA,"2023-07-20"
"131","Chic Modernist",NA,"2023-07-20"
"132","Chicano Lowrider",NA,"2023-07-20"
"133","Cholo",NA,"2023-07-20"
"134","Choni",NA,"2023-07-20"
"135","Christcore",NA,"2023-07-20"
"136","Christian Girl Autumn",NA,"2023-07-20"
"137","Christmas",NA,"2023-07-20"
"138","Chromecore",NA,"2023-07-20"
"139","Chunyu",NA,"2023-07-20"
"140","City Pop",NA,"2023-07-20"
"141","Classic Academia",NA,"2023-07-20"
"142","Classicism",NA,"2023-07-20"
"143","Classic Lolita",NA,"2023-07-20"
"144","Cleancore",NA,"2023-07-20"
"145","Clean Girl",NA,"2023-07-20"
"146","Clockpunk",NA,"2023-07-20"
