"","aesthetic","depop_results","date"
"1","1950s Suburbia",NA,"2023-03-25"
"2","2-Tone",353,"2023-03-25"
"3","2000s Autumn",NA,"2023-03-25"
"4","2014-era tumblr",NA,"2023-03-25"
"5","2014 Girly Tumblr",NA,"2023-03-25"
"6","2020 Alt",NA,"2023-03-25"
"7","2K Animecore",NA,"2023-03-25"
"8","2K1",NA,"2023-03-25"
"9","2K7",NA,"2023-03-25"
"10","80s Ballroom",3,"2023-03-25"
"11","Abstract Tech",NA,"2023-03-25"
"12","Acid Pixie",NA,"2023-03-25"
"13","Acidwave",3,"2023-03-25"
"14","Acubi",131,"2023-03-25"
"15","Adventurecore",35,"2023-03-25"
"16","Adventure Pulp",NA,"2023-03-25"
"17","Aetherpunk",NA,"2023-03-25"
"18","Afrofuturism",NA,"2023-03-25"
"19","Afro-Victorian",1,"2023-03-25"
"20","After Hours",NA,"2023-03-25"
"21","Agropeople",NA,"2023-03-25"
"22","Ah Beng",NA,"2023-03-25"
"23","Alien",522,"2023-03-25"
"24","Alternative",8988,"2023-03-25"
"25","Americana",15,"2023-03-25"
"26","American Pioneers",NA,"2023-03-25"
"27","American Revolution",NA,"2023-03-25"
"28","American Thanksgiving",NA,"2023-03-25"
"29","American Tourist Traps",NA,"2023-03-25"
"30","Analog Horror",NA,"2023-03-25"
"31","Ancient Egypt",22,"2023-03-25"
"32","Androgynous",358,"2023-03-25"
"33","Angelcore",NA,"2023-03-25"
"34","Anglocore",NA,"2023-03-25"
"35","Anglo Gothic",NA,"2023-03-25"
"36","Angura",NA,"2023-03-25"
"37","Animecore",NA,"2023-03-25"
"38","Anti-Fashion",31,"2023-03-25"
"39","Antique Grunge",NA,"2023-03-25"
"40","Arcade",NA,"2023-03-25"
"41","Arcadecore",NA,"2023-03-25"
"42","Art Academia",NA,"2023-03-25"
"43","Art Deco",NA,"2023-03-25"
"44","Art Hoe",NA,"2023-03-25"
"45","Art Nouveau",NA,"2023-03-25"
"46","Arts and Crafts Movement",NA,"2023-03-25"
"47","Asian Baby Girl",NA,"2023-03-25"
"48","Athlete",NA,"2023-03-25"
"49","Atompunk",1,"2023-03-25"
"50","Auroracore",4,"2023-03-25"
"51","Australiana",82,"2023-03-25"
"52","Australian Outback",NA,"2023-03-25"
"53","Autumn",4,"2023-03-25"
"54","Autumn Academia",NA,"2023-03-25"
"55","Avant Apocalypse",NA,"2023-03-25"
"56","Avant-garde",1800,"2023-03-25"
"57","Babycore",NA,"2023-03-25"
"58","Babygirl",NA,"2023-03-25"
"59","Back-to-School",705,"2023-03-25"
"60","Baddie",4611,"2023-03-25"
"61","Ballet Academia",NA,"2023-03-25"
"62","Balletcore",1721,"2023-03-25"
"63","Baltic Violence Tumblr",NA,"2023-03-25"
"64","Barbiecore",NA,"2023-03-25"
"65","Bardcore",1,"2023-03-25"
"66","Baroque",242,"2023-03-25"
"67","Bastardcore",1,"2023-03-25"
"68","Bauhaus",8,"2023-03-25"
"69","BDSM",71,"2023-03-25"
"70","Beach Bunny",NA,"2023-03-25"
"71","Beach Day",NA,"2023-03-25"
"72","Beatnik",19,"2023-03-25"
"73","Biker",2149,"2023-03-25"
"74","Bimbocore",197,"2023-03-25"
"75","Biopunk",339,"2023-03-25"
"76","Bizarro Fiction",NA,"2023-03-25"
"77","Black-Holed Meme",NA,"2023-03-25"
"78","Bloomcore",68,"2023-03-25"
"79","Bodikon",3,"2023-03-25"
"80","Bohemian",NA,"2023-03-25"
"81","Bombacore",NA,"2023-03-25"
"82","Bookstore Girl",NA,"2023-03-25"
"83","Bosozoku",NA,"2023-03-25"
"84","Boujee",396,"2023-03-25"
"85","Breakcore",3,"2023-03-25"
"86","Britpop",68,"2023-03-25"
"87","Bro",NA,"2023-03-25"
"88","Bronzepunk",NA,"2023-03-25"
"89","Bubble Bujo",NA,"2023-03-25"
"90","Bubble Goth",NA,"2023-03-25"
"91","Bubblegum Bitch",6,"2023-03-25"
