"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-08-13"
"2","2000s Autumn",5,"2023-08-13"
"3","2010s Internet",NA,"2023-08-13"
"4","2014 Girly",1,"2023-08-13"
"5","2014 Tumblr",4,"2023-08-13"
"6","2020 Alt",159,"2023-08-13"
"7","2K1",NA,"2023-08-13"
"8","2K7",NA,"2023-08-13"
"9","2 Tone",694,"2023-08-13"
"10","80s Ballroom",NA,"2023-08-13"
"11","80s Heartthrob",NA,"2023-08-13"
"12","Abstract Art",88115,"2023-08-13"
"13","Abstract Tech",1123,"2023-08-13"
"14","Acid Pixie",NA,"2023-08-13"
"15","Acidwave",NA,"2023-08-13"
"16","Acubi",13,"2023-08-13"
"17","Adventurecore",14,"2023-08-13"
"18","Adventure Pulp",1,"2023-08-13"
"19","Aestheticism",490876,"2023-08-13"
"20","Aetherpunk",NA,"2023-08-13"
"21","Afrofuturism",7,"2023-08-13"
"22","Afropunk",NA,"2023-08-13"
"23","Afro-Victorian",NA,"2023-08-13"
"24","After Hours",108,"2023-08-13"
"25","Agropeople",NA,"2023-08-13"
"26","Ah Beng",NA,"2023-08-13"
"27","Alien",848,"2023-08-13"
"28","Alternative",1786,"2023-08-13"
"29","Amateur Photography",NA,"2023-08-13"
"30","Americana",244,"2023-08-13"
"31","American Pioneers",1,"2023-08-13"
"32","American Revolution",5,"2023-08-13"
"33","American Thanksgiving",130,"2023-08-13"
"34","American Tourist Traps",NA,"2023-08-13"
"35","Analog Horror",NA,"2023-08-13"
"36","Ancient Egypt",205,"2023-08-13"
"37","Androgynous",33,"2023-08-13"
"38","Angelcore",180,"2023-08-13"
"39","Anglocore",NA,"2023-08-13"
"40","Anglo Gothic",1,"2023-08-13"
"41","Angura",1,"2023-08-13"
"42","Animecore",11,"2023-08-13"
"43","Anoncore",NA,"2023-08-13"
"44","Anti-Fashion",NA,"2023-08-13"
"45","Antique Grunge",65,"2023-08-13"
"46","Arabfunny",NA,"2023-08-13"
"47","Arabian Nights",8,"2023-08-13"
"48","Arcade",425,"2023-08-13"
"49","Arcadecore",NA,"2023-08-13"
"50","Art Academia",13991,"2023-08-13"
"51","Artcore",3,"2023-08-13"
"52","Art Deco",33519,"2023-08-13"
"53","Art Hoe",113,"2023-08-13"
"54","Artificial Nature",11,"2023-08-13"
"55","Art Nouveau",4931,"2023-08-13"
"56","Arts and Crafts Movement",64,"2023-08-13"
"57","Asian Baby Girl",11,"2023-08-13"
"58","Athlete",110,"2023-08-13"
"59","Atompunk",2,"2023-08-13"
"60","Auroracore",NA,"2023-08-13"
"61","Australiana",4,"2023-08-13"
"62","Australian Outback",3,"2023-08-13"
"63","Autumn",7857,"2023-08-13"
"64","Autumn Academia",467,"2023-08-13"
"65","Avant Apocalypse",NA,"2023-08-13"
"66","Avant-garde",134,"2023-08-13"
"67","Aztec Empire",1,"2023-08-13"
"68","Babycore",5,"2023-08-13"
"69","Babygirl",20,"2023-08-13"
"70","Back-to-School",24,"2023-08-13"
"71","Baddie",543,"2023-08-13"
"72","Bakala",NA,"2023-08-13"
"73","Ballet Academia",23,"2023-08-13"
"74","Balletcore",80,"2023-08-13"
"75","Balkan Violence Tumblr",NA,"2023-08-13"
"76","Barbiecore",423,"2023-08-13"
"77","Bardcore",NA,"2023-08-13"
"78","Baroque",1133,"2023-08-13"
"79","Basic Girl",74,"2023-08-13"
"80","Bastardcore",NA,"2023-08-13"
"81","Bauhaus",2119,"2023-08-13"
"82","BDSM",132,"2023-08-13"
"83","Beach Bunny",16,"2023-08-13"
"84","Beach Day",1692,"2023-08-13"
"85","Beach Girl",2464,"2023-08-13"
"86","Beatnik",3,"2023-08-13"
"87","Belgian Popcorn",NA,"2023-08-13"
"88","Biker",597,"2023-08-13"
"89","Bimbocore",16,"2023-08-13"
"90","Biopunk",1,"2023-08-13"
"91","Bizarro Fiction",NA,"2023-08-13"
"92","Black-Holed Meme",NA,"2023-08-13"
"93","Black Metal",2825,"2023-08-13"
"94","Bleak Crush",NA,"2023-08-13"
"95","Blokecore",NA,"2023-08-13"
"96","Blokette",NA,"2023-08-13"
"97","Bloomcore",65,"2023-08-13"
"98","Blue Night",1764,"2023-08-13"
"99","B-Movie Horror",2,"2023-08-13"
"100","Bodikon",NA,"2023-08-13"
