"","aesthetic","depop_results","date"
"1","1950s Suburbia",NA,"2023-05-27"
"2","2-Tone",NA,"2023-05-27"
"3","2000s Autumn",NA,"2023-05-27"
"4","2010s Internet",NA,"2023-05-27"
"5","2014-era tumblr",NA,"2023-05-27"
"6","2014 Girly Tumblr",NA,"2023-05-27"
"7","2020 Alt",NA,"2023-05-27"
"8","2K1",NA,"2023-05-27"
"9","2K7",NA,"2023-05-27"
"10","80s Ballroom",NA,"2023-05-27"
"11","80s Heartthrob",NA,"2023-05-27"
"12","Abstract Tech",NA,"2023-05-27"
"13","Acid Pixie",NA,"2023-05-27"
"14","Acidwave",NA,"2023-05-27"
"15","Acubi",NA,"2023-05-27"
"16","Adventurecore",NA,"2023-05-27"
"17","Adventure Pulp",NA,"2023-05-27"
"18","Aetherpunk",NA,"2023-05-27"
"19","Afrofuturism",NA,"2023-05-27"
"20","Afro-Victorian",NA,"2023-05-27"
"21","After Hours",NA,"2023-05-27"
"22","Agropeople",NA,"2023-05-27"
"23","Ah Beng",NA,"2023-05-27"
"24","Alien",NA,"2023-05-27"
"25","Alternative",NA,"2023-05-27"
"26","Americana",NA,"2023-05-27"
"27","American Pioneers",NA,"2023-05-27"
"28","American Revolution",NA,"2023-05-27"
"29","American Thanksgiving",NA,"2023-05-27"
"30","American Tourist Traps",NA,"2023-05-27"
"31","Analog Horror",NA,"2023-05-27"
"32","Ancient Egypt",NA,"2023-05-27"
"33","Androgynous",NA,"2023-05-27"
"34","Angelcore",NA,"2023-05-27"
"35","Anglocore",NA,"2023-05-27"
"36","Anglo Gothic",NA,"2023-05-27"
"37","Angura",NA,"2023-05-27"
"38","Animecore",NA,"2023-05-27"
"39","Anoncore",NA,"2023-05-27"
"40","Anti-Fashion",NA,"2023-05-27"
"41","Antique Grunge",NA,"2023-05-27"
"42","Arcade",NA,"2023-05-27"
"43","Arcadecore",NA,"2023-05-27"
"44","Art Academia",NA,"2023-05-27"
"45","Artcore",NA,"2023-05-27"
"46","Art Deco",NA,"2023-05-27"
"47","Art Hoe",NA,"2023-05-27"
"48","Art Nouveau",NA,"2023-05-27"
"49","Artificial Nature",NA,"2023-05-27"
"50","Arts and Crafts Movement",NA,"2023-05-27"
"51","Asian Baby Girl",NA,"2023-05-27"
"52","Athlete",NA,"2023-05-27"
"53","Atompunk",NA,"2023-05-27"
"54","Auroracore",NA,"2023-05-27"
"55","Australiana",NA,"2023-05-27"
"56","Australian Outback",NA,"2023-05-27"
"57","Autumn",NA,"2023-05-27"
"58","Autumn Academia",NA,"2023-05-27"
"59","Avant Apocalypse",NA,"2023-05-27"
"60","Avant-garde",NA,"2023-05-27"
"61","Babycore",NA,"2023-05-27"
"62","Babygirl",NA,"2023-05-27"
"63","Back-to-School",NA,"2023-05-27"
"64","Baddie",NA,"2023-05-27"
"65","Ballet Academia",NA,"2023-05-27"
"66","Balletcore",NA,"2023-05-27"
"67","Baltic Violence Tumblr",NA,"2023-05-27"
"68","Barbiecore",NA,"2023-05-27"
"69","Bardcore",NA,"2023-05-27"
"70","Baroque",NA,"2023-05-27"
"71","Bastardcore",NA,"2023-05-27"
"72","Bauhaus",NA,"2023-05-27"
"73","BDSM",NA,"2023-05-27"
"74","Beach Bunny",NA,"2023-05-27"
"75","Beach Day",NA,"2023-05-27"
"76","Beach Girl",NA,"2023-05-27"
"77","Beatnik",NA,"2023-05-27"
"78","Biker",NA,"2023-05-27"
"79","Bimbocore",NA,"2023-05-27"
"80","Biopunk",NA,"2023-05-27"
"81","Bizarro Fiction",NA,"2023-05-27"
"82","Black Metal",NA,"2023-05-27"
"83","Blokecore",NA,"2023-05-27"
"84","Blokette",NA,"2023-05-27"
"85","Bloomcore",NA,"2023-05-27"
"86","Blue Night",NA,"2023-05-27"
"87","Bodikon",NA,"2023-05-27"
"88","Bohemian",NA,"2023-05-27"
"89","Bombacore",NA,"2023-05-27"
"90","Bookstore Girl",NA,"2023-05-27"
"91","Bosozoku",NA,"2023-05-27"
"92","Boujee",NA,"2023-05-27"
"93","Breakcore",NA,"2023-05-27"
"94","Brazilian Pop Bar",NA,"2023-05-27"
"95","Britpop",NA,"2023-05-27"
"96","Bro",NA,"2023-05-27"
"97","Bro Hoe",NA,"2023-05-27"
"98","Bronzepunk",NA,"2023-05-27"
"99","Bubble Bujo",NA,"2023-05-27"
"100","Bubble Goth",NA,"2023-05-27"
"101","Bubblegum Bitch",NA,"2023-05-27"
"102","Bubblegum Witch",NA,"2023-05-27"
"103","Busukawaii",NA,"2023-05-27"
"104","Cabincore",NA,"2023-05-27"
"105","Cagole",NA,"2023-05-27"
"106","Camp",NA,"2023-05-27"
"107","Campcore",NA,"2023-05-27"
"108","Carnivalcore",NA,"2023-05-27"
"109","Cartelcore",NA,"2023-05-27"
"110","Cartooncore",NA,"2023-05-27"
"111","Casino",NA,"2023-05-27"
"112","Cassette Futurism",NA,"2023-05-27"
"113","Celtic",NA,"2023-05-27"
"114","Changelingcore",NA,"2023-05-27"
"115","Chaotic Academia",NA,"2023-05-27"
"116","Chav",NA,"2023-05-27"
"117","Cheiron Crush",NA,"2023-05-27"
"118","Cherry Emoji Twitter",NA,"2023-05-27"
"119","Chic Modernist",NA,"2023-05-27"
"120","Cholo",NA,"2023-05-27"
"121","Chonis",NA,"2023-05-27"
"122","Christcore",NA,"2023-05-27"
"123","Christian Girl Autumn",NA,"2023-05-27"
"124","Christmas",NA,"2023-05-27"
"125","Chromecore",NA,"2023-05-27"
"126","Chunyu",NA,"2023-05-27"
"127","City Pop",NA,"2023-05-27"
"128","Classic Academia",NA,"2023-05-27"
"129","Classicism",NA,"2023-05-27"
"130","Classic Lolita",NA,"2023-05-27"
"131","Cleancore",NA,"2023-05-27"
"132","Clockpunk",NA,"2023-05-27"
"133","Clowncore",NA,"2023-05-27"
"134","Club",NA,"2023-05-27"
"135","Club Kids",NA,"2023-05-27"
"136","Cluttercore",NA,"2023-05-27"
"137","Coastal Grandmother",NA,"2023-05-27"
"138","Coffee House/Cafe",NA,"2023-05-27"
"139","Coffinwood",NA,"2023-05-27"
"140","Comfy/Cozy",NA,"2023-05-27"
"141","Color Pop",NA,"2023-05-27"
"142","Common White Girl",NA,"2023-05-27"
"143","Concore",NA,"2023-05-27"
"144","Constructivism",NA,"2023-05-27"
"145","Corporate",NA,"2023-05-27"
"146","Corporate Grunge",NA,"2023-05-27"
"147","Corporate Memphis",NA,"2023-05-27"
"148","Corporate Punk",NA,"2023-05-27"
"149","Cottagecore",NA,"2023-05-27"
"150","Cottagegore",NA,"2023-05-27"
"151","Coquette",NA,"2023-05-27"
"152","Coquette Academia",NA,"2023-05-27"
"153","Country",NA,"2023-05-27"
"154","Cozy Childhood Hideaway",NA,"2023-05-27"
"155","C-Pop",NA,"2023-05-27"
"156","Crackhead",NA,"2023-05-27"
"157","Craftcore",NA,"2023-05-27"
"158","Cripplepunk",NA,"2023-05-27"
"159","Crowcore",NA,"2023-05-27"
"160","Crustpunk",NA,"2023-05-27"
"161","Cryptid Academia",NA,"2023-05-27"
"162","Cryptidcore",NA,"2023-05-27"
"163","Cuddle Party",NA,"2023-05-27"
"164","Cultcore",NA,"2023-05-27"
"165","Cult Party Kei",NA,"2023-05-27"
"166","Cutecore",NA,"2023-05-27"
"167","Cyberdelic",NA,"2023-05-27"
"168","Cyber Fairy Grunge",NA,"2023-05-27"
"169","Cyberghetto",NA,"2023-05-27"
"170","Cybergoth",NA,"2023-05-27"
"171","Cybergrunge",NA,"2023-05-27"
"172","CyberneticPunk",NA,"2023-05-27"
"173","Cyberparadism",NA,"2023-05-27"
"174","Cyberpop",NA,"2023-05-27"
"175","Cyberprep",NA,"2023-05-27"
"176","Cyberpunk",NA,"2023-05-27"
"177","Cyberspace Webrooms",NA,"2023-05-27"
"178","Cybervillain",NA,"2023-05-27"
"179","Cyber Stylin’",NA,"2023-05-27"
"180","Danish Pastel",NA,"2023-05-27"
"181","Dank Meme Voyage",NA,"2023-05-27"
"182","Dark Academia",NA,"2023-05-27"
"183","Darkcore",NA,"2023-05-27"
"184","DarkErrorcore",NA,"2023-05-27"
"185","Darkest Academia",NA,"2023-05-27"
"186","Dark Fantasy",NA,"2023-05-27"
"187","Dark Gatsby",NA,"2023-05-27"
"188","Dark Naturalism",NA,"2023-05-27"
"189","Dark Nautical",NA,"2023-05-27"
"190","Dark Nymphet",NA,"2023-05-27"
"191","Dark Paradise",NA,"2023-05-27"
"192","Dark Y2K",NA,"2023-05-27"
"193","Daydreampunk",NA,"2023-05-27"
"194","Dazecore",NA,"2023-05-27"
"195","Deathcore",NA,"2023-05-27"
"196","Deathrock",NA,"2023-05-27"
"197","Decopunk",NA,"2023-05-27"
"198","Decora",NA,"2023-05-27"
"199","Delicate Sweet",NA,"2023-05-27"
"200","Denpa Kei",NA,"2023-05-27"
"201","Desertwave",NA,"2023-05-27"
"202","Desi Romantic Academia",NA,"2023-05-27"
"203","De Stijl",NA,"2023-05-27"
"204","Dethereal",NA,"2023-05-27"
"205","Devilcore",NA,"2023-05-27"
"206","Dieselpunk",NA,"2023-05-27"
"207","Digital Horror",NA,"2023-05-27"
"208","Diner",NA,"2023-05-27"
"209","Dionysism",NA,"2023-05-27"
"210","Disco",NA,"2023-05-27"
"211","Dokukawaii",NA,"2023-05-27"
"212","Dollar Store Vernacular",NA,"2023-05-27"
"213","Dollette",NA,"2023-05-27"
"214","Dolly Kei",NA,"2023-05-27"
"215","Doodlecore",NA,"2023-05-27"
"216","DORFic",NA,"2023-05-27"
"217","Downtown Girl",NA,"2023-05-27"
"218","Dracopunk",NA,"2023-05-27"
"219","Dragoncore",NA,"2023-05-27"
"220","Drain",NA,"2023-05-27"
"221","Dreamcore",NA,"2023-05-27"
"222","Dream Punk",NA,"2023-05-27"
"223","Dreamy",NA,"2023-05-27"
"224","Driftcore",NA,"2023-05-27"
"225","Drugcore",NA,"2023-05-27"
"226","Dual Kawaii",NA,"2023-05-27"
"227","Dullcore",NA,"2023-05-27"
"228","Dungeon Synth",NA,"2023-05-27"
"229","Dutch Golden Age",NA,"2023-05-27"
"230","Earthcore",NA,"2023-05-27"
"231","E-Boy",NA,"2023-05-27"
"232","E-Girl",NA,"2023-05-27"
"233","ElectroPop 08",NA,"2023-05-27"
"234","Electro Swing",NA,"2023-05-27"
"235","Elizabethan England",NA,"2023-05-27"
"236","Emo",NA,"2023-05-27"
"237","English Major",NA,"2023-05-27"
"238","Equestrian",NA,"2023-05-27"
"239","Erokawa",NA,"2023-05-27"
"240","Eshay",NA,"2023-05-27"
"241","Ethereal",NA,"2023-05-27"
"242","Europunk",NA,"2023-05-27"
"243","EXEcore",NA,"2023-05-27"
"244","Expressionism",NA,"2023-05-27"
"245","Fairy Academia",NA,"2023-05-27"
"246","Fairycore",NA,"2023-05-27"
"247","Fairy Grunge",NA,"2023-05-27"
"248","Fairy Kei",NA,"2023-05-27"
"249","Fairy Tale",NA,"2023-05-27"
"250","Fanfare",NA,"2023-05-27"
"251","Fantasy",NA,"2023-05-27"
"252","Fantasy Astronomy",NA,"2023-05-27"
"253","FantasY2K",NA,"2023-05-27"
"254","Farmers Daughter",NA,"2023-05-27"
"255","Fashwave",NA,"2023-05-27"
"256","Fauvism",NA,"2023-05-27"
"257","Feísmo",NA,"2023-05-27"
"258","Femboy",NA,"2023-05-27"
"259","Femcel Weeaboo",NA,"2023-05-27"
"260","Femme Fatale",NA,"2023-05-27"
"261","Feralcore",NA,"2023-05-27"
"262","Fieldcore",NA,"2023-05-27"
"263","Film Noir",NA,"2023-05-27"
"264","Flapper",NA,"2023-05-27"
"265","Flat Design",NA,"2023-05-27"
"266","Folk Punk",NA,"2023-05-27"
"267","Foodie",NA,"2023-05-27"
"268","Forestpunk",NA,"2023-05-27"
"269","French Girl",NA,"2023-05-27"
"270","French Girly",NA,"2023-05-27"
"271","Frogcore",NA,"2023-05-27"
"272","Frutiger Aero",NA,"2023-05-27"
"273","Frutiger Eco",NA,"2023-05-27"
"274","Frutiger Metro",NA,"2023-05-27"
"275","Funky Seasons",NA,"2023-05-27"
"276","Furry",NA,"2023-05-27"
"277","Future Funk",NA,"2023-05-27"
"278","Futurism",NA,"2023-05-27"
"279","Gadgetpunk",NA,"2023-05-27"
"280","Game Night",NA,"2023-05-27"
"281","Gamercore",NA,"2023-05-27"
"282","Gamine",NA,"2023-05-27"
"283","Gangstæxtemism",NA,"2023-05-27"
"284","Gangstas with Waifus",NA,"2023-05-27"
"285","Gardencore",NA,"2023-05-27"
"286","Geek",NA,"2023-05-27"
"287","Gen X Soft Club",NA,"2023-05-27"
"288","Ghostcore",NA,"2023-05-27"
"289","Girl-Next-Door",NA,"2023-05-27"
"290","Glam Girl",NA,"2023-05-27"
"291","Glamorous Los Angeles",NA,"2023-05-27"
"292","Glam Rock",NA,"2023-05-27"
"293","Glassmorphism",NA,"2023-05-27"
"294","Glitchcore",NA,"2023-05-27"
"295","Global Village Coffeehouse",NA,"2023-05-27"
"296","Gloomcore",NA,"2023-05-27"
"297","Glowwave",NA,"2023-05-27"
"298","Goblin Academia",NA,"2023-05-27"
"299","Goblincore",NA,"2023-05-27"
"300","Golden Age of Detective Fiction",NA,"2023-05-27"
"301","Golden Hour",NA,"2023-05-27"
"302","GoofCore",NA,"2023-05-27"
"303","Gopnik",NA,"2023-05-27"
"304","Gorecore",NA,"2023-05-27"
"305","Gorpcore",NA,"2023-05-27"
"306","Goth",NA,"2023-05-27"
"307","Gothcore",NA,"2023-05-27"
"308","Gothic",NA,"2023-05-27"
"309","Gothic Lolita",NA,"2023-05-27"
"310","Grandmillenial",NA,"2023-05-27"
"311","Grandparentcore",NA,"2023-05-27"
"312","Grasscore",NA,"2023-05-27"
"313","Greaser",NA,"2023-05-27"
"314","Green Academia",NA,"2023-05-27"
"315","Grey Academia",NA,"2023-05-27"
"316","Grifes",NA,"2023-05-27"
"317","Grindhouse",NA,"2023-05-27"
"318","Groundcore",NA,"2023-05-27"
"319","Grunge",NA,"2023-05-27"
"320","Gurokawa",NA,"2023-05-27"
"321","Gyaru",NA,"2023-05-27"
"322","Halloween",NA,"2023-05-27"
"323","Hallyu",NA,"2023-05-27"
"324","Happycore",NA,"2023-05-27"
"325","Hatecore",NA,"2023-05-27"
"326","Hauntology",NA,"2023-05-27"
"327","Haussmann Paris",NA,"2023-05-27"
"328","Health Goth",NA,"2023-05-27"
"329","Heatwave",NA,"2023-05-27"
"330","Heistcore",NA,"2023-05-27"
"331","Hellenic",NA,"2023-05-27"
"332","Helvetica Aqua Aero",NA,"2023-05-27"
"333","Hermaphroditus",NA,"2023-05-27"
"334","Hermitpunk",NA,"2023-05-27"
"335","Hexatron",NA,"2023-05-27"
"336","High School Dream",NA,"2023-05-27"
"337","Hikecore",NA,"2023-05-27"
"338","Hime Lolita",NA,"2023-05-27"
"339","Hi-NRG",NA,"2023-05-27"
"340","Hip-Hop",NA,"2023-05-27"
"341","Hipness Purgatory",NA,"2023-05-27"
"342","Hippie",NA,"2023-05-27"
"343","Hipster",NA,"2023-05-27"
"344","Historical Americana",NA,"2023-05-27"
"345","Holosexual",NA,"2023-05-27"
"346","Home 2K",NA,"2023-05-27"
"347","Honeycore",NA,"2023-05-27"
"348","Horror",NA,"2023-05-27"
"349","Horror Academia",NA,"2023-05-27"
"350","Hot Topic",NA,"2023-05-27"
