"","aesthetic","depop_results","date"
"1","'70s Disco",3,"2023-01-01"
"2","2-Tone",304,"2023-01-01"
"3","1950's Suburbia",NA,"2023-01-01"
"4","2014 Girly Tumblr",NA,"2023-01-01"
"5","2K Animecore",NA,"2023-01-01"
"6","Abstract Tech",NA,"2023-01-01"
"7","Acid Pixie",NA,"2023-01-01"
"8","Acidwave",3,"2023-01-01"
"9","Acubi",65,"2023-01-01"
"10","Adventure Pulp",NA,"2023-01-01"
"11","Adventurecore",41,"2023-01-01"
"12","Aetherpunk",NA,"2023-01-01"
"13","Afrofuturism",NA,"2023-01-01"
"14","Afro-Victorian",1,"2023-01-01"
"15","After Hours",255,"2023-01-01"
"16","Agropeople",NA,"2023-01-01"
"17","Alien",544,"2023-01-01"
"18","Alternative",8848,"2023-01-01"
"19","Americana",10,"2023-01-01"
"20","Analog Horror",NA,"2023-01-01"
"21","American Pioneers",NA,"2023-01-01"
"22","American Revolution",NA,"2023-01-01"
"23","American Thanksgiving",NA,"2023-01-01"
"24","American Tourist Traps",NA,"2023-01-01"
"25","Ancient Egypt",22,"2023-01-01"
"26","Androgynous",419,"2023-01-01"
"27","Anemoiacore",NA,"2023-01-01"
"28","Angelcore",1247,"2023-01-01"
"29","Anglocore",1125,"2023-01-01"
"30","Anglo Gothic",NA,"2023-01-01"
"31","Angura Kei",NA,"2023-01-01"
"32","Animecore",NA,"2023-01-01"
"33","Antique Grunge",NA,"2023-01-01"
"34","Anti-Fashion",31,"2023-01-01"
"35","Arcade",NA,"2023-01-01"
"36","Arcadecore",NA,"2023-01-01"
"37","Art Academia",NA,"2023-01-01"
"38","Arts and Crafts Movement",NA,"2023-01-01"
"39","Art Deco",NA,"2023-01-01"
"40","Art Hoe",NA,"2023-01-01"
"41","Art Nouveau",NA,"2023-01-01"
"42","Asian Baby Girl",NA,"2023-01-01"
"43","Athlete",259,"2023-01-01"
"44","Atompunk",NA,"2023-01-01"
"45","Auroracore",4,"2023-01-01"
"46","Autumn Academia",NA,"2023-01-01"
"47","Autumn",2,"2023-01-01"
