"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-04"
"2","80s Heartthrob",NA,"2023-05-04"
"3","2-Tone",8,"2023-05-04"
"4","2000s Autumn",2,"2023-05-04"
"5","2010s Internet",NA,"2023-05-04"
"6","2014-era tumblr",NA,"2023-05-04"
"7","2014 Girly Tumblr",NA,"2023-05-04"
"8","2020 Alt",148,"2023-05-04"
"9","2K Animecore",9,"2023-05-04"
"10","2K1",NA,"2023-05-04"
"11","2K7",NA,"2023-05-04"
"12","80s Ballroom",NA,"2023-05-04"
"13","Abstract Tech",1192,"2023-05-04"
"14","Acid Pixie",NA,"2023-05-04"
"15","Acidwave",NA,"2023-05-04"
"16","Acubi",4,"2023-05-04"
"17","Adventurecore",16,"2023-05-04"
"18","Adventure Pulp",1,"2023-05-04"
"19","Aetherpunk",NA,"2023-05-04"
"20","Afrofuturism",4,"2023-05-04"
"21","Afro-Victorian",NA,"2023-05-04"
"22","After Hours",93,"2023-05-04"
"23","Agropeople",NA,"2023-05-04"
"24","Ah Beng",NA,"2023-05-04"
"25","Alien",769,"2023-05-04"
"26","Alternative",1649,"2023-05-04"
"27","Americana",166,"2023-05-04"
"28","American Pioneers",NA,"2023-05-04"
"29","American Revolution",3,"2023-05-04"
"30","American Thanksgiving",73,"2023-05-04"
"31","American Tourist Traps",NA,"2023-05-04"
"32","Analog Horror",NA,"2023-05-04"
"33","Ancient Egypt",244,"2023-05-04"
"34","Androgynous",29,"2023-05-04"
"35","Angelcore",160,"2023-05-04"
"36","Anglocore",NA,"2023-05-04"
"37","Anglo Gothic",NA,"2023-05-04"
"38","Angura",NA,"2023-05-04"
"39","Animecore",19,"2023-05-04"
"40","Anoncore",NA,"2023-05-04"
"41","Anti-Fashion",NA,"2023-05-04"
"42","Antique Grunge",48,"2023-05-04"
"43","Arcade",314,"2023-05-04"
"44","Arcadecore",NA,"2023-05-04"
"45","Art Academia",9711,"2023-05-04"
"46","Artcore",4,"2023-05-04"
"47","Art Deco",27782,"2023-05-04"
"48","Art Hoe",86,"2023-05-04"
"49","Art Nouveau",3600,"2023-05-04"
"50","Artificial Nature",6,"2023-05-04"
"51","Arts and Crafts Movement",68,"2023-05-04"
"52","Asian Baby Girl",8,"2023-05-04"
"53","Athlete",89,"2023-05-04"
"54","Atompunk",1,"2023-05-04"
"55","Auroracore",NA,"2023-05-04"
"56","Australiana",5,"2023-05-04"
"57","Australian Outback",5,"2023-05-04"
"58","Autumn",5401,"2023-05-04"
"59","Autumn Academia",304,"2023-05-04"
"60","Avant Apocalypse",NA,"2023-05-04"
"61","Avant-garde",123,"2023-05-04"
"62","Babycore",4,"2023-05-04"
"63","Babygirl",22,"2023-05-04"
"64","Back-to-School",12,"2023-05-04"
"65","Baddie",500,"2023-05-04"
"66","Ballet Academia",14,"2023-05-04"
"67","Balletcore",64,"2023-05-04"
"68","Baltic Violence Tumblr",NA,"2023-05-04"
"69","Barbiecore",121,"2023-05-04"
"70","Bardcore",1,"2023-05-04"
"71","Baroque",814,"2023-05-04"
"72","Bastardcore",NA,"2023-05-04"
"73","Bauhaus",1834,"2023-05-04"
"74","BDSM",150,"2023-05-04"
"75","Beach Bunny",13,"2023-05-04"
"76","Beach Day",1490,"2023-05-04"
"77","Beach Girl",1508,"2023-05-04"
"78","Beatnik",2,"2023-05-04"
"79","Biker",281,"2023-05-04"
"80","Bimbocore",12,"2023-05-04"
"81","Biopunk",1,"2023-05-04"
"82","Bizarro Fiction",NA,"2023-05-04"
"83","Blokecore",NA,"2023-05-04"
"84","Blokette",NA,"2023-05-04"
"85","Bloomcore",52,"2023-05-04"
"86","Blue Night",1557,"2023-05-04"
"87","Bodikon",NA,"2023-05-04"
"88","Bohemian",40388,"2023-05-04"
"89","Bombacore",NA,"2023-05-04"
"90","Bookstore Girl",10,"2023-05-04"
"91","Bosozoku",4,"2023-05-04"
"92","Boujee",1027,"2023-05-04"
"93","Breakcore",1,"2023-05-04"
"94","Brazilian Pop Bar",1,"2023-05-04"
"95","Britpop",49,"2023-05-04"
"96","Bro",116,"2023-05-04"
"97","Bronzepunk",NA,"2023-05-04"
"98","Bubble Bujo",9,"2023-05-04"
"99","Bubble Goth",24,"2023-05-04"
"100","Bubblegum Bitch",3,"2023-05-04"
