"","aesthetic","etsy_results","date"
"1","80s Heartthrob",NA,"2023-07-12"
"2","1950s Suburbia",NA,"2023-07-12"
"3","2000s Autumn",2,"2023-07-12"
"4","2010s Internet",NA,"2023-07-12"
"5","2014 Girly",1,"2023-07-12"
"6","2014 Tumblr",5,"2023-07-12"
"7","2020 Alt",162,"2023-07-12"
"8","2K1",NA,"2023-07-12"
"9","2K7",NA,"2023-07-12"
"10","2 Tone",699,"2023-07-12"
"11","80s Ballroom",NA,"2023-07-12"
"12","Abstract Tech",1120,"2023-07-12"
"13","Acid Pixie",NA,"2023-07-12"
"14","Acidwave",NA,"2023-07-12"
"15","Acubi",7,"2023-07-12"
"16","Adventure Pulp",1,"2023-07-12"
"17","Adventurecore",13,"2023-07-12"
"18","Aetherpunk",NA,"2023-07-12"
"19","Afro-Victorian",NA,"2023-07-12"
"20","Afrofuturism",7,"2023-07-12"
"21","After Hours",99,"2023-07-12"
"22","Agropeople",NA,"2023-07-12"
"23","Ah Beng",NA,"2023-07-12"
"24","Alien",798,"2023-07-12"
"25","Alternative",1791,"2023-07-12"
"26","Amateur Photography",NA,"2023-07-12"
"27","American Pioneers",1,"2023-07-12"
"28","American Revolution",6,"2023-07-12"
"29","American Thanksgiving",92,"2023-07-12"
"30","American Tourist Traps",NA,"2023-07-12"
"31","Americana",194,"2023-07-12"
"32","Analog Horror",NA,"2023-07-12"
"33","Ancient Egypt",195,"2023-07-12"
"34","Androgynous",27,"2023-07-12"
"35","Angelcore",184,"2023-07-12"
"36","Anglo Gothic",NA,"2023-07-12"
"37","Anglocore",NA,"2023-07-12"
"38","Angura",NA,"2023-07-12"
"39","Animecore",15,"2023-07-12"
"40","Anoncore",NA,"2023-07-12"
"41","Anti-Fashion",NA,"2023-07-12"
"42","Antique Grunge",54,"2023-07-12"
"43","Arabfunny",NA,"2023-07-12"
"44","Arcade",353,"2023-07-12"
"45","Arcadecore",NA,"2023-07-12"
"46","Art Academia",12607,"2023-07-12"
"47","Art Deco",27982,"2023-07-12"
"48","Art Hoe",112,"2023-07-12"
"49","Art Nouveau",4263,"2023-07-12"
"50","Artcore",4,"2023-07-12"
"51","Artificial Nature",11,"2023-07-12"
"52","Arts and Crafts Movement",63,"2023-07-12"
"53","Asian Baby Girl",11,"2023-07-12"
"54","Athlete",102,"2023-07-12"
"55","Atompunk",2,"2023-07-12"
"56","Auroracore",NA,"2023-07-12"
"57","Australian Outback",4,"2023-07-12"
"58","Australiana",4,"2023-07-12"
"59","Autumn",5966,"2023-07-12"
"60","Autumn Academia",330,"2023-07-12"
"61","Avant-garde",93,"2023-07-12"
"62","Avant Apocalypse",NA,"2023-07-12"
"63","B-Movie Horror",3,"2023-07-12"
"64","BDSM",128,"2023-07-12"
"65","Babycore",4,"2023-07-12"
"66","Babygirl",23,"2023-07-12"
"67","Back-to-School",20,"2023-07-12"
"68","Baddie",536,"2023-07-12"
"69","Bakala",NA,"2023-07-12"
"70","Ballet Academia",22,"2023-07-12"
"71","Balletcore",65,"2023-07-12"
"72","Baltic Violence Tumblr",NA,"2023-07-12"
"73","Barbiecore",211,"2023-07-12"
"74","Bardcore",NA,"2023-07-12"
"75","Baroque",938,"2023-07-12"
"76","Bastardcore",NA,"2023-07-12"
"77","Bauhaus",2090,"2023-07-12"
"78","Beach Bunny",16,"2023-07-12"
"79","Beach Day",1729,"2023-07-12"
"80","Beach Girl",2025,"2023-07-12"
"81","Beatnik",3,"2023-07-12"
"82","Biker",578,"2023-07-12"
"83","Bimbocore",16,"2023-07-12"
"84","Biopunk",2,"2023-07-12"
"85","Bizarro Fiction",NA,"2023-07-12"
"86","Black-Holed Meme",NA,"2023-07-12"
"87","Black Metal",2586,"2023-07-12"
"88","Bleak Crush",NA,"2023-07-12"
"89","Blokecore",NA,"2023-07-12"
"90","Blokette",NA,"2023-07-12"
"91","Bloomcore",66,"2023-07-12"
"92","Blue Night",1383,"2023-07-12"
"93","Bodikon",NA,"2023-07-12"
"94","Bohemian",43750,"2023-07-12"
"95","Bombardier",NA,"2023-07-12"
"96","Bookstore Girl",10,"2023-07-12"
"97","Bosozoku",4,"2023-07-12"
"98","Boujee",1061,"2023-07-12"
"99","Boy Next Door",NA,"2023-07-12"
"100","BrazilianPopBar",NA,"2023-07-12"
