"","aesthetic","etsy_results","date"
"1","80s heart-throb",NA,"2023-06-25"
"2","1950s Suburbia",NA,"2023-06-25"
"3","2000s Autumn",1,"2023-06-25"
"4","2010s Internet",NA,"2023-06-25"
"5","2014 Tumblr",5,"2023-06-25"
"6","2014 Girly",1,"2023-06-25"
"7","2020 Alt",153,"2023-06-25"
"8","2K1",NA,"2023-06-25"
"9","2K7",NA,"2023-06-25"
"10","2 Tone",698,"2023-06-25"
"11","80s Ballroom",NA,"2023-06-25"
"12","Abstract Tech",1119,"2023-06-25"
"13","Acid Pixie",NA,"2023-06-25"
"14","Acidwave",NA,"2023-06-25"
"15","Acubi",4,"2023-06-25"
"16","Adventure Pulp",1,"2023-06-25"
"17","Adventurecore",13,"2023-06-25"
"18","Aetherpunk",NA,"2023-06-25"
"19","Afro-Victorian",NA,"2023-06-25"
"20","Afrofuturism",8,"2023-06-25"
"21","After Hours",94,"2023-06-25"
"22","Agropeople",NA,"2023-06-25"
"23","Ah Beng",NA,"2023-06-25"
"24","Alien",776,"2023-06-25"
"25","Alternative",1680,"2023-06-25"
"26","Amateur Photography",NA,"2023-06-25"
"27","American Pioneers",NA,"2023-06-25"
"28","American Revolution",3,"2023-06-25"
"29","American Thanksgiving",72,"2023-06-25"
"30","American Tourist Traps",NA,"2023-06-25"
"31","Americana",182,"2023-06-25"
"32","Analog Horror",NA,"2023-06-25"
"33","Ancient Egypt",193,"2023-06-25"
"34","Androgynous",27,"2023-06-25"
"35","Angelcore",171,"2023-06-25"
"36","Anglo Gothic",NA,"2023-06-25"
"37","Anglocore",NA,"2023-06-25"
"38","Angura",NA,"2023-06-25"
"39","Animecore",18,"2023-06-25"
"40","Anoncore",NA,"2023-06-25"
"41","Anti-Fashion",NA,"2023-06-25"
"42","Antique Grunge",52,"2023-06-25"
"43","Arabfunny",NA,"2023-06-25"
"44","Arcade",354,"2023-06-25"
"45","Arcadecore",NA,"2023-06-25"
"46","Art Academia",11334,"2023-06-25"
"47","Art Deco",26647,"2023-06-25"
"48","Art Hoe",114,"2023-06-25"
"49","Art Nouveau",4055,"2023-06-25"
"50","Artcore",4,"2023-06-25"
"51","Artificial Nature",10,"2023-06-25"
"52","Arts and Crafts Movement",61,"2023-06-25"
"53","Asian Baby Girl",11,"2023-06-25"
"54","Athlete",90,"2023-06-25"
"55","Atompunk",3,"2023-06-25"
"56","Auroracore",NA,"2023-06-25"
"57","Australian Outback",4,"2023-06-25"
"58","Australiana",4,"2023-06-25"
"59","Autumn",5596,"2023-06-25"
"60","Autumn Academia",295,"2023-06-25"
"61","Avant-garde",114,"2023-06-25"
"62","Avant Apocalypse",NA,"2023-06-25"
"63","B-Movie Horror",3,"2023-06-25"
"64","BDSM",135,"2023-06-25"
"65","Babycore",4,"2023-06-25"
"66","Babygirl",22,"2023-06-25"
"67","Back-to-School",19,"2023-06-25"
"68","Baddie",513,"2023-06-25"
"69","Baidexweb",NA,"2023-06-25"
"70","Bakala",NA,"2023-06-25"
"71","Ballet Academia",23,"2023-06-25"
"72","Balletcore",54,"2023-06-25"
"73","Baltic Violence Tumblr",NA,"2023-06-25"
"74","Barbiecore",134,"2023-06-25"
"75","Bardcore",NA,"2023-06-25"
"76","Baroque",876,"2023-06-25"
"77","Bastardcore",NA,"2023-06-25"
"78","Bauhaus",2066,"2023-06-25"
"79","Beach Bunny",16,"2023-06-25"
"80","Beach Day",1746,"2023-06-25"
"81","Beach girl",1918,"2023-06-25"
"82","Beatnik",3,"2023-06-25"
"83","Biker",547,"2023-06-25"
"84","Bimbocore",12,"2023-06-25"
"85","Biopunk",2,"2023-06-25"
"86","Bizarro Fiction",NA,"2023-06-25"
"87","Black-Holed Meme",NA,"2023-06-25"
"88","Black Metal",2629,"2023-06-25"
"89","Bleak Crush",NA,"2023-06-25"
"90","Blokecore",NA,"2023-06-25"
"91","Blokette",NA,"2023-06-25"
"92","Bloomcore",62,"2023-06-25"
"93","Blue Night",1353,"2023-06-25"
"94","Bodikon",NA,"2023-06-25"
"95","Bohemian",42434,"2023-06-25"
"96","Bombacore",NA,"2023-06-25"
"97","Bookstore Girl",11,"2023-06-25"
"98","Bosozoku",4,"2023-06-25"
"99","Boujee",1055,"2023-06-25"
"100","Boy Next Door",NA,"2023-06-25"
