"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-08-12"
"2","2000s Autumn",5,"2023-08-12"
"3","2010s Internet",NA,"2023-08-12"
"4","2014 Girly",1,"2023-08-12"
"5","2014 Tumblr",5,"2023-08-12"
"6","2020 Alt",162,"2023-08-12"
"7","2K1",NA,"2023-08-12"
"8","2K7",NA,"2023-08-12"
"9","2 Tone",694,"2023-08-12"
"10","80s Ballroom",NA,"2023-08-12"
"11","80s Heartthrob",NA,"2023-08-12"
"12","Abstract Art",89399,"2023-08-12"
"13","Abstract Tech",1140,"2023-08-12"
"14","Acid Pixie",NA,"2023-08-12"
"15","Acidwave",NA,"2023-08-12"
"16","Acubi",13,"2023-08-12"
"17","Adventurecore",14,"2023-08-12"
"18","Adventure Pulp",1,"2023-08-12"
"19","Aestheticism",495217,"2023-08-12"
"20","Aetherpunk",NA,"2023-08-12"
"21","Afrofuturism",7,"2023-08-12"
"22","Afropunk",NA,"2023-08-12"
"23","Afro-Victorian",NA,"2023-08-12"
"24","After Hours",109,"2023-08-12"
"25","Agropeople",NA,"2023-08-12"
"26","Ah Beng",NA,"2023-08-12"
"27","Alien",852,"2023-08-12"
"28","Alternative",1784,"2023-08-12"
"29","Amateur Photography",NA,"2023-08-12"
"30","Americana",249,"2023-08-12"
"31","American Pioneers",1,"2023-08-12"
"32","American Revolution",5,"2023-08-12"
"33","American Thanksgiving",130,"2023-08-12"
"34","American Tourist Traps",NA,"2023-08-12"
"35","Analog Horror",NA,"2023-08-12"
"36","Ancient Egypt",211,"2023-08-12"
"37","Androgynous",33,"2023-08-12"
"38","Angelcore",183,"2023-08-12"
"39","Anglocore",NA,"2023-08-12"
"40","Anglo Gothic",1,"2023-08-12"
"41","Angura",1,"2023-08-12"
"42","Animecore",11,"2023-08-12"
"43","Anoncore",NA,"2023-08-12"
"44","Anti-Fashion",NA,"2023-08-12"
"45","Antique Grunge",63,"2023-08-12"
"46","Arabfunny",NA,"2023-08-12"
"47","Arabian Nights",10,"2023-08-12"
"48","Arcade",393,"2023-08-12"
"49","Arcadecore",NA,"2023-08-12"
"50","Art Academia",13978,"2023-08-12"
"51","Artcore",3,"2023-08-12"
"52","Art Deco",32927,"2023-08-12"
"53","Art Hoe",115,"2023-08-12"
"54","Artificial Nature",11,"2023-08-12"
"55","Art Nouveau",5057,"2023-08-12"
"56","Arts and Crafts Movement",63,"2023-08-12"
"57","Asian Baby Girl",11,"2023-08-12"
"58","Athlete",127,"2023-08-12"
"59","Atompunk",2,"2023-08-12"
"60","Auroracore",NA,"2023-08-12"
"61","Australiana",5,"2023-08-12"
"62","Australian Outback",3,"2023-08-12"
"63","Autumn",7778,"2023-08-12"
"64","Autumn Academia",467,"2023-08-12"
"65","Avant Apocalypse",NA,"2023-08-12"
"66","Avant-garde",137,"2023-08-12"
"67","Aztec Empire",1,"2023-08-12"
"68","Babycore",5,"2023-08-12"
"69","Babygirl",20,"2023-08-12"
"70","Back-to-School",24,"2023-08-12"
"71","Baddie",545,"2023-08-12"
"72","Bakala",NA,"2023-08-12"
"73","Ballet Academia",23,"2023-08-12"
"74","Balletcore",80,"2023-08-12"
"75","Balkan Violence Tumblr",NA,"2023-08-12"
"76","Barbiecore",427,"2023-08-12"
"77","Bardcore",NA,"2023-08-12"
"78","Baroque",1132,"2023-08-12"
"79","Basic Girl",73,"2023-08-12"
"80","Bastardcore",NA,"2023-08-12"
"81","Bauhaus",2282,"2023-08-12"
"82","BDSM",130,"2023-08-12"
"83","Beach Bunny",16,"2023-08-12"
"84","Beach Day",1718,"2023-08-12"
"85","Beach Girl",2478,"2023-08-12"
"86","Beatnik",3,"2023-08-12"
"87","Belgian Popcorn",NA,"2023-08-12"
"88","Biker",617,"2023-08-12"
"89","Bimbocore",15,"2023-08-12"
"90","Biopunk",1,"2023-08-12"
"91","Bizarro Fiction",NA,"2023-08-12"
"92","Black-Holed Meme",NA,"2023-08-12"
"93","Black Metal",2776,"2023-08-12"
"94","Bleak Crush",NA,"2023-08-12"
"95","Blokecore",NA,"2023-08-12"
"96","Blokette",NA,"2023-08-12"
"97","Bloomcore",64,"2023-08-12"
"98","Blue Night",1681,"2023-08-12"
"99","B-Movie Horror",3,"2023-08-12"
"100","Bodikon",NA,"2023-08-12"
