"","aesthetic","depop_results","date"
"1","70s Disco",1,"2023-03-07"
"2","2-Tone",328,"2023-03-07"
"3","1950s Suburbia",NA,"2023-03-07"
"4","2000s Autumn",NA,"2023-03-07"
"5","2014-era tumblr",NA,"2023-03-07"
"6","2014 Girly Tumblr",NA,"2023-03-07"
"7","2020 Alt",NA,"2023-03-07"
"8","2K Animecore",NA,"2023-03-07"
"9","Abstract Tech",NA,"2023-03-07"
"10","Acid Pixie",NA,"2023-03-07"
"11","Acidwave",3,"2023-03-07"
"12","Acubi",145,"2023-03-07"
"13","Adventure Pulp",NA,"2023-03-07"
"14","Adventurecore",38,"2023-03-07"
"15","Aetherpunk",NA,"2023-03-07"
"16","Afrofuturism",1,"2023-03-07"
"17","Afro-Victorian",1,"2023-03-07"
"18","After Hours",255,"2023-03-07"
"19","Agropeople",NA,"2023-03-07"
"20","Ah Beng",NA,"2023-03-07"
"21","Alien",519,"2023-03-07"
"22","Alternative",9121,"2023-03-07"
"23","Americana",11,"2023-03-07"
"24","Analog Horror",NA,"2023-03-07"
"25","American Pioneers",NA,"2023-03-07"
"26","American Revolution",NA,"2023-03-07"
"27","American Thanksgiving",NA,"2023-03-07"
"28","American Tourist Traps",NA,"2023-03-07"
"29","Ancient Egypt",22,"2023-03-07"
"30","Androgynous",365,"2023-03-07"
"31","Anemoiacore",NA,"2023-03-07"
"32","Angelcore",1364,"2023-03-07"
"33","Anglocore",1216,"2023-03-07"
"34","Anglo Gothic",NA,"2023-03-07"
"35","Angura",49,"2023-03-07"
"36","Animecore",NA,"2023-03-07"
"37","Antique Grunge",NA,"2023-03-07"
"38","Anti-Fashion",31,"2023-03-07"
"39","Arcade",NA,"2023-03-07"
"40","Arcadecore",NA,"2023-03-07"
"41","Art Academia",NA,"2023-03-07"
"42","Arts and Crafts Movement",NA,"2023-03-07"
"43","Art Deco",NA,"2023-03-07"
"44","Art Hoe",NA,"2023-03-07"
"45","Art Nouveau",NA,"2023-03-07"
"46","Asian Baby Girl",NA,"2023-03-07"
"47","Athlete",267,"2023-03-07"
"48","Atompunk",1,"2023-03-07"
"49","Auroracore",4,"2023-03-07"
"50","Australiana",74,"2023-03-07"
"51","Australian Outback",NA,"2023-03-07"
"52","Autumn Academia",NA,"2023-03-07"
"53","Autumn",2,"2023-03-07"
"54","Avant Apocalypse",NA,"2023-03-07"
"55","Avant-garde",1757,"2023-03-07"
"56","Babycore",209,"2023-03-07"
"57","Babygirl",3943,"2023-03-07"
"58","Back-to-School",824,"2023-03-07"
"59","Baddie",4573,"2023-03-07"
"60","Ballet Academia",NA,"2023-03-07"
"61","Balletcore",1651,"2023-03-07"
"62","Baltic Violence Tumblr",NA,"2023-03-07"
"63","Barbiecore",319,"2023-03-07"
"64","Bardcore",1,"2023-03-07"
"65","Baroque",253,"2023-03-07"
"66","Bastardcore",1,"2023-03-07"
"67","Bauhaus",7,"2023-03-07"
"68","BDSM",72,"2023-03-07"
"69","Beach Bunny",NA,"2023-03-07"
"70","Beach Day",NA,"2023-03-07"
"71","Beatnik",16,"2023-03-07"
"72","Biker",2128,"2023-03-07"
"73","Bimbocore",214,"2023-03-07"
"74","Biopunk",297,"2023-03-07"
"75","Bizarro Fiction",NA,"2023-03-07"
"76","Black-Holed Meme",NA,"2023-03-07"
"77","Bloomcore",65,"2023-03-07"
"78","Bodikon",3,"2023-03-07"
"79","Bohemian",8110,"2023-03-07"
"80","Bombacore",131,"2023-03-07"
"81","Bookstore Girl",NA,"2023-03-07"
"82","Bosozoku",NA,"2023-03-07"
