"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-30"
"2","2-Tone",7,"2023-05-30"
"3","2000s Autumn",2,"2023-05-30"
"4","2010s Internet",NA,"2023-05-30"
"5","2014-era tumblr",NA,"2023-05-30"
"6","2014 Girly Tumblr",NA,"2023-05-30"
"7","2020 Alt",147,"2023-05-30"
"8","2K1",NA,"2023-05-30"
"9","2K7",NA,"2023-05-30"
"10","80s Ballroom",NA,"2023-05-30"
"11","80s Heart-Throb",NA,"2023-05-30"
"12","Abstract Tech",1157,"2023-05-30"
"13","Acid Pixie",NA,"2023-05-30"
"14","Acidwave",NA,"2023-05-30"
"15","Acubi",5,"2023-05-30"
"16","Adventurecore",17,"2023-05-30"
"17","Adventure Pulp",1,"2023-05-30"
"18","Aetherpunk",NA,"2023-05-30"
"19","Afrofuturism",6,"2023-05-30"
"20","Afro-Victorian",NA,"2023-05-30"
"21","After Hours",99,"2023-05-30"
"22","Agropeople",NA,"2023-05-30"
"23","Ah Beng",NA,"2023-05-30"
"24","Alien",695,"2023-05-30"
"25","Alternative",1711,"2023-05-30"
"26","Amateur Photography",NA,"2023-05-30"
"27","Americana",185,"2023-05-30"
"28","American Pioneers",NA,"2023-05-30"
"29","American Revolution",3,"2023-05-30"
"30","American Thanksgiving",68,"2023-05-30"
"31","American Tourist Traps",NA,"2023-05-30"
"32","Amourdoux",NA,"2023-05-30"
"33","Analog Horror",NA,"2023-05-30"
"34","Ancient Egypt",188,"2023-05-30"
"35","Androgynous",27,"2023-05-30"
"36","Angelcore",168,"2023-05-30"
"37","Anglocore",NA,"2023-05-30"
"38","Anglo Gothic",NA,"2023-05-30"
"39","Angura",NA,"2023-05-30"
"40","Animecore",20,"2023-05-30"
"41","Anoncore",NA,"2023-05-30"
"42","Anti-Fashion",NA,"2023-05-30"
"43","Antique Grunge",47,"2023-05-30"
"44","Arcade",341,"2023-05-30"
"45","Arcadecore",NA,"2023-05-30"
"46","Art Academia",10533,"2023-05-30"
"47","Artcore",4,"2023-05-30"
"48","Art Deco",27729,"2023-05-30"
"49","Art Hoe",111,"2023-05-30"
"50","Art Nouveau",3626,"2023-05-30"
"51","Artificial Nature",6,"2023-05-30"
"52","Arts and Crafts Movement",65,"2023-05-30"
"53","Asian Baby Girl",9,"2023-05-30"
"54","Athlete",93,"2023-05-30"
"55","Atompunk",2,"2023-05-30"
"56","Auroracore",NA,"2023-05-30"
"57","Australiana",5,"2023-05-30"
"58","Australian Outback",4,"2023-05-30"
"59","Autumn",5432,"2023-05-30"
"60","Autumn Academia",305,"2023-05-30"
"61","Avant Apocalypse",NA,"2023-05-30"
"62","Avant-garde",117,"2023-05-30"
"63","Babycore",2,"2023-05-30"
"64","Babygirl",24,"2023-05-30"
"65","Back-to-School",18,"2023-05-30"
"66","Baddie",523,"2023-05-30"
"67","Baidexweb",NA,"2023-05-30"
"68","Ballet Academia",20,"2023-05-30"
"69","Balletcore",58,"2023-05-30"
"70","Baltic Violence Tumblr",NA,"2023-05-30"
"71","Barbiecore",123,"2023-05-30"
"72","Bardcore",NA,"2023-05-30"
"73","Baroque",850,"2023-05-30"
"74","Bastardcore",NA,"2023-05-30"
"75","Bauhaus",2029,"2023-05-30"
"76","BDSM",132,"2023-05-30"
"77","Beach Bunny",18,"2023-05-30"
"78","Beach Day",1535,"2023-05-30"
"79","Beach Girl",1654,"2023-05-30"
"80","Beatnik",2,"2023-05-30"
"81","Biker",254,"2023-05-30"
"82","Bimbocore",13,"2023-05-30"
"83","Biopunk",2,"2023-05-30"
"84","Bizarro Fiction",NA,"2023-05-30"
"85","Black Metal",2795,"2023-05-30"
"86","Blokecore",NA,"2023-05-30"
"87","Blokette",NA,"2023-05-30"
"88","Bloomcore",59,"2023-05-30"
"89","Blue Night",1521,"2023-05-30"
"90","B-Movie Horror",3,"2023-05-30"
"91","Bodikon",NA,"2023-05-30"
"92","Bohemian",41306,"2023-05-30"
"93","Bombacore",NA,"2023-05-30"
"94","Bookstore Girl",10,"2023-05-30"
"95","Bosozoku",4,"2023-05-30"
"96","Boujee",1017,"2023-05-30"
"97","Breakcore",1,"2023-05-30"
"98","Brazilian Pop Bar",1,"2023-05-30"
"99","Britpop",46,"2023-05-30"
"100","Bro",90,"2023-05-30"
