"","aesthetic","depop_results","date"
"1","1950s Suburbia",NA,"2023-05-29"
"2","2-Tone",NA,"2023-05-29"
"3","2000s Autumn",NA,"2023-05-29"
"4","2010s Internet",NA,"2023-05-29"
"5","2014-era tumblr",NA,"2023-05-29"
"6","2014 Girly Tumblr",NA,"2023-05-29"
"7","2020 Alt",NA,"2023-05-29"
"8","2K1",NA,"2023-05-29"
"9","2K7",NA,"2023-05-29"
"10","80s Ballroom",NA,"2023-05-29"
"11","80s Heart-Throb",NA,"2023-05-29"
"12","Abstract Tech",NA,"2023-05-29"
"13","Acid Pixie",NA,"2023-05-29"
"14","Acidwave",NA,"2023-05-29"
"15","Acubi",NA,"2023-05-29"
"16","Adventurecore",NA,"2023-05-29"
"17","Adventure Pulp",NA,"2023-05-29"
"18","Aetherpunk",NA,"2023-05-29"
"19","Afrofuturism",NA,"2023-05-29"
"20","Afro-Victorian",NA,"2023-05-29"
"21","After Hours",NA,"2023-05-29"
"22","Agropeople",NA,"2023-05-29"
"23","Ah Beng",NA,"2023-05-29"
"24","Alien",NA,"2023-05-29"
"25","Alternative",NA,"2023-05-29"
"26","Amateur Photography",NA,"2023-05-29"
"27","Americana",NA,"2023-05-29"
"28","American Pioneers",NA,"2023-05-29"
"29","American Revolution",NA,"2023-05-29"
"30","American Thanksgiving",NA,"2023-05-29"
"31","American Tourist Traps",NA,"2023-05-29"
"32","Amourdoux",NA,"2023-05-29"
"33","Analog Horror",NA,"2023-05-29"
"34","Ancient Egypt",NA,"2023-05-29"
"35","Androgynous",NA,"2023-05-29"
"36","Angelcore",NA,"2023-05-29"
"37","Anglocore",NA,"2023-05-29"
"38","Anglo Gothic",NA,"2023-05-29"
"39","Angura",NA,"2023-05-29"
"40","Animecore",NA,"2023-05-29"
"41","Anoncore",NA,"2023-05-29"
"42","Anti-Fashion",NA,"2023-05-29"
"43","Antique Grunge",NA,"2023-05-29"
"44","Arcade",NA,"2023-05-29"
"45","Arcadecore",NA,"2023-05-29"
"46","Art Academia",NA,"2023-05-29"
"47","Artcore",NA,"2023-05-29"
"48","Art Deco",NA,"2023-05-29"
"49","Art Hoe",NA,"2023-05-29"
"50","Art Nouveau",NA,"2023-05-29"
"51","Artificial Nature",NA,"2023-05-29"
"52","Arts and Crafts Movement",NA,"2023-05-29"
"53","Asian Baby Girl",NA,"2023-05-29"
"54","Athlete",NA,"2023-05-29"
"55","Atompunk",NA,"2023-05-29"
"56","Auroracore",NA,"2023-05-29"
"57","Australiana",NA,"2023-05-29"
"58","Australian Outback",NA,"2023-05-29"
"59","Autumn",NA,"2023-05-29"
"60","Autumn Academia",NA,"2023-05-29"
"61","Avant Apocalypse",NA,"2023-05-29"
"62","Avant-garde",NA,"2023-05-29"
"63","Babycore",NA,"2023-05-29"
"64","Babygirl",NA,"2023-05-29"
"65","Back-to-School",NA,"2023-05-29"
"66","Baddie",NA,"2023-05-29"
"67","Baidexweb",NA,"2023-05-29"
"68","Ballet Academia",NA,"2023-05-29"
"69","Balletcore",NA,"2023-05-29"
"70","Baltic Violence Tumblr",NA,"2023-05-29"
"71","Barbiecore",NA,"2023-05-29"
"72","Bardcore",NA,"2023-05-29"
"73","Baroque",NA,"2023-05-29"
"74","Bastardcore",NA,"2023-05-29"
"75","Bauhaus",NA,"2023-05-29"
"76","BDSM",NA,"2023-05-29"
"77","Beach Bunny",NA,"2023-05-29"
"78","Beach Day",NA,"2023-05-29"
"79","Beach Girl",NA,"2023-05-29"
"80","Beatnik",NA,"2023-05-29"
"81","Biker",NA,"2023-05-29"
"82","Bimbocore",NA,"2023-05-29"
"83","Biopunk",NA,"2023-05-29"
"84","Bizarro Fiction",NA,"2023-05-29"
"85","Black Metal",NA,"2023-05-29"
"86","Blokecore",NA,"2023-05-29"
"87","Blokette",NA,"2023-05-29"
"88","Bloomcore",NA,"2023-05-29"
"89","Blue Night",NA,"2023-05-29"
"90","B-Movie Horror",NA,"2023-05-29"
"91","Bodikon",NA,"2023-05-29"
"92","Bohemian",NA,"2023-05-29"
"93","Bombacore",NA,"2023-05-29"
"94","Bookstore Girl",NA,"2023-05-29"
"95","Bosozoku",NA,"2023-05-29"
"96","Boujee",NA,"2023-05-29"
"97","Boy-Next-Door",NA,"2023-05-29"
"98","Breakcore",NA,"2023-05-29"
"99","Brazilian Pop Bar",NA,"2023-05-29"
"100","Britpop",NA,"2023-05-29"
"101","Bro",NA,"2023-05-29"
"102","Bronzepunk",NA,"2023-05-29"
"103","Bubble Bujo",NA,"2023-05-29"
"104","Bubble Goth",NA,"2023-05-29"
"105","Bubblegum Bitch",NA,"2023-05-29"
"106","Bubblegum Witch",NA,"2023-05-29"
"107","Busukawaii",NA,"2023-05-29"
"108","Cabincore",NA,"2023-05-29"
"109","Cagole",NA,"2023-05-29"
"110","Camp",NA,"2023-05-29"
"111","Campcore",NA,"2023-05-29"
"112","Carnivalcore",NA,"2023-05-29"
"113","Cartelcore",NA,"2023-05-29"
"114","Cartooncore",NA,"2023-05-29"
"115","Casino",NA,"2023-05-29"
"116","Cassette Futurism",NA,"2023-05-29"
"117","Celtic",NA,"2023-05-29"
"118","Changelingcore",NA,"2023-05-29"
"119","Chaotic Academia",NA,"2023-05-29"
"120","Chav",NA,"2023-05-29"
"121","Cheiron Crush",NA,"2023-05-29"
"122","Cherry Emoji Twitter",NA,"2023-05-29"
"123","Chic Modernist",NA,"2023-05-29"
"124","Chicano Lowrider",NA,"2023-05-29"
"125","Cholo",NA,"2023-05-29"
"126","Chonis",NA,"2023-05-29"
"127","Christcore",NA,"2023-05-29"
"128","Christian Girl Autumn",NA,"2023-05-29"
"129","Christmas",NA,"2023-05-29"
"130","Chromecore",NA,"2023-05-29"
"131","Chunyu",NA,"2023-05-29"
"132","City Pop",NA,"2023-05-29"
