"","aesthetic","etsy_results","date"
"1","Summer",5673,"2023-03-22"
"2","Cottagegore",9,"2023-03-22"
"3","Fairycore",2665,"2023-03-22"
"4","Minimalism",16303,"2023-03-22"
"5","Spring",5727,"2023-03-22"
"6","Alternative",1531,"2023-03-22"
"7","Kidcore",456,"2023-03-22"
"8","E-Boy",26,"2023-03-22"
"9","Bohemian",37287,"2023-03-22"
"10","Pearly",19,"2023-03-22"
"11","Western",3152,"2023-03-22"
"12","Halloween",9365,"2023-03-22"
"13","Decora",184,"2023-03-22"
"14","Christmas",32506,"2023-03-22"
"15","Dollette",130,"2023-03-22"
"16","Whimsigothic",80,"2023-03-22"
"17","Playboy",72,"2023-03-22"
"18","Biker",225,"2023-03-22"
"19","Regency",208,"2023-03-22"
"20","Avant-garde",116,"2023-03-22"
"21","Balletcore",60,"2023-03-22"
"22","Angelcore",133,"2023-03-22"
"23","Gorpcore",10,"2023-03-22"
"24","Comfy/Cozy",19,"2023-03-22"
"25","Gorecore",2,"2023-03-22"
"26","Hip-Hop",3863,"2023-03-22"
"27","Maximalism",386,"2023-03-22"
"28","Country",13617,"2023-03-22"
"29","Lovecore",212,"2023-03-22"
"30","VSCO",2207,"2023-03-22"
"31","Pin-up",246,"2023-03-22"
"32","Earthcore",18,"2023-03-22"
"33","McBling",15,"2023-03-22"
"34","Pride flags",409,"2023-03-22"
"35","Medieval",512,"2023-03-22"
"36","Mermaid",537,"2023-03-22"
"37","Tropical",14316,"2023-03-22"
"38","Softie",11,"2023-03-22"
"39","Princesscore",85,"2023-03-22"
"40","Back-to-School",8,"2023-03-22"
"41","Teddies",346,"2023-03-22"
"42","Princecore",NA,"2023-03-22"
"43","Steampunk",1157,"2023-03-22"
"44","Steelpunk",NA,"2023-03-22"
"45","Vaporwave",2331,"2023-03-22"
"46","Gyaru",18,"2023-03-22"
"47","Thrasher",5,"2023-03-22"
"48","Weirdcore",258,"2023-03-22"
"49","Royalcore",168,"2023-03-22"
"50","Post-Punk",26,"2023-03-22"
"51","Diner",124,"2023-03-22"
"52","Tomboy",16,"2023-03-22"
"53","Dullcore",NA,"2023-03-22"
"54","Milk",611,"2023-03-22"
"55","Lo-Fi",1041,"2023-03-22"
"56","Winter",3738,"2023-03-22"
"57","Barbiecore",99,"2023-03-22"
"58","Androgynous",20,"2023-03-22"
"59","2-Tone",8,"2023-03-22"
"60","Biopunk",NA,"2023-03-22"
"61","Cutecore",26,"2023-03-22"
"62","Clowncore",87,"2023-03-22"
"63","Boujee",1031,"2023-03-22"
"64","Furry",171,"2023-03-22"
"65","Rockabilly",71,"2023-03-22"
"66","Y2K",11227,"2023-03-22"
"67","Gothcore",82,"2023-03-22"
"68","Scrapbook",3558,"2023-03-22"
"69","Celtic",188,"2023-03-22"
"70","Techwear",15,"2023-03-22"
"71","Athlete",82,"2023-03-22"
"72","Nymphet",9,"2023-03-22"
"73","Naturecore",139,"2023-03-22"
"74","Bimbocore",4,"2023-03-22"
"75","Babycore",3,"2023-03-22"
"76","Plant Mom",1067,"2023-03-22"
"77","Cabincore",83,"2023-03-22"
"78","Lagenlook",NA,"2023-03-22"
"79","Neko",99,"2023-03-22"
"80","Pirate",164,"2023-03-22"
"81","Bombacore",NA,"2023-03-22"
"82","Normcore",4,"2023-03-22"
"83","Acubi",4,"2023-03-22"
"84","Jersey Shore",26,"2023-03-22"
"85","XO",48,"2023-03-22"
"86","Post-Apocalyptic",60,"2023-03-22"
"87","Pixel Cutie",NA,"2023-03-22"
"88","Raver",15,"2023-03-22"
"89","Surrealism",839,"2023-03-22"
"90","Trashy Raver",NA,"2023-03-22"
"91","Nostalgiacore",15,"2023-03-22"
"92","Prairiecore",3,"2023-03-22"
"93","Equestrian",127,"2023-03-22"
"94","Delicate Sweet",16,"2023-03-22"
"95","Honeycore",4,"2023-03-22"
"96","Femme Fatale",70,"2023-03-22"
"97","VSCO Preppy",475,"2023-03-22"
"98","Pretty Preppy",83,"2023-03-22"
"99","Mushroomcore",202,"2023-03-22"
"100","Geek",277,"2023-03-22"
