"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-07"
"2","80s Heartthrob",NA,"2023-05-07"
"3","2-Tone",9,"2023-05-07"
"4","2000s Autumn",2,"2023-05-07"
"5","2010s Internet",NA,"2023-05-07"
"6","2014-era tumblr",NA,"2023-05-07"
"7","2014 Girly Tumblr",NA,"2023-05-07"
"8","2020 Alt",148,"2023-05-07"
"9","2K Animecore",9,"2023-05-07"
"10","2K1",NA,"2023-05-07"
"11","2K7",NA,"2023-05-07"
"12","80s Ballroom",NA,"2023-05-07"
"13","Abstract Tech",1192,"2023-05-07"
"14","Acid Pixie",NA,"2023-05-07"
"15","Acidwave",NA,"2023-05-07"
"16","Acubi",3,"2023-05-07"
"17","Adventurecore",16,"2023-05-07"
"18","Adventure Pulp",1,"2023-05-07"
"19","Aetherpunk",NA,"2023-05-07"
"20","Afrofuturism",4,"2023-05-07"
"21","Afro-Victorian",NA,"2023-05-07"
"22","After Hours",94,"2023-05-07"
"23","Agropeople",NA,"2023-05-07"
"24","Ah Beng",NA,"2023-05-07"
"25","Alien",773,"2023-05-07"
"26","Alternative",1655,"2023-05-07"
"27","Americana",168,"2023-05-07"
"28","American Pioneers",NA,"2023-05-07"
"29","American Revolution",3,"2023-05-07"
"30","American Thanksgiving",73,"2023-05-07"
"31","American Tourist Traps",NA,"2023-05-07"
"32","Analog Horror",NA,"2023-05-07"
"33","Ancient Egypt",146,"2023-05-07"
"34","Androgynous",29,"2023-05-07"
"35","Angelcore",159,"2023-05-07"
"36","Anglocore",NA,"2023-05-07"
"37","Anglo Gothic",NA,"2023-05-07"
"38","Angura",NA,"2023-05-07"
"39","Animecore",19,"2023-05-07"
"40","Anoncore",NA,"2023-05-07"
"41","Anti-Fashion",NA,"2023-05-07"
"42","Antique Grunge",48,"2023-05-07"
"43","Arcade",316,"2023-05-07"
"44","Arcadecore",NA,"2023-05-07"
"45","Art Academia",9790,"2023-05-07"
"46","Artcore",4,"2023-05-07"
"47","Art Deco",27843,"2023-05-07"
"48","Art Hoe",88,"2023-05-07"
"49","Art Nouveau",3597,"2023-05-07"
"50","Artificial Nature",6,"2023-05-07"
"51","Arts and Crafts Movement",64,"2023-05-07"
"52","Asian Baby Girl",8,"2023-05-07"
"53","Athlete",89,"2023-05-07"
"54","Atompunk",2,"2023-05-07"
"55","Auroracore",NA,"2023-05-07"
"56","Australiana",5,"2023-05-07"
"57","Australian Outback",5,"2023-05-07"
"58","Autumn",5358,"2023-05-07"
"59","Autumn Academia",304,"2023-05-07"
"60","Avant Apocalypse",NA,"2023-05-07"
"61","Avant-garde",120,"2023-05-07"
"62","Babycore",4,"2023-05-07"
"63","Babygirl",22,"2023-05-07"
"64","Back-to-School",12,"2023-05-07"
"65","Baddie",498,"2023-05-07"
"66","Ballet Academia",15,"2023-05-07"
"67","Balletcore",64,"2023-05-07"
"68","Baltic Violence Tumblr",NA,"2023-05-07"
"69","Barbiecore",119,"2023-05-07"
"70","Bardcore",1,"2023-05-07"
"71","Baroque",815,"2023-05-07"
"72","Bastardcore",NA,"2023-05-07"
"73","Bauhaus",1828,"2023-05-07"
"74","BDSM",149,"2023-05-07"
"75","Beach Bunny",15,"2023-05-07"
"76","Beach Day",1461,"2023-05-07"
"77","Beach Girl",1504,"2023-05-07"
"78","Beatnik",2,"2023-05-07"
"79","Biker",279,"2023-05-07"
"80","Bimbocore",13,"2023-05-07"
"81","Biopunk",2,"2023-05-07"
"82","Bizarro Fiction",NA,"2023-05-07"
"83","Blokecore",NA,"2023-05-07"
"84","Blokette",NA,"2023-05-07"
"85","Bloomcore",56,"2023-05-07"
"86","Blue Night",1536,"2023-05-07"
"87","Bodikon",NA,"2023-05-07"
"88","Bohemian",40504,"2023-05-07"
"89","Bombacore",NA,"2023-05-07"
"90","Bookstore Girl",10,"2023-05-07"
"91","Bosozoku",4,"2023-05-07"
"92","Boujee",1015,"2023-05-07"
"93","Breakcore",1,"2023-05-07"
"94","Brazilian Pop Bar",1,"2023-05-07"
"95","Britpop",49,"2023-05-07"
"96","Bro",116,"2023-05-07"
"97","Bronzepunk",NA,"2023-05-07"
"98","Bubble Bujo",9,"2023-05-07"
"99","Bubble Goth",23,"2023-05-07"
"100","Bubblegum Bitch",3,"2023-05-07"
