"","aesthetic","etsy_results","date"
"1","80s Heartthrob",NA,"2023-07-10"
"2","1950s Suburbia",NA,"2023-07-10"
"3","2000s Autumn",2,"2023-07-10"
"4","2010s Internet",NA,"2023-07-10"
"5","2014 Girly",1,"2023-07-10"
"6","2014 Tumblr",5,"2023-07-10"
"7","2020 Alt",161,"2023-07-10"
"8","2K1",NA,"2023-07-10"
"9","2K7",NA,"2023-07-10"
"10","2 Tone",698,"2023-07-10"
"11","80s Ballroom",NA,"2023-07-10"
"12","Abstract Tech",1115,"2023-07-10"
"13","Acid Pixie",NA,"2023-07-10"
"14","Acidwave",NA,"2023-07-10"
"15","Acubi",5,"2023-07-10"
"16","Adventure Pulp",1,"2023-07-10"
"17","Adventurecore",14,"2023-07-10"
"18","Aetherpunk",NA,"2023-07-10"
"19","Afro-Victorian",NA,"2023-07-10"
"20","Afrofuturism",7,"2023-07-10"
"21","After Hours",93,"2023-07-10"
"22","Agropeople",NA,"2023-07-10"
"23","Ah Beng",NA,"2023-07-10"
"24","Alien",796,"2023-07-10"
"25","Alternative",1774,"2023-07-10"
"26","Amateur Photography",NA,"2023-07-10"
"27","American Pioneers",1,"2023-07-10"
"28","American Revolution",5,"2023-07-10"
"29","American Thanksgiving",90,"2023-07-10"
"30","American Tourist Traps",NA,"2023-07-10"
"31","Americana",200,"2023-07-10"
"32","Analog Horror",NA,"2023-07-10"
"33","Ancient Egypt",189,"2023-07-10"
"34","Androgynous",28,"2023-07-10"
"35","Angelcore",185,"2023-07-10"
"36","Anglo Gothic",NA,"2023-07-10"
"37","Anglocore",NA,"2023-07-10"
"38","Angura",NA,"2023-07-10"
"39","Animecore",17,"2023-07-10"
"40","Anoncore",NA,"2023-07-10"
"41","Anti-Fashion",NA,"2023-07-10"
"42","Antique Grunge",54,"2023-07-10"
"43","Arabfunny",NA,"2023-07-10"
"44","Arcade",371,"2023-07-10"
"45","Arcadecore",NA,"2023-07-10"
"46","Art Academia",12467,"2023-07-10"
"47","Art Deco",27891,"2023-07-10"
"48","Art Hoe",118,"2023-07-10"
"49","Art Nouveau",4286,"2023-07-10"
"50","Artcore",4,"2023-07-10"
"51","Artificial Nature",11,"2023-07-10"
"52","Arts and Crafts Movement",64,"2023-07-10"
"53","Asian Baby Girl",11,"2023-07-10"
"54","Athlete",101,"2023-07-10"
"55","Atompunk",2,"2023-07-10"
"56","Auroracore",NA,"2023-07-10"
"57","Australian Outback",4,"2023-07-10"
"58","Australiana",4,"2023-07-10"
"59","Autumn",5936,"2023-07-10"
"60","Autumn Academia",325,"2023-07-10"
"61","Avant-garde",91,"2023-07-10"
"62","Avant Apocalypse",NA,"2023-07-10"
"63","B-Movie Horror",3,"2023-07-10"
"64","BDSM",130,"2023-07-10"
"65","Babycore",4,"2023-07-10"
"66","Babygirl",23,"2023-07-10"
"67","Back-to-School",20,"2023-07-10"
"68","Baddie",528,"2023-07-10"
"69","Bakala",NA,"2023-07-10"
"70","Ballet Academia",22,"2023-07-10"
"71","Balletcore",65,"2023-07-10"
"72","Baltic Violence Tumblr",NA,"2023-07-10"
"73","Barbiecore",200,"2023-07-10"
"74","Bardcore",NA,"2023-07-10"
"75","Baroque",929,"2023-07-10"
"76","Bastardcore",NA,"2023-07-10"
"77","Bauhaus",2099,"2023-07-10"
"78","Beach Bunny",21,"2023-07-10"
"79","Beach Day",1906,"2023-07-10"
"80","Beach Girl",2051,"2023-07-10"
"81","Beatnik",3,"2023-07-10"
"82","Biker",590,"2023-07-10"
"83","Bimbocore",16,"2023-07-10"
"84","Biopunk",2,"2023-07-10"
"85","Bizarro Fiction",NA,"2023-07-10"
"86","Black-Holed Meme",NA,"2023-07-10"
"87","Black Metal",2722,"2023-07-10"
"88","Bleak Crush",NA,"2023-07-10"
"89","Blokecore",NA,"2023-07-10"
"90","Blokette",NA,"2023-07-10"
"91","Bloomcore",66,"2023-07-10"
"92","Blue Night",1388,"2023-07-10"
"93","Bodikon",NA,"2023-07-10"
"94","Bohemian",43730,"2023-07-10"
"95","Bombacore",NA,"2023-07-10"
"96","Bookstore Girl",10,"2023-07-10"
"97","Bosozoku",4,"2023-07-10"
"98","Boujee",1055,"2023-07-10"
"99","Boy Next Door",NA,"2023-07-10"
"100","BrazilianPopBar",NA,"2023-07-10"
