"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-04-16"
"2","80s Heartthrob",NA,"2023-04-16"
"3","2-Tone",8,"2023-04-16"
"4","2000s Autumn",2,"2023-04-16"
"5","2014-era tumblr",NA,"2023-04-16"
"6","2014 Girly Tumblr",NA,"2023-04-16"
"7","2020 Alt",126,"2023-04-16"
"8","2K Animecore",8,"2023-04-16"
"9","2K1",NA,"2023-04-16"
"10","2K7",NA,"2023-04-16"
"11","70s Disco",23,"2023-04-16"
"12","80s Ballroom",NA,"2023-04-16"
"13","Abstract Tech",623,"2023-04-16"
"14","Acid Pixie",NA,"2023-04-16"
"15","Acidwave",NA,"2023-04-16"
"16","Acubi",4,"2023-04-16"
"17","Adventurecore",13,"2023-04-16"
"18","Adventure Pulp",NA,"2023-04-16"
"19","Aetherpunk",NA,"2023-04-16"
"20","Afrofuturism",1,"2023-04-16"
"21","Afro-Victorian",NA,"2023-04-16"
"22","After Hours",116,"2023-04-16"
"23","Agropeople",NA,"2023-04-16"
"24","Ah Beng",NA,"2023-04-16"
"25","Alien",650,"2023-04-16"
"26","Alternative",1594,"2023-04-16"
"27","Americana",171,"2023-04-16"
"28","American Pioneers",NA,"2023-04-16"
"29","American Revolution",3,"2023-04-16"
"30","American Thanksgiving",71,"2023-04-16"
"31","American Tourist Traps",NA,"2023-04-16"
"32","Analog Horror",NA,"2023-04-16"
"33","Ancient Egypt",230,"2023-04-16"
"34","Androgynous",22,"2023-04-16"
"35","Angelcore",140,"2023-04-16"
"36","Anglocore",NA,"2023-04-16"
"37","Anglo Gothic",NA,"2023-04-16"
"38","Angura",NA,"2023-04-16"
"39","Animecore",16,"2023-04-16"
"40","Anoncore",NA,"2023-04-16"
"41","Anti-Fashion",NA,"2023-04-16"
"42","Antique Grunge",45,"2023-04-16"
"43","Arcade",292,"2023-04-16"
"44","Arcadecore",NA,"2023-04-16"
"45","Art Academia",8701,"2023-04-16"
"46","Art Deco",28001,"2023-04-16"
"47","Art Hoe",70,"2023-04-16"
"48","Art Nouveau",3563,"2023-04-16"
"49","Artificial Nature",6,"2023-04-16"
"50","Arts and Crafts Movement",72,"2023-04-16"
"51","Asian Baby Girl",8,"2023-04-16"
"52","Athlete",83,"2023-04-16"
"53","Atompunk",2,"2023-04-16"
"54","Auroracore",NA,"2023-04-16"
"55","Australiana",5,"2023-04-16"
"56","Australian Outback",5,"2023-04-16"
"57","Autumn",4135,"2023-04-16"
"58","Autumn Academia",241,"2023-04-16"
"59","Avant Apocalypse",NA,"2023-04-16"
"60","Avant-garde",124,"2023-04-16"
"61","Babycore",3,"2023-04-16"
"62","Babygirl",17,"2023-04-16"
"63","Back-to-School",9,"2023-04-16"
"64","Baddie",412,"2023-04-16"
"65","Ballet Academia",11,"2023-04-16"
"66","Balletcore",57,"2023-04-16"
"67","Baltic Violence Tumblr",NA,"2023-04-16"
"68","Barbiecore",111,"2023-04-16"
"69","Bardcore",1,"2023-04-16"
"70","Baroque",708,"2023-04-16"
"71","Bastardcore",NA,"2023-04-16"
"72","Bauhaus",1747,"2023-04-16"
"73","BDSM",121,"2023-04-16"
"74","Beach Bunny",13,"2023-04-16"
"75","Beach Day",1222,"2023-04-16"
"76","Beatnik",2,"2023-04-16"
"77","Biker",239,"2023-04-16"
"78","Bimbocore",6,"2023-04-16"
"79","Biopunk",NA,"2023-04-16"
"80","Bizarro Fiction",NA,"2023-04-16"
"81","Black-Holed Meme",NA,"2023-04-16"
"82","Blokecore",NA,"2023-04-16"
"83","Bloomcore",47,"2023-04-16"
"84","Blue Night",1082,"2023-04-16"
"85","Bodikon",NA,"2023-04-16"
"86","Bohemian",38639,"2023-04-16"
"87","Bombacore",NA,"2023-04-16"
"88","Bookstore Girl",11,"2023-04-16"
"89","Bosozoku",4,"2023-04-16"
"90","Boujee",1021,"2023-04-16"
"91","Breakcore",2,"2023-04-16"
"92","Britpop",49,"2023-04-16"
"93","Bro",72,"2023-04-16"
"94","Bronzepunk",NA,"2023-04-16"
"95","Bubble Bujo",3,"2023-04-16"
"96","Bubble Goth",18,"2023-04-16"
"97","Bubblegum Bitch",3,"2023-04-16"
"98","Bubblegum Witch",8,"2023-04-16"
"99","Busukawaii",NA,"2023-04-16"
"100","Cabincore",84,"2023-04-16"
