"","aesthetic","depop_results","date"
"1","1950s Suburbia",NA,"2023-05-28"
"2","2-Tone",NA,"2023-05-28"
"3","2000s Autumn",NA,"2023-05-28"
"4","2010s Internet",NA,"2023-05-28"
"5","2014-era tumblr",NA,"2023-05-28"
"6","2014 Girly Tumblr",NA,"2023-05-28"
"7","2020 Alt",NA,"2023-05-28"
"8","2K1",NA,"2023-05-28"
"9","2K7",NA,"2023-05-28"
"10","80s Ballroom",NA,"2023-05-28"
"11","80s Heartthrob",NA,"2023-05-28"
"12","Abstract Tech",NA,"2023-05-28"
"13","Acid Pixie",NA,"2023-05-28"
"14","Acidwave",NA,"2023-05-28"
"15","Acubi",NA,"2023-05-28"
"16","Adventurecore",NA,"2023-05-28"
"17","Adventure Pulp",NA,"2023-05-28"
"18","Aetherpunk",NA,"2023-05-28"
"19","Afrofuturism",NA,"2023-05-28"
"20","Afro-Victorian",NA,"2023-05-28"
"21","After Hours",NA,"2023-05-28"
"22","Agropeople",NA,"2023-05-28"
"23","Ah Beng",NA,"2023-05-28"
"24","Alien",NA,"2023-05-28"
"25","Alternative",NA,"2023-05-28"
"26","Americana",NA,"2023-05-28"
"27","American Pioneers",NA,"2023-05-28"
"28","American Revolution",NA,"2023-05-28"
"29","American Thanksgiving",NA,"2023-05-28"
"30","American Tourist Traps",NA,"2023-05-28"
"31","Analog Horror",NA,"2023-05-28"
"32","Ancient Egypt",NA,"2023-05-28"
"33","Androgynous",NA,"2023-05-28"
"34","Angelcore",NA,"2023-05-28"
"35","Anglocore",NA,"2023-05-28"
"36","Anglo Gothic",NA,"2023-05-28"
"37","Angura",NA,"2023-05-28"
"38","Animecore",NA,"2023-05-28"
"39","Anoncore",NA,"2023-05-28"
"40","Anti-Fashion",NA,"2023-05-28"
"41","Antique Grunge",NA,"2023-05-28"
"42","Arcade",NA,"2023-05-28"
"43","Arcadecore",NA,"2023-05-28"
"44","Art Academia",NA,"2023-05-28"
"45","Artcore",NA,"2023-05-28"
"46","Art Deco",NA,"2023-05-28"
"47","Art Hoe",NA,"2023-05-28"
"48","Art Nouveau",NA,"2023-05-28"
"49","Artificial Nature",NA,"2023-05-28"
"50","Arts and Crafts Movement",NA,"2023-05-28"
"51","Asian Baby Girl",NA,"2023-05-28"
"52","Athlete",NA,"2023-05-28"
"53","Atompunk",NA,"2023-05-28"
"54","Auroracore",NA,"2023-05-28"
"55","Australiana",NA,"2023-05-28"
"56","Australian Outback",NA,"2023-05-28"
"57","Autumn",NA,"2023-05-28"
"58","Autumn Academia",NA,"2023-05-28"
"59","Avant Apocalypse",NA,"2023-05-28"
"60","Avant-garde",NA,"2023-05-28"
"61","Babycore",NA,"2023-05-28"
"62","Babygirl",NA,"2023-05-28"
"63","Back-to-School",NA,"2023-05-28"
"64","Baddie",NA,"2023-05-28"
"65","Ballet Academia",NA,"2023-05-28"
"66","Balletcore",NA,"2023-05-28"
"67","Baltic Violence Tumblr",NA,"2023-05-28"
"68","Barbiecore",NA,"2023-05-28"
"69","Bardcore",NA,"2023-05-28"
"70","Baroque",NA,"2023-05-28"
"71","Bastardcore",NA,"2023-05-28"
"72","Bauhaus",NA,"2023-05-28"
"73","BDSM",NA,"2023-05-28"
"74","Beach Bunny",NA,"2023-05-28"
"75","Beach Day",NA,"2023-05-28"
"76","Beach Girl",NA,"2023-05-28"
"77","Beatnik",NA,"2023-05-28"
"78","Biker",NA,"2023-05-28"
"79","Bimbocore",NA,"2023-05-28"
"80","Biopunk",NA,"2023-05-28"
"81","Bizarro Fiction",NA,"2023-05-28"
"82","Black Metal",NA,"2023-05-28"
"83","Blokecore",NA,"2023-05-28"
"84","Blokette",NA,"2023-05-28"
