"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-04-11"
"2","2-Tone",8,"2023-04-11"
"3","2000s Autumn",2,"2023-04-11"
"4","2014-era tumblr",NA,"2023-04-11"
"5","2014 Girly Tumblr",NA,"2023-04-11"
"6","2020 Alt",125,"2023-04-11"
"7","2K Animecore",7,"2023-04-11"
"8","2K1",NA,"2023-04-11"
"9","2K7",NA,"2023-04-11"
"10","80s Ballroom",NA,"2023-04-11"
"11","Abstract Tech",616,"2023-04-11"
"12","Acid Pixie",NA,"2023-04-11"
"13","Acidwave",NA,"2023-04-11"
"14","Acubi",4,"2023-04-11"
"15","Adventurecore",13,"2023-04-11"
"16","Adventure Pulp",NA,"2023-04-11"
"17","Aetherpunk",NA,"2023-04-11"
"18","Afrofuturism",2,"2023-04-11"
"19","Afro-Victorian",NA,"2023-04-11"
"20","After Hours",109,"2023-04-11"
"21","Agropeople",NA,"2023-04-11"
"22","Ah Beng",NA,"2023-04-11"
"23","Alien",649,"2023-04-11"
"24","Alternative",1631,"2023-04-11"
"25","Americana",175,"2023-04-11"
"26","American Pioneers",NA,"2023-04-11"
"27","American Revolution",3,"2023-04-11"
"28","American Thanksgiving",71,"2023-04-11"
"29","American Tourist Traps",NA,"2023-04-11"
"30","Analog Horror",NA,"2023-04-11"
"31","Ancient Egypt",209,"2023-04-11"
"32","Androgynous",22,"2023-04-11"
"33","Angelcore",145,"2023-04-11"
"34","Anglocore",NA,"2023-04-11"
"35","Anglo Gothic",NA,"2023-04-11"
"36","Angura",NA,"2023-04-11"
"37","Animecore",15,"2023-04-11"
"38","Anti-Fashion",NA,"2023-04-11"
"39","Antique Grunge",44,"2023-04-11"
"40","Arcade",288,"2023-04-11"
"41","Arcadecore",NA,"2023-04-11"
"42","Art Academia",8367,"2023-04-11"
"43","Art Deco",27684,"2023-04-11"
"44","Art Hoe",75,"2023-04-11"
"45","Art Nouveau",3482,"2023-04-11"
"46","Arts and Crafts Movement",75,"2023-04-11"
"47","Asian Baby Girl",8,"2023-04-11"
"48","Athlete",84,"2023-04-11"
"49","Atompunk",2,"2023-04-11"
"50","Auroracore",NA,"2023-04-11"
"51","Australiana",5,"2023-04-11"
"52","Australian Outback",5,"2023-04-11"
"53","Autumn",4110,"2023-04-11"
"54","Autumn Academia",230,"2023-04-11"
"55","Avant Apocalypse",NA,"2023-04-11"
"56","Avant-garde",126,"2023-04-11"
"57","Babycore",3,"2023-04-11"
"58","Babygirl",17,"2023-04-11"
"59","Back-to-School",9,"2023-04-11"
"60","Baddie",421,"2023-04-11"
"61","Ballet Academia",12,"2023-04-11"
"62","Balletcore",57,"2023-04-11"
"63","Baltic Violence Tumblr",NA,"2023-04-11"
"64","Barbiecore",111,"2023-04-11"
"65","Bardcore",1,"2023-04-11"
"66","Baroque",692,"2023-04-11"
"67","Bastardcore",NA,"2023-04-11"
"68","Bauhaus",1730,"2023-04-11"
"69","BDSM",126,"2023-04-11"
"70","Beach Bunny",15,"2023-04-11"
"71","Beach Day",1172,"2023-04-11"
"72","Beatnik",2,"2023-04-11"
"73","Biker",238,"2023-04-11"
"74","Bimbocore",4,"2023-04-11"
"75","Biopunk",NA,"2023-04-11"
"76","Bizarro Fiction",NA,"2023-04-11"
"77","Black-Holed Meme",NA,"2023-04-11"
"78","Bloomcore",46,"2023-04-11"
"79","Bodikon",NA,"2023-04-11"
"80","Bohemian",38109,"2023-04-11"
"81","Bombacore",NA,"2023-04-11"
"82","Bookstore Girl",11,"2023-04-11"
"83","Bosozoku",4,"2023-04-11"
"84","Boujee",1020,"2023-04-11"
"85","Breakcore",1,"2023-04-11"
"86","Britpop",49,"2023-04-11"
"87","Bro",65,"2023-04-11"
"88","Bronzepunk",NA,"2023-04-11"
"89","Bubble Bujo",3,"2023-04-11"
"90","Bubble Goth",16,"2023-04-11"
"91","Bubblegum Bitch",3,"2023-04-11"
"92","Bubblegum Witch",8,"2023-04-11"
"93","Cabincore",86,"2023-04-11"
"94","Cagole",NA,"2023-04-11"
"95","Camp",733,"2023-04-11"
"96","Campcore",NA,"2023-04-11"
"97","Cargopunk",NA,"2023-04-11"
"98","Carnivalcore",1,"2023-04-11"
"99","Cartelcore",NA,"2023-04-11"
"100","Cartooncore",1,"2023-04-11"
