"","aesthetic","etsy_results","date"
"1","80s heart-throb",NA,"2023-07-05"
"2","1950s Suburbia",NA,"2023-07-05"
"3","2000s Autumn",2,"2023-07-05"
"4","2010s Internet",NA,"2023-07-05"
"5","2014 Tumblr",5,"2023-07-05"
"6","2014 Girly",1,"2023-07-05"
"7","2020 Alt",164,"2023-07-05"
"8","2K1",NA,"2023-07-05"
"9","2K7",NA,"2023-07-05"
"10","2 Tone",697,"2023-07-05"
"11","80s Ballroom",NA,"2023-07-05"
"12","Abstract Tech",1131,"2023-07-05"
"13","Acid Pixie",NA,"2023-07-05"
"14","Acidwave",NA,"2023-07-05"
"15","Acubi",5,"2023-07-05"
"16","Adventure Pulp",1,"2023-07-05"
"17","Adventurecore",14,"2023-07-05"
"18","Aetherpunk",NA,"2023-07-05"
"19","Afro-Victorian",NA,"2023-07-05"
"20","Afrofuturism",7,"2023-07-05"
"21","After Hours",94,"2023-07-05"
"22","Agropeople",NA,"2023-07-05"
"23","Ah Beng",NA,"2023-07-05"
"24","Alien",784,"2023-07-05"
"25","Alternative",1770,"2023-07-05"
"26","Amateur Photography",1,"2023-07-05"
"27","American Pioneers",1,"2023-07-05"
"28","American Revolution",5,"2023-07-05"
"29","American Thanksgiving",77,"2023-07-05"
"30","American Tourist Traps",NA,"2023-07-05"
"31","Americana",190,"2023-07-05"
"32","Analog Horror",NA,"2023-07-05"
"33","Ancient Egypt",189,"2023-07-05"
"34","Androgynous",27,"2023-07-05"
"35","Angelcore",179,"2023-07-05"
"36","Anglo Gothic",NA,"2023-07-05"
"37","Anglocore",NA,"2023-07-05"
"38","Angura",NA,"2023-07-05"
"39","Animecore",23,"2023-07-05"
"40","Anoncore",NA,"2023-07-05"
"41","Anti-Fashion",NA,"2023-07-05"
"42","Antique Grunge",53,"2023-07-05"
"43","Arabfunny",NA,"2023-07-05"
"44","Arcade",358,"2023-07-05"
"45","Arcadecore",NA,"2023-07-05"
"46","Art Academia",12149,"2023-07-05"
"47","Art Deco",27527,"2023-07-05"
"48","Art Hoe",115,"2023-07-05"
"49","Art Nouveau",4166,"2023-07-05"
"50","Artcore",4,"2023-07-05"
"51","Artificial Nature",10,"2023-07-05"
"52","Arts and Crafts Movement",62,"2023-07-05"
"53","Asian Baby Girl",11,"2023-07-05"
"54","Athlete",92,"2023-07-05"
"55","Atompunk",2,"2023-07-05"
"56","Auroracore",NA,"2023-07-05"
"57","Australian Outback",4,"2023-07-05"
"58","Australiana",4,"2023-07-05"
"59","Autumn",5841,"2023-07-05"
"60","Autumn Academia",312,"2023-07-05"
"61","Avant-garde",119,"2023-07-05"
"62","Avant Apocalypse",NA,"2023-07-05"
"63","B-Movie Horror",3,"2023-07-05"
"64","BDSM",137,"2023-07-05"
"65","Babycore",4,"2023-07-05"
"66","Babygirl",23,"2023-07-05"
"67","Back-to-School",19,"2023-07-05"
"68","Baddie",529,"2023-07-05"
"69","Bakala",NA,"2023-07-05"
"70","Ballet Academia",23,"2023-07-05"
"71","Balletcore",64,"2023-07-05"
"72","Baltic Violence Tumblr",NA,"2023-07-05"
"73","Barbiecore",185,"2023-07-05"
"74","Bardcore",NA,"2023-07-05"
"75","Baroque",884,"2023-07-05"
"76","Bastardcore",NA,"2023-07-05"
"77","Bauhaus",2104,"2023-07-05"
"78","Beach Bunny",21,"2023-07-05"
"79","Beach Day",1856,"2023-07-05"
"80","Beach Girl",2017,"2023-07-05"
"81","Beatnik",3,"2023-07-05"
"82","Biker",582,"2023-07-05"
"83","Bimbocore",15,"2023-07-05"
"84","Biopunk",2,"2023-07-05"
"85","Bizarro Fiction",NA,"2023-07-05"
"86","Black-Holed Meme",NA,"2023-07-05"
"87","Black Metal",2700,"2023-07-05"
"88","Bleak Crush",NA,"2023-07-05"
"89","Blokecore",NA,"2023-07-05"
"90","Blokette",NA,"2023-07-05"
"91","Bloomcore",62,"2023-07-05"
"92","Blue Night",1391,"2023-07-05"
"93","Bodikon",NA,"2023-07-05"
"94","Bohemian",43103,"2023-07-05"
"95","Bombacore",NA,"2023-07-05"
"96","Bookstore Girl",11,"2023-07-05"
"97","Bosozoku",4,"2023-07-05"
"98","Boujee",1065,"2023-07-05"
"99","Boy Next Door",NA,"2023-07-05"
"100","BrazilianPopBar",NA,"2023-07-05"
