"","aesthetic","depop_results","date"
"1","70s Disco",1,"2023-03-01"
"2","2-Tone",336,"2023-03-01"
"3","1950s Suburbia",NA,"2023-03-01"
"4","2000s Autumn",NA,"2023-03-01"
"5","2014-era tumblr",NA,"2023-03-01"
"6","2014 Girly Tumblr",NA,"2023-03-01"
"7","2020 Alt",NA,"2023-03-01"
"8","2K Animecore",NA,"2023-03-01"
"9","Abstract Tech",NA,"2023-03-01"
"10","Acid Pixie",NA,"2023-03-01"
"11","Acidwave",3,"2023-03-01"
"12","Acubi",122,"2023-03-01"
"13","Adventure Pulp",NA,"2023-03-01"
"14","Adventurecore",38,"2023-03-01"
"15","Aetherpunk",NA,"2023-03-01"
"16","Afrofuturism",NA,"2023-03-01"
"17","Afro-Victorian",1,"2023-03-01"
"18","After Hours",253,"2023-03-01"
"19","Agropeople",NA,"2023-03-01"
"20","Ah Beng",NA,"2023-03-01"
"21","Alien",481,"2023-03-01"
"22","Alternative",9045,"2023-03-01"
"23","Americana",9,"2023-03-01"
"24","Analog Horror",NA,"2023-03-01"
"25","American Pioneers",NA,"2023-03-01"
"26","American Revolution",NA,"2023-03-01"
"27","American Thanksgiving",NA,"2023-03-01"
"28","American Tourist Traps",NA,"2023-03-01"
"29","Ancient Egypt",22,"2023-03-01"
"30","Androgynous",367,"2023-03-01"
"31","Anemoiacore",NA,"2023-03-01"
"32","Angelcore",1473,"2023-03-01"
"33","Anglocore",1330,"2023-03-01"
"34","Anglo Gothic",NA,"2023-03-01"
"35","Angura",47,"2023-03-01"
"36","Animecore",NA,"2023-03-01"
"37","Antique Grunge",NA,"2023-03-01"
"38","Anti-Fashion",30,"2023-03-01"
"39","Arcade",NA,"2023-03-01"
"40","Arcadecore",NA,"2023-03-01"
"41","Art Academia",NA,"2023-03-01"
"42","Arts and Crafts Movement",NA,"2023-03-01"
"43","Art Deco",NA,"2023-03-01"
"44","Art Hoe",NA,"2023-03-01"
"45","Art Nouveau",NA,"2023-03-01"
"46","Asian Baby Girl",NA,"2023-03-01"
"47","Athlete",273,"2023-03-01"
"48","Atompunk",1,"2023-03-01"
"49","Auroracore",4,"2023-03-01"
"50","Australiana",79,"2023-03-01"
"51","Australian Outback",NA,"2023-03-01"
"52","Autumn Academia",NA,"2023-03-01"
"53","Autumn",2,"2023-03-01"
"54","Avant Apocalypse",NA,"2023-03-01"
"55","Avant-garde",1744,"2023-03-01"
"56","Babycore",208,"2023-03-01"
"57","Babygirl",3945,"2023-03-01"
"58","Back-to-School",840,"2023-03-01"
"59","Baddie",4675,"2023-03-01"
"60","Ballet Academia",NA,"2023-03-01"
"61","Balletcore",1615,"2023-03-01"
"62","Baltic Violence Tumblr",NA,"2023-03-01"
"63","Barbiecore",312,"2023-03-01"
"64","Bardcore",1,"2023-03-01"
"65","Baroque",309,"2023-03-01"
"66","Bastardcore",1,"2023-03-01"
"67","Bauhaus",5,"2023-03-01"
"68","BDSM",72,"2023-03-01"
"69","Beach Bunny",NA,"2023-03-01"
"70","Beach Day",NA,"2023-03-01"
"71","Beatnik",17,"2023-03-01"
"72","Biker",2114,"2023-03-01"
"73","Bimbocore",218,"2023-03-01"
"74","Biopunk",170,"2023-03-01"
"75","Bizarro Fiction",NA,"2023-03-01"
"76","Black-Holed Meme",NA,"2023-03-01"
"77","Bloomcore",66,"2023-03-01"
"78","Bodikon",3,"2023-03-01"
"79","Bohemian",7962,"2023-03-01"
"80","Bombacore",132,"2023-03-01"
"81","Bookstore Girl",NA,"2023-03-01"
"82","Bosozoku",NA,"2023-03-01"
"83","Boujee",315,"2023-03-01"
"84","Breakcore",3,"2023-03-01"
"85","Britpop",66,"2023-03-01"
"86","Bro",NA,"2023-03-01"
"87","Bronzepunk",1,"2023-03-01"
"88","Bubble Bujo",NA,"2023-03-01"
"89","Bubble Goth",NA,"2023-03-01"
"90","Bubblegum Bitch",4,"2023-03-01"
"91","Bubblegum Witch",NA,"2023-03-01"
"92","Cabincore",140,"2023-03-01"
"93","Cagole",24,"2023-03-01"
"94","Camp",3,"2023-03-01"
"95","Campcore",6,"2023-03-01"
"96","Cargopunk",4,"2023-03-01"
"97","Carnivalcore",NA,"2023-03-01"
"98","Cartelcore",NA,"2023-03-01"
"99","Cartooncore",2,"2023-03-01"
"100","Casino",43,"2023-03-01"
"101","Cassette Futurism",NA,"2023-03-01"
"102","Celtic",273,"2023-03-01"
"103","Changelingcore",NA,"2023-03-01"
"104","Chaotic Academia",NA,"2023-03-01"
"105","Chav",1,"2023-03-01"
"106","Cheiron Crush",NA,"2023-03-01"
"107","Cherry Emoji Twitter",NA,"2023-03-01"
"108","Chic Modernist",NA,"2023-03-01"
"109","Cholo",4,"2023-03-01"
"110","Christcore",1,"2023-03-01"
"111","Christian Girl Autumn",NA,"2023-03-01"
"112","Christmas",2876,"2023-03-01"
"113","Chunyu",NA,"2023-03-01"
"114","City Pop",NA,"2023-03-01"
"115","Classic Academia",NA,"2023-03-01"
"116","Classic Lolita",NA,"2023-03-01"
"117","Classicism",NA,"2023-03-01"
"118","Cleancore",296,"2023-03-01"
"119","Clockpunk",NA,"2023-03-01"
"120","Clowncore",337,"2023-03-01"
"121","Club",NA,"2023-03-01"
"122","Club Kids",NA,"2023-03-01"
"123","Coastal Grandmother",232,"2023-03-01"
"124","Cutecore",292,"2023-03-01"
"125","Cyber Stylin",NA,"2023-03-01"
"126","Coffee House/Cafe",1,"2023-03-01"
"127","Coffinwood",NA,"2023-03-01"
"128","Comfy/Cozy",1219,"2023-03-01"
"129","Common White Girl",NA,"2023-03-01"
"130","Concore",4,"2023-03-01"
"131","Constructivism",3,"2023-03-01"
"132","Corporate",NA,"2023-03-01"
"133","Corporate Memphis",NA,"2023-03-01"
"134","Corporate Punk",NA,"2023-03-01"
"135","Cottagecore",23826,"2023-03-01"
"136","Cottagegore",18406,"2023-03-01"
"137","Coquette Academia",NA,"2023-03-01"
"138","Coquette",141,"2023-03-01"
"139","Country",963,"2023-03-01"
"140","Cozy Childhood Hideaway",NA,"2023-03-01"
"141","C-Pop",36,"2023-03-01"
"142","Crackhead",98,"2023-03-01"
"143","Craftcore",16,"2023-03-01"
"144","Cripplepunk",NA,"2023-03-01"
"145","Crowcore",14,"2023-03-01"
"146","Crustpunk",21,"2023-03-01"
"147","Cryptid Academia",NA,"2023-03-01"
"148","Cryptidcore",4,"2023-03-01"
"149","Cubism",4,"2023-03-01"
"150","Cuddle Party",NA,"2023-03-01"
"151","Cultcore",NA,"2023-03-01"
"152","Cult Party Kei",NA,"2023-03-01"
"153","Cyberdelic",2,"2023-03-01"
"154","Cyber Fairy Grunge",NA,"2023-03-01"
"155","Cyberghetto",68,"2023-03-01"
"156","Cybergoth",617,"2023-03-01"
"157","Cybergrunge",318,"2023-03-01"
"158","CyberneticPunk",NA,"2023-03-01"
"159","Cyberparadism",NA,"2023-03-01"
"160","Cyberpop",6,"2023-03-01"
"161","Cyberprep",3,"2023-03-01"
"162","Cyberpunk",759,"2023-03-01"
"163","Danish Pastel",1,"2023-03-01"
"164","DarkErrorcore",NA,"2023-03-01"
"165","Dark Academia",NA,"2023-03-01"
"166","Dark Fantasy",NA,"2023-03-01"
"167","Dark Naturalism",NA,"2023-03-01"
"168","Dark Nautical",NA,"2023-03-01"
"169","Dark Nymphet",NA,"2023-03-01"
"170","Dark Paradise",NA,"2023-03-01"
"171","Darkcore",11,"2023-03-01"
"172","Darkest Academia",NA,"2023-03-01"
"173","Daydreampunk",1,"2023-03-01"
"174","Dazecore",3,"2023-03-01"
"175","De Stijl",NA,"2023-03-01"
"176","Deathcore",53,"2023-03-01"
"177","Deathrock",10,"2023-03-01"
"178","Decopunk",4,"2023-03-01"
"179","Decora",3397,"2023-03-01"
"180","Delicate Sweet",120,"2023-03-01"
"181","Desertwave",2,"2023-03-01"
"182","Desi Romantic Academia",NA,"2023-03-01"
"183","Dethereal",NA,"2023-03-01"
"184","Devilcore",28,"2023-03-01"
"185","Dieselpunk",2,"2023-03-01"
"186","Diner",519,"2023-03-01"
"187","Dionysism",1,"2023-03-01"
"188","Dollette",2771,"2023-03-01"
"189","Dolly Kei",NA,"2023-03-01"
"190","Doodlecore",1,"2023-03-01"
"191","Downtown Girl",NA,"2023-03-01"
"192","Dracopunk",4,"2023-03-01"
"193","Dragoncore",4,"2023-03-01"
"194","Drain",401,"2023-03-01"
"195","Dreamcore",66,"2023-03-01"
"196","Dreamy",2013,"2023-03-01"
"197","Drugcore",NA,"2023-03-01"
"198","Dual Kawaii",NA,"2023-03-01"
"199","Dullcore",485,"2023-03-01"
"200","Dungeon Synth",NA,"2023-03-01"
"201","E-Boy",4786,"2023-03-01"
"202","E-Girl",18078,"2023-03-01"
"203","Earthcore",779,"2023-03-01"
"204","ElectroPop 08",NA,"2023-03-01"
"205","Electro Swing",NA,"2023-03-01"
"206","Elizabethan England",NA,"2023-03-01"
"207","Emo",NA,"2023-03-01"
"208","English Major",7,"2023-03-01"
"209","Equestrian",107,"2023-03-01"
"210","Erokawa",NA,"2023-03-01"
"211","Eshay",9,"2023-03-01"
"212","Ethereal",NA,"2023-03-01"
"213","Europunk",NA,"2023-03-01"
"214","Expressionism",21,"2023-03-01"
"215","Fairy Academia",NA,"2023-03-01"
"216","Fairy Grunge",NA,"2023-03-01"
"217","Fairy Kei",NA,"2023-03-01"
"218","Fairy Tale",NA,"2023-03-01"
"219","Fairycore",13119,"2023-03-01"
"220","Fanfare",1,"2023-03-01"
"221","Fantasy",NA,"2023-03-01"
"222","Fantasy Astronomy",NA,"2023-03-01"
"223","Fashwave",NA,"2023-03-01"
"224","Farmers Daughter",39,"2023-03-01"
"225","Fauvism",NA,"2023-03-01"
"226","Femboy",14,"2023-03-01"
"227","Femcel Weeaboo",NA,"2023-03-01"
"228","Femme Fatale",113,"2023-03-01"
"229","Feralcore",19,"2023-03-01"
"230","Film Noir",24,"2023-03-01"
"231","Flapper",54,"2023-03-01"
"232","Flat Design",NA,"2023-03-01"
"233","Folk Punk",NA,"2023-03-01"
"234","Foodie",18,"2023-03-01"
"235","Forestpunk",58,"2023-03-01"
"236","French Girl",NA,"2023-03-01"
"237","French Girly",19,"2023-03-01"
"238","Frogcore",14,"2023-03-01"
"239","Frutiger Aero",NA,"2023-03-01"
"240","Frutiger Metro",NA,"2023-03-01"
"241","Funky Seasons",70,"2023-03-01"
"242","Furry",323,"2023-03-01"
"243","Futurism",NA,"2023-03-01"
"244","Gadgetpunk",NA,"2023-03-01"
"245","Game Night",NA,"2023-03-01"
"246","Gamercore",NA,"2023-03-01"
