"","aesthetic","etsy_results","date"
"1","80s heart-throb",NA,"2023-07-08"
"2","1950s Suburbia",NA,"2023-07-08"
"3","2000s Autumn",2,"2023-07-08"
"4","2010s Internet",NA,"2023-07-08"
"5","2014 Girly",1,"2023-07-08"
"6","2014 Tumblr",5,"2023-07-08"
"7","2020 Alt",163,"2023-07-08"
"8","2K1",NA,"2023-07-08"
"9","2K7",NA,"2023-07-08"
"10","2 Tone",716,"2023-07-08"
"11","80s Ballroom",NA,"2023-07-08"
"12","Abstract Tech",1137,"2023-07-08"
"13","Acid Pixie",NA,"2023-07-08"
"14","Acidwave",NA,"2023-07-08"
"15","Acubi",5,"2023-07-08"
"16","Adventure Pulp",1,"2023-07-08"
"17","Adventurecore",15,"2023-07-08"
"18","Aetherpunk",NA,"2023-07-08"
"19","Afro-Victorian",NA,"2023-07-08"
"20","Afrofuturism",7,"2023-07-08"
"21","After Hours",91,"2023-07-08"
"22","Agropeople",NA,"2023-07-08"
"23","Ah Beng",NA,"2023-07-08"
"24","Alien",816,"2023-07-08"
"25","Alternative",1779,"2023-07-08"
"26","Amateur Photography",1,"2023-07-08"
"27","American Pioneers",1,"2023-07-08"
"28","American Revolution",5,"2023-07-08"
"29","American Thanksgiving",89,"2023-07-08"
"30","American Tourist Traps",NA,"2023-07-08"
"31","Americana",204,"2023-07-08"
"32","Analog Horror",NA,"2023-07-08"
"33","Ancient Egypt",192,"2023-07-08"
"34","Androgynous",27,"2023-07-08"
"35","Angelcore",184,"2023-07-08"
"36","Anglo Gothic",NA,"2023-07-08"
"37","Anglocore",NA,"2023-07-08"
"38","Angura",NA,"2023-07-08"
"39","Animecore",18,"2023-07-08"
"40","Anoncore",NA,"2023-07-08"
"41","Anti-Fashion",NA,"2023-07-08"
"42","Antique Grunge",54,"2023-07-08"
"43","Arabfunny",NA,"2023-07-08"
"44","Arcade",462,"2023-07-08"
"45","Arcadecore",1,"2023-07-08"
"46","Art Academia",12348,"2023-07-08"
"47","Art Deco",28146,"2023-07-08"
"48","Art Hoe",117,"2023-07-08"
"49","Art Nouveau",4257,"2023-07-08"
"50","Artcore",4,"2023-07-08"
"51","Artificial Nature",11,"2023-07-08"
"52","Arts and Crafts Movement",72,"2023-07-08"
"53","Asian Baby Girl",11,"2023-07-08"
"54","Athlete",95,"2023-07-08"
"55","Atompunk",2,"2023-07-08"
"56","Auroracore",NA,"2023-07-08"
"57","Australian Outback",4,"2023-07-08"
"58","Australiana",4,"2023-07-08"
"59","Autumn",5923,"2023-07-08"
"60","Autumn Academia",322,"2023-07-08"
"61","Avant-garde",119,"2023-07-08"
"62","Avant Apocalypse",NA,"2023-07-08"
"63","B-Movie Horror",3,"2023-07-08"
"64","BDSM",133,"2023-07-08"
"65","Babycore",4,"2023-07-08"
"66","Babygirl",25,"2023-07-08"
"67","Back-to-School",20,"2023-07-08"
"68","Baddie",534,"2023-07-08"
"69","Bakala",NA,"2023-07-08"
"70","Ballet Academia",22,"2023-07-08"
"71","Balletcore",66,"2023-07-08"
"72","Baltic Violence Tumblr",NA,"2023-07-08"
"73","Barbiecore",194,"2023-07-08"
"74","Bardcore",NA,"2023-07-08"
"75","Baroque",902,"2023-07-08"
"76","Bastardcore",NA,"2023-07-08"
"77","Bauhaus",2121,"2023-07-08"
"78","Beach Bunny",21,"2023-07-08"
"79","Beach Day",1919,"2023-07-08"
"80","Beach Girl",2053,"2023-07-08"
"81","Beatnik",3,"2023-07-08"
"82","Biker",588,"2023-07-08"
"83","Bimbocore",15,"2023-07-08"
"84","Biopunk",2,"2023-07-08"
"85","Bizarro Fiction",NA,"2023-07-08"
"86","Black-Holed Meme",NA,"2023-07-08"
"87","Black Metal",2674,"2023-07-08"
"88","Bleak Crush",NA,"2023-07-08"
"89","Blokecore",NA,"2023-07-08"
"90","Blokette",NA,"2023-07-08"
"91","Bloomcore",66,"2023-07-08"
"92","Blue Night",1399,"2023-07-08"
"93","Bodikon",NA,"2023-07-08"
"94","Bohemian",50752,"2023-07-08"
"95","Bombacore",NA,"2023-07-08"
"96","Bookstore Girl",10,"2023-07-08"
"97","Bosozoku",4,"2023-07-08"
"98","Boujee",1060,"2023-07-08"
"99","Boy Next Door",NA,"2023-07-08"
"100","BrazilianPopBar",NA,"2023-07-08"
