"","aesthetic","depop_results","date"
"1","80s Heartthrob",NA,"2023-07-10"
"2","1950s Suburbia",NA,"2023-07-10"
"3","2000s Autumn",NA,"2023-07-10"
"4","2010s Internet",NA,"2023-07-10"
"5","2014 Girly",NA,"2023-07-10"
"6","2014 Tumblr",NA,"2023-07-10"
"7","2020 Alt",NA,"2023-07-10"
"8","2K1",NA,"2023-07-10"
"9","2K7",NA,"2023-07-10"
"10","2 Tone",NA,"2023-07-10"
"11","80s Ballroom",NA,"2023-07-10"
"12","Abstract Tech",NA,"2023-07-10"
"13","Acid Pixie",NA,"2023-07-10"
"14","Acidwave",NA,"2023-07-10"
"15","Acubi",NA,"2023-07-10"
"16","Adventure Pulp",NA,"2023-07-10"
"17","Adventurecore",NA,"2023-07-10"
"18","Aetherpunk",NA,"2023-07-10"
"19","Afro-Victorian",NA,"2023-07-10"
"20","Afrofuturism",NA,"2023-07-10"
"21","After Hours",NA,"2023-07-10"
"22","Agropeople",NA,"2023-07-10"
"23","Ah Beng",NA,"2023-07-10"
"24","Alien",NA,"2023-07-10"
"25","Alternative",NA,"2023-07-10"
"26","Amateur Photography",NA,"2023-07-10"
"27","American Pioneers",NA,"2023-07-10"
"28","American Revolution",NA,"2023-07-10"
"29","American Thanksgiving",NA,"2023-07-10"
"30","American Tourist Traps",NA,"2023-07-10"
"31","Americana",NA,"2023-07-10"
"32","Analog Horror",NA,"2023-07-10"
"33","Ancient Egypt",NA,"2023-07-10"
"34","Androgynous",NA,"2023-07-10"
"35","Angelcore",NA,"2023-07-10"
"36","Anglo Gothic",NA,"2023-07-10"
"37","Anglocore",NA,"2023-07-10"
"38","Angura",NA,"2023-07-10"
"39","Animecore",NA,"2023-07-10"
"40","Anoncore",NA,"2023-07-10"
"41","Anti-Fashion",NA,"2023-07-10"
"42","Antique Grunge",NA,"2023-07-10"
"43","Arabfunny",NA,"2023-07-10"
"44","Arcade",NA,"2023-07-10"
"45","Arcadecore",NA,"2023-07-10"
"46","Art Academia",NA,"2023-07-10"
"47","Art Deco",NA,"2023-07-10"
"48","Art Hoe",NA,"2023-07-10"
"49","Art Nouveau",NA,"2023-07-10"
"50","Artcore",NA,"2023-07-10"
"51","Artificial Nature",NA,"2023-07-10"
"52","Arts and Crafts Movement",NA,"2023-07-10"
"53","Asian Baby Girl",NA,"2023-07-10"
"54","Athlete",NA,"2023-07-10"
"55","Atompunk",NA,"2023-07-10"
"56","Auroracore",NA,"2023-07-10"
"57","Australian Outback",NA,"2023-07-10"
"58","Australiana",NA,"2023-07-10"
"59","Autumn",NA,"2023-07-10"
"60","Autumn Academia",NA,"2023-07-10"
"61","Avant-garde",NA,"2023-07-10"
"62","Avant Apocalypse",NA,"2023-07-10"
"63","B-Movie Horror",NA,"2023-07-10"
"64","BDSM",NA,"2023-07-10"
"65","Babycore",NA,"2023-07-10"
"66","Babygirl",NA,"2023-07-10"
"67","Back-to-School",NA,"2023-07-10"
"68","Baddie",NA,"2023-07-10"
"69","Bakala",NA,"2023-07-10"
"70","Ballet Academia",NA,"2023-07-10"
"71","Balletcore",NA,"2023-07-10"
"72","Baltic Violence Tumblr",NA,"2023-07-10"
"73","Barbiecore",NA,"2023-07-10"
"74","Bardcore",NA,"2023-07-10"
"75","Baroque",NA,"2023-07-10"
"76","Bastardcore",NA,"2023-07-10"
"77","Bauhaus",NA,"2023-07-10"
"78","Beach Bunny",NA,"2023-07-10"
"79","Beach Day",NA,"2023-07-10"
"80","Beach Girl",NA,"2023-07-10"
"81","Beatnik",NA,"2023-07-10"
"82","Biker",NA,"2023-07-10"
"83","Bimbocore",NA,"2023-07-10"
"84","Biopunk",NA,"2023-07-10"
"85","Bizarro Fiction",NA,"2023-07-10"
"86","Black-Holed Meme",NA,"2023-07-10"
"87","Black Metal",NA,"2023-07-10"
"88","Bleak Crush",NA,"2023-07-10"
"89","Blokecore",NA,"2023-07-10"
"90","Blokette",NA,"2023-07-10"
"91","Bloomcore",NA,"2023-07-10"
"92","Blue Night",NA,"2023-07-10"
"93","Bodikon",NA,"2023-07-10"
