"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-05-09"
"2","80s Heartthrob",NA,"2023-05-09"
"3","2-Tone",8,"2023-05-09"
"4","2000s Autumn",2,"2023-05-09"
"5","2010s Internet",NA,"2023-05-09"
"6","2014-era tumblr",NA,"2023-05-09"
"7","2014 Girly Tumblr",NA,"2023-05-09"
"8","2020 Alt",148,"2023-05-09"
"9","2K Animecore",9,"2023-05-09"
"10","2K1",NA,"2023-05-09"
"11","2K7",NA,"2023-05-09"
"12","80s Ballroom",NA,"2023-05-09"
"13","Abstract Tech",1183,"2023-05-09"
"14","Acid Pixie",NA,"2023-05-09"
"15","Acidwave",NA,"2023-05-09"
"16","Acubi",3,"2023-05-09"
"17","Adventurecore",16,"2023-05-09"
"18","Adventure Pulp",1,"2023-05-09"
"19","Aetherpunk",NA,"2023-05-09"
"20","Afrofuturism",4,"2023-05-09"
"21","Afro-Victorian",NA,"2023-05-09"
"22","After Hours",95,"2023-05-09"
"23","Agropeople",NA,"2023-05-09"
"24","Ah Beng",NA,"2023-05-09"
"25","Alien",765,"2023-05-09"
"26","Alternative",1659,"2023-05-09"
"27","Americana",172,"2023-05-09"
"28","American Pioneers",NA,"2023-05-09"
"29","American Revolution",3,"2023-05-09"
"30","American Thanksgiving",73,"2023-05-09"
"31","American Tourist Traps",NA,"2023-05-09"
"32","Analog Horror",NA,"2023-05-09"
"33","Ancient Egypt",167,"2023-05-09"
"34","Androgynous",29,"2023-05-09"
"35","Angelcore",160,"2023-05-09"
"36","Anglocore",NA,"2023-05-09"
"37","Anglo Gothic",NA,"2023-05-09"
"38","Angura",NA,"2023-05-09"
"39","Animecore",19,"2023-05-09"
"40","Anoncore",NA,"2023-05-09"
"41","Anti-Fashion",NA,"2023-05-09"
"42","Antique Grunge",48,"2023-05-09"
"43","Arcade",318,"2023-05-09"
"44","Arcadecore",NA,"2023-05-09"
"45","Art Academia",9947,"2023-05-09"
"46","Artcore",4,"2023-05-09"
"47","Art Deco",27717,"2023-05-09"
"48","Art Hoe",85,"2023-05-09"
"49","Art Nouveau",3608,"2023-05-09"
"50","Artificial Nature",6,"2023-05-09"
"51","Arts and Crafts Movement",65,"2023-05-09"
"52","Asian Baby Girl",8,"2023-05-09"
"53","Athlete",89,"2023-05-09"
"54","Atompunk",2,"2023-05-09"
"55","Auroracore",NA,"2023-05-09"
"56","Australiana",5,"2023-05-09"
"57","Australian Outback",5,"2023-05-09"
"58","Autumn",5398,"2023-05-09"
"59","Autumn Academia",308,"2023-05-09"
"60","Avant Apocalypse",NA,"2023-05-09"
"61","Avant-garde",121,"2023-05-09"
"62","Babycore",4,"2023-05-09"
"63","Babygirl",22,"2023-05-09"
"64","Back-to-School",12,"2023-05-09"
"65","Baddie",465,"2023-05-09"
"66","Ballet Academia",15,"2023-05-09"
"67","Balletcore",60,"2023-05-09"
"68","Baltic Violence Tumblr",NA,"2023-05-09"
"69","Barbiecore",119,"2023-05-09"
"70","Bardcore",1,"2023-05-09"
"71","Baroque",824,"2023-05-09"
"72","Bastardcore",NA,"2023-05-09"
"73","Bauhaus",1835,"2023-05-09"
"74","BDSM",142,"2023-05-09"
"75","Beach Bunny",15,"2023-05-09"
"76","Beach Day",1474,"2023-05-09"
"77","Beach Girl",1503,"2023-05-09"
"78","Beatnik",2,"2023-05-09"
"79","Biker",281,"2023-05-09"
"80","Bimbocore",14,"2023-05-09"
"81","Biopunk",2,"2023-05-09"
"82","Bizarro Fiction",NA,"2023-05-09"
"83","Blokecore",NA,"2023-05-09"
"84","Blokette",NA,"2023-05-09"
"85","Bloomcore",57,"2023-05-09"
"86","Blue Night",1535,"2023-05-09"
"87","Bodikon",NA,"2023-05-09"
"88","Bohemian",40814,"2023-05-09"
"89","Bombacore",NA,"2023-05-09"
"90","Bookstore Girl",10,"2023-05-09"
"91","Bosozoku",4,"2023-05-09"
"92","Boujee",1015,"2023-05-09"
"93","Breakcore",1,"2023-05-09"
"94","Brazilian Pop Bar",1,"2023-05-09"
"95","Britpop",49,"2023-05-09"
"96","Bro",98,"2023-05-09"
"97","Bronzepunk",NA,"2023-05-09"
"98","Bubble Bujo",9,"2023-05-09"
"99","Bubble Goth",22,"2023-05-09"
"100","Bubblegum Bitch",3,"2023-05-09"
