"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-04-15"
"2","80s Heartthrob",NA,"2023-04-15"
"3","2-Tone",8,"2023-04-15"
"4","2000s Autumn",2,"2023-04-15"
"5","2014-era tumblr",NA,"2023-04-15"
"6","2014 Girly Tumblr",NA,"2023-04-15"
"7","2020 Alt",124,"2023-04-15"
"8","2K Animecore",8,"2023-04-15"
"9","2K1",NA,"2023-04-15"
"10","2K7",NA,"2023-04-15"
"11","70s Disco",23,"2023-04-15"
"12","80s Ballroom",NA,"2023-04-15"
"13","Abstract Tech",621,"2023-04-15"
"14","Acid Pixie",NA,"2023-04-15"
"15","Acidwave",NA,"2023-04-15"
"16","Acubi",4,"2023-04-15"
"17","Adventurecore",13,"2023-04-15"
"18","Adventure Pulp",NA,"2023-04-15"
"19","Aetherpunk",NA,"2023-04-15"
"20","Afrofuturism",1,"2023-04-15"
"21","Afro-Victorian",NA,"2023-04-15"
"22","After Hours",115,"2023-04-15"
"23","Agropeople",NA,"2023-04-15"
"24","Ah Beng",NA,"2023-04-15"
"25","Alien",652,"2023-04-15"
"26","Alternative",1600,"2023-04-15"
"27","Americana",171,"2023-04-15"
"28","American Pioneers",NA,"2023-04-15"
"29","American Revolution",3,"2023-04-15"
"30","American Thanksgiving",72,"2023-04-15"
"31","American Tourist Traps",NA,"2023-04-15"
"32","Analog Horror",NA,"2023-04-15"
"33","Ancient Egypt",230,"2023-04-15"
"34","Androgynous",22,"2023-04-15"
"35","Angelcore",142,"2023-04-15"
"36","Anglocore",NA,"2023-04-15"
"37","Anglo Gothic",NA,"2023-04-15"
"38","Angura",NA,"2023-04-15"
"39","Animecore",16,"2023-04-15"
"40","Anoncore",NA,"2023-04-15"
"41","Anti-Fashion",NA,"2023-04-15"
"42","Antique Grunge",45,"2023-04-15"
"43","Arcade",295,"2023-04-15"
"44","Arcadecore",NA,"2023-04-15"
"45","Art Academia",8644,"2023-04-15"
"46","Art Deco",27929,"2023-04-15"
"47","Art Hoe",70,"2023-04-15"
"48","Art Nouveau",3572,"2023-04-15"
"49","Artificial Nature",6,"2023-04-15"
"50","Arts and Crafts Movement",75,"2023-04-15"
"51","Asian Baby Girl",8,"2023-04-15"
"52","Athlete",83,"2023-04-15"
"53","Atompunk",2,"2023-04-15"
"54","Auroracore",NA,"2023-04-15"
"55","Australiana",5,"2023-04-15"
"56","Australian Outback",5,"2023-04-15"
"57","Autumn",4125,"2023-04-15"
"58","Autumn Academia",238,"2023-04-15"
"59","Avant Apocalypse",NA,"2023-04-15"
"60","Avant-garde",126,"2023-04-15"
"61","Babycore",3,"2023-04-15"
"62","Babygirl",17,"2023-04-15"
"63","Back-to-School",9,"2023-04-15"
"64","Baddie",412,"2023-04-15"
"65","Ballet Academia",11,"2023-04-15"
"66","Balletcore",57,"2023-04-15"
"67","Baltic Violence Tumblr",NA,"2023-04-15"
"68","Barbiecore",111,"2023-04-15"
"69","Bardcore",1,"2023-04-15"
"70","Baroque",703,"2023-04-15"
"71","Bastardcore",NA,"2023-04-15"
"72","Bauhaus",1745,"2023-04-15"
"73","BDSM",123,"2023-04-15"
"74","Beach Bunny",13,"2023-04-15"
"75","Beach Day",1234,"2023-04-15"
"76","Beatnik",2,"2023-04-15"
"77","Biker",239,"2023-04-15"
"78","Bimbocore",6,"2023-04-15"
"79","Biopunk",NA,"2023-04-15"
"80","Bizarro Fiction",NA,"2023-04-15"
"81","Black-Holed Meme",NA,"2023-04-15"
"82","Blokecore",NA,"2023-04-15"
"83","Bloomcore",46,"2023-04-15"
"84","Blue Night",1077,"2023-04-15"
"85","Bodikon",NA,"2023-04-15"
"86","Bohemian",38461,"2023-04-15"
"87","Bombacore",NA,"2023-04-15"
"88","Bookstore Girl",11,"2023-04-15"
"89","Bosozoku",4,"2023-04-15"
"90","Boujee",1022,"2023-04-15"
"91","Breakcore",2,"2023-04-15"
"92","Britpop",49,"2023-04-15"
"93","Bro",72,"2023-04-15"
"94","Bronzepunk",NA,"2023-04-15"
"95","Bubble Bujo",3,"2023-04-15"
"96","Bubble Goth",18,"2023-04-15"
"97","Bubblegum Bitch",3,"2023-04-15"
"98","Bubblegum Witch",8,"2023-04-15"
"99","Busukawaii",NA,"2023-04-15"
"100","Cabincore",86,"2023-04-15"
