"","aesthetic","depop_results","date"
"1","'70s Disco",3,"2022-12-28"
"2","2-Tone",310,"2022-12-28"
"3","1950's Suburbia",NA,"2022-12-28"
"4","vampire gf",2,"2022-12-28"
"5","2014 Girly Tumblr",NA,"2022-12-28"
"6","2K Animecore",NA,"2022-12-28"
"7","Abstract Tech",NA,"2022-12-28"
"8","Acid Pixie",NA,"2022-12-28"
"9","Acidwave",3,"2022-12-28"
"10","Acubi",61,"2022-12-28"
"11","Adventure Pulp",NA,"2022-12-28"
"12","Adventurecore",41,"2022-12-28"
"13","Aetherpunk",NA,"2022-12-28"
"14","Afrofuturism",NA,"2022-12-28"
"15","Afro-Victorian",NA,"2022-12-28"
"16","After Hours",254,"2022-12-28"
"17","Agropeople",NA,"2022-12-28"
"18","Alien",542,"2022-12-28"
"19","Alternative",8760,"2022-12-28"
"20","Americana",10,"2022-12-28"
"21","Analog Horror",NA,"2022-12-28"
"22","American Pioneers",NA,"2022-12-28"
"23","American Revolution",NA,"2022-12-28"
"24","American Thanksgiving",NA,"2022-12-28"
"25","American Tourist Traps",NA,"2022-12-28"
"26","Ancient Egypt",22,"2022-12-28"
"27","Androgynous",424,"2022-12-28"
"28","Anemoiacore",NA,"2022-12-28"
"29","Angelcore",1224,"2022-12-28"
"30","Anglocore",1110,"2022-12-28"
"31","Anglo Gothic",NA,"2022-12-28"
"32","Angura Kei",NA,"2022-12-28"
"33","Animecore",NA,"2022-12-28"
"34","Antique Grunge",NA,"2022-12-28"
"35","Anti-Fashion",30,"2022-12-28"
"36","Arcade",NA,"2022-12-28"
"37","Arcadecore",NA,"2022-12-28"
"38","Art Academia",NA,"2022-12-28"
"39","Arts and Crafts Movement",NA,"2022-12-28"
"40","Art Deco",NA,"2022-12-28"
"41","Art Hoe",NA,"2022-12-28"
"42","Art Nouveau",NA,"2022-12-28"
"43","Asian Baby Girl",NA,"2022-12-28"
"44","Athlete",255,"2022-12-28"
"45","Atompunk",NA,"2022-12-28"
"46","Auroracore",4,"2022-12-28"
"47","Autumn Academia",NA,"2022-12-28"
"48","Autumn",2,"2022-12-28"
"49","Avant Apocalypse",NA,"2022-12-28"
"50","Avant-garde",1583,"2022-12-28"
"51","Babycore",187,"2022-12-28"
"52","Babygirl",4299,"2022-12-28"
"53","Back-to-School",914,"2022-12-28"
"54","Baddie",4772,"2022-12-28"
"55","Ballet Academia",NA,"2022-12-28"
"56","Baltic Violence Tumblr",NA,"2022-12-28"
"57","Barbiecore",235,"2022-12-28"
"58","Bardcore",1,"2022-12-28"
"59","Baroque",282,"2022-12-28"
"60","Bastardcore",1,"2022-12-28"
"61","Bauhaus",8,"2022-12-28"
"62","BDSM",70,"2022-12-28"
"63","Beach Bunny",NA,"2022-12-28"
"64","Beach Day",NA,"2022-12-28"
"65","Beatnik",22,"2022-12-28"
"66","Biker",1933,"2022-12-28"
"67","Bimbocore",189,"2022-12-28"
"68","Biohazard",7,"2022-12-28"
"69","Biopunk",114,"2022-12-28"
"70","Bizarro Fiction",NA,"2022-12-28"
"71","Black-Holed Meme",NA,"2022-12-28"
"72","Bloomcore",60,"2022-12-28"
"73","Bodikon",3,"2022-12-28"
"74","Bohemian",7462,"2022-12-28"
"75","Bombacore",107,"2022-12-28"
"76","Bookstore Girl",NA,"2022-12-28"
"77","Bosozoku",1,"2022-12-28"
"78","Boujee",353,"2022-12-28"
"79","Breakcore",3,"2022-12-28"
"80","Britpop",66,"2022-12-28"
"81","Brocore",NA,"2022-12-28"
"82","Bronzepunk",1,"2022-12-28"
"83","Bunni Frog",NA,"2022-12-28"
"84","Bubble Bujo",NA,"2022-12-28"
"85","Bubble Goth",NA,"2022-12-28"
"86","Bubblegum Bitch",3,"2022-12-28"
"87","Bubblegum Witch",NA,"2022-12-28"
"88","Cabincore",159,"2022-12-28"
"89","Cagole",20,"2022-12-28"
"90","Camp",5,"2022-12-28"
"91","Campcore",13,"2022-12-28"
"92","Candycore",61,"2022-12-28"
"93","Cargopunk",4,"2022-12-28"
"94","Carnivalcore",1,"2022-12-28"
"95","Cartelcore",NA,"2022-12-28"
"96","Cartooncore",2,"2022-12-28"
"97","Casino",41,"2022-12-28"
"98","Cassette Futurism",NA,"2022-12-28"
"99","Celtic",258,"2022-12-28"
"100","Changelingcore",NA,"2022-12-28"
"101","Chaotic Academia",NA,"2022-12-28"
"102","Chav",1,"2022-12-28"
"103","Cheiron Crush",NA,"2022-12-28"
"104","Cherry Emoji Twitter",NA,"2022-12-28"
"105","Chic Modernist",NA,"2022-12-28"
"106","Cholo",6,"2022-12-28"
"107","Christcore",1,"2022-12-28"
"108","Christian Girl Autumn",NA,"2022-12-28"
"109","Christmas",3059,"2022-12-28"
"110","Chunyu",NA,"2022-12-28"
"111","City Pop",NA,"2022-12-28"
"112","Classic Academia",NA,"2022-12-28"
"113","Classic Lolita",NA,"2022-12-28"
"114","Classicism",207,"2022-12-28"
"115","Cleancore",288,"2022-12-28"
"116","Clockpunk",NA,"2022-12-28"
"117","Cloudcore",285,"2022-12-28"
"118","Clowncore",335,"2022-12-28"
"119","Club",NA,"2022-12-28"
"120","Club Kids",NA,"2022-12-28"
"121","Coastal Grandmother",252,"2022-12-28"
"122","Cutecore",143,"2022-12-28"
"123","Coffee House/Cafe",1,"2022-12-28"
"124","Coffinwood",NA,"2022-12-28"
"125","Colourful Black",NA,"2022-12-28"
"126","Comfy/Cozy",1156,"2022-12-28"
"127","Common White Girl",NA,"2022-12-28"
"128","Concore",6,"2022-12-28"
"129","Constructivism",3,"2022-12-28"
"130","Corporate",NA,"2022-12-28"
