"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-06-11"
"2","2-Tone",7,"2023-06-11"
"3","2000s Autumn",2,"2023-06-11"
"4","2010s Internet",NA,"2023-06-11"
"5","2014-era tumblr",NA,"2023-06-11"
"6","2014 Girly Tumblr",NA,"2023-06-11"
"7","2020 Alt",142,"2023-06-11"
"8","2K1",NA,"2023-06-11"
"9","2K7",NA,"2023-06-11"
"10","80s Ballroom",NA,"2023-06-11"
"11","80s Heart-Throb",NA,"2023-06-11"
"12","Abstract Tech",1164,"2023-06-11"
"13","Acid Pixie",NA,"2023-06-11"
"14","Acidwave",NA,"2023-06-11"
"15","Acubi",4,"2023-06-11"
"16","Adventurecore",15,"2023-06-11"
"17","Adventure Pulp",1,"2023-06-11"
"18","Aetherpunk",NA,"2023-06-11"
"19","Afrofuturism",6,"2023-06-11"
"20","Afro-Victorian",NA,"2023-06-11"
"21","After Hours",101,"2023-06-11"
"22","Agropeople",NA,"2023-06-11"
"23","Ah Beng",NA,"2023-06-11"
"24","Alien",762,"2023-06-11"
"25","Alternative",1689,"2023-06-11"
"26","Amateur Photography",NA,"2023-06-11"
"27","Americana",184,"2023-06-11"
"28","American Pioneers",NA,"2023-06-11"
"29","American Revolution",2,"2023-06-11"
"30","American Thanksgiving",69,"2023-06-11"
"31","American Tourist Traps",NA,"2023-06-11"
"32","Analog Horror",NA,"2023-06-11"
"33","Ancient Egypt",193,"2023-06-11"
"34","Androgynous",29,"2023-06-11"
"35","Angelcore",169,"2023-06-11"
"36","Anglocore",NA,"2023-06-11"
"37","Anglo Gothic",NA,"2023-06-11"
"38","Angura",NA,"2023-06-11"
"39","Animecore",16,"2023-06-11"
"40","Anoncore",NA,"2023-06-11"
"41","Anti-Fashion",NA,"2023-06-11"
"42","Antique Grunge",47,"2023-06-11"
"43","Arcade",362,"2023-06-11"
"44","Arcadecore",NA,"2023-06-11"
"45","Art Academia",10687,"2023-06-11"
"46","Artcore",4,"2023-06-11"
"47","Art Deco",27555,"2023-06-11"
"48","Art Hoe",115,"2023-06-11"
"49","Art Nouveau",3845,"2023-06-11"
"50","Artificial Nature",7,"2023-06-11"
"51","Arts and Crafts Movement",62,"2023-06-11"
"52","Asian Baby Girl",9,"2023-06-11"
"53","Athlete",89,"2023-06-11"
"54","Atompunk",2,"2023-06-11"
"55","Auroracore",NA,"2023-06-11"
"56","Australiana",4,"2023-06-11"
"57","Australian Outback",4,"2023-06-11"
"58","Autumn",5508,"2023-06-11"
"59","Autumn Academia",306,"2023-06-11"
"60","Avant Apocalypse",NA,"2023-06-11"
"61","Avant-garde",117,"2023-06-11"
"62","Babycore",4,"2023-06-11"
"63","Babygirl",24,"2023-06-11"
"64","Back-to-School",17,"2023-06-11"
"65","Baddie",511,"2023-06-11"
"66","Baidexweb",NA,"2023-06-11"
"67","Bakala",NA,"2023-06-11"
"68","Ballet Academia",20,"2023-06-11"
"69","Balletcore",60,"2023-06-11"
"70","Baltic Violence Tumblr",NA,"2023-06-11"
"71","Barbiecore",133,"2023-06-11"
"72","Bardcore",NA,"2023-06-11"
"73","Baroque",857,"2023-06-11"
"74","Bastardcore",NA,"2023-06-11"
"75","Bauhaus",2186,"2023-06-11"
"76","BDSM",126,"2023-06-11"
"77","Beach Bunny",16,"2023-06-11"
"78","Beach Day",1654,"2023-06-11"
"79","Beach Girl",1813,"2023-06-11"
"80","Beatnik",3,"2023-06-11"
"81","Biker",281,"2023-06-11"
"82","Bimbocore",12,"2023-06-11"
"83","Biopunk",2,"2023-06-11"
"84","Bizarro Fiction",NA,"2023-06-11"
"85","Black Metal",2792,"2023-06-11"
"86","Bleak Crush",NA,"2023-06-11"
"87","Blokecore",NA,"2023-06-11"
"88","Blokette",NA,"2023-06-11"
"89","Bloomcore",58,"2023-06-11"
"90","Blue Night",1359,"2023-06-11"
"91","B-Movie Horror",3,"2023-06-11"
"92","Bodikon",NA,"2023-06-11"
"93","Bohemian",42245,"2023-06-11"
"94","Bombacore",NA,"2023-06-11"
"95","Bookstore Girl",10,"2023-06-11"
"96","Bosozoku",4,"2023-06-11"
"97","Boujee",1049,"2023-06-11"
"98","Breakcore",1,"2023-06-11"
"99","Brazilian Pop Bar",1,"2023-06-11"
"100","Britpop",45,"2023-06-11"
