"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-06-04"
"2","2-Tone",7,"2023-06-04"
"3","2000s Autumn",2,"2023-06-04"
"4","2010s Internet",NA,"2023-06-04"
"5","2014-era tumblr",NA,"2023-06-04"
"6","2014 Girly Tumblr",NA,"2023-06-04"
"7","2020 Alt",148,"2023-06-04"
"8","2K1",NA,"2023-06-04"
"9","2K7",NA,"2023-06-04"
"10","80s Ballroom",NA,"2023-06-04"
"11","80s Heart-Throb",NA,"2023-06-04"
"12","Abstract Tech",1147,"2023-06-04"
"13","Acid Pixie",NA,"2023-06-04"
"14","Acidwave",NA,"2023-06-04"
"15","Acubi",22,"2023-06-04"
"16","Adventurecore",16,"2023-06-04"
"17","Adventure Pulp",1,"2023-06-04"
"18","Aetherpunk",NA,"2023-06-04"
"19","Afrofuturism",6,"2023-06-04"
"20","Afro-Victorian",NA,"2023-06-04"
"21","After Hours",100,"2023-06-04"
"22","Agropeople",NA,"2023-06-04"
"23","Ah Beng",NA,"2023-06-04"
"24","Alien",771,"2023-06-04"
"25","Alternative",1710,"2023-06-04"
"26","Amateur Photography",NA,"2023-06-04"
"27","Americana",192,"2023-06-04"
"28","American Pioneers",NA,"2023-06-04"
"29","American Revolution",3,"2023-06-04"
"30","American Thanksgiving",69,"2023-06-04"
"31","American Tourist Traps",NA,"2023-06-04"
"32","Amourdoux",NA,"2023-06-04"
"33","Analog Horror",NA,"2023-06-04"
"34","Ancient Egypt",189,"2023-06-04"
"35","Androgynous",29,"2023-06-04"
"36","Angelcore",172,"2023-06-04"
"37","Anglocore",NA,"2023-06-04"
"38","Anglo Gothic",NA,"2023-06-04"
"39","Angura",NA,"2023-06-04"
"40","Animecore",19,"2023-06-04"
"41","Anoncore",NA,"2023-06-04"
"42","Anti-Fashion",NA,"2023-06-04"
"43","Antique Grunge",48,"2023-06-04"
"44","Arcade",345,"2023-06-04"
"45","Arcadecore",NA,"2023-06-04"
"46","Art Academia",10699,"2023-06-04"
"47","Artcore",4,"2023-06-04"
"48","Art Deco",27567,"2023-06-04"
"49","Art Hoe",112,"2023-06-04"
"50","Art Nouveau",3745,"2023-06-04"
"51","Artificial Nature",6,"2023-06-04"
"52","Arts and Crafts Movement",63,"2023-06-04"
"53","Asian Baby Girl",9,"2023-06-04"
"54","Athlete",88,"2023-06-04"
"55","Atompunk",3,"2023-06-04"
"56","Auroracore",NA,"2023-06-04"
"57","Australiana",4,"2023-06-04"
"58","Australian Outback",4,"2023-06-04"
"59","Autumn",5493,"2023-06-04"
"60","Autumn Academia",305,"2023-06-04"
"61","Avant Apocalypse",NA,"2023-06-04"
"62","Avant-garde",117,"2023-06-04"
"63","Babycore",3,"2023-06-04"
"64","Babygirl",24,"2023-06-04"
"65","Back-to-School",18,"2023-06-04"
"66","Baddie",526,"2023-06-04"
"67","Baidexweb",NA,"2023-06-04"
"68","Ballet Academia",20,"2023-06-04"
"69","Balletcore",56,"2023-06-04"
"70","Baltic Violence Tumblr",NA,"2023-06-04"
"71","Barbiecore",127,"2023-06-04"
"72","Bardcore",NA,"2023-06-04"
"73","Baroque",857,"2023-06-04"
"74","Bastardcore",NA,"2023-06-04"
"75","Bauhaus",2099,"2023-06-04"
"76","BDSM",133,"2023-06-04"
"77","Beach Bunny",17,"2023-06-04"
"78","Beach Day",1577,"2023-06-04"
"79","Beach Girl",1706,"2023-06-04"
"80","Beatnik",2,"2023-06-04"
"81","Biker",267,"2023-06-04"
"82","Bimbocore",13,"2023-06-04"
"83","Biopunk",2,"2023-06-04"
"84","Bizarro Fiction",NA,"2023-06-04"
"85","Black Metal",2782,"2023-06-04"
"86","Bleak Crush",NA,"2023-06-04"
"87","Blokecore",NA,"2023-06-04"
"88","Blokette",NA,"2023-06-04"
"89","Bloomcore",60,"2023-06-04"
"90","Blue Night",1337,"2023-06-04"
"91","B-Movie Horror",3,"2023-06-04"
"92","Bodikon",NA,"2023-06-04"
"93","Bohemian",41607,"2023-06-04"
"94","Bombacore",NA,"2023-06-04"
"95","Bookstore Girl",10,"2023-06-04"
"96","Bosozoku",4,"2023-06-04"
"97","Boujee",1048,"2023-06-04"
"98","Breakcore",1,"2023-06-04"
"99","Brazilian Pop Bar",1,"2023-06-04"
"100","Britpop",46,"2023-06-04"
