"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-08-10"
"2","2000s Autumn",5,"2023-08-10"
"3","2010s Internet",NA,"2023-08-10"
"4","2014 Girly",1,"2023-08-10"
"5","2014 Tumblr",4,"2023-08-10"
"6","2020 Alt",161,"2023-08-10"
"7","2K1",NA,"2023-08-10"
"8","2K7",NA,"2023-08-10"
"9","2 Tone",683,"2023-08-10"
"10","80s Ballroom",NA,"2023-08-10"
"11","80s Heartthrob",NA,"2023-08-10"
"12","Abstract Tech",1122,"2023-08-10"
"13","Acid Pixie",NA,"2023-08-10"
"14","Acidwave",NA,"2023-08-10"
"15","Acubi",13,"2023-08-10"
"16","Adventurecore",16,"2023-08-10"
"17","Adventure Pulp",1,"2023-08-10"
"18","Aestheticism",485124,"2023-08-10"
"19","Aetherpunk",NA,"2023-08-10"
"20","Afrofuturism",7,"2023-08-10"
"21","Afropunk",NA,"2023-08-10"
"22","Afro-Victorian",NA,"2023-08-10"
"23","After Hours",97,"2023-08-10"
"24","Agropeople",NA,"2023-08-10"
"25","Ah Beng",NA,"2023-08-10"
"26","Alien",840,"2023-08-10"
"27","Alternative",1759,"2023-08-10"
"28","Amateur Photography",NA,"2023-08-10"
"29","Americana",237,"2023-08-10"
"30","American Pioneers",1,"2023-08-10"
"31","American Revolution",5,"2023-08-10"
"32","American Thanksgiving",129,"2023-08-10"
"33","American Tourist Traps",NA,"2023-08-10"
"34","Analog Horror",NA,"2023-08-10"
"35","Ancient Egypt",208,"2023-08-10"
"36","Androgynous",33,"2023-08-10"
"37","Angelcore",181,"2023-08-10"
"38","Anglocore",NA,"2023-08-10"
"39","Anglo Gothic",1,"2023-08-10"
"40","Angura",1,"2023-08-10"
"41","Animecore",11,"2023-08-10"
"42","Anoncore",NA,"2023-08-10"
"43","Anti-Fashion",NA,"2023-08-10"
"44","Antique Grunge",61,"2023-08-10"
"45","Arabfunny",NA,"2023-08-10"
"46","Arabian Nights",9,"2023-08-10"
"47","Arcade",383,"2023-08-10"
"48","Arcadecore",NA,"2023-08-10"
"49","Art Academia",13870,"2023-08-10"
"50","Artcore",3,"2023-08-10"
"51","Art Deco",32194,"2023-08-10"
"52","Art Hoe",112,"2023-08-10"
"53","Artificial Nature",11,"2023-08-10"
"54","Art Nouveau",4708,"2023-08-10"
"55","Arts and Crafts Movement",63,"2023-08-10"
"56","Asian Baby Girl",11,"2023-08-10"
"57","Athlete",116,"2023-08-10"
"58","Atompunk",2,"2023-08-10"
"59","Auroracore",NA,"2023-08-10"
"60","Australiana",4,"2023-08-10"
"61","Australian Outback",3,"2023-08-10"
"62","Autumn",7607,"2023-08-10"
"63","Autumn Academia",455,"2023-08-10"
"64","Avant Apocalypse",NA,"2023-08-10"
"65","Avant-garde",133,"2023-08-10"
"66","Aztec Empire",1,"2023-08-10"
"67","Babycore",5,"2023-08-10"
"68","Babygirl",19,"2023-08-10"
"69","Back-to-School",24,"2023-08-10"
"70","Baddie",540,"2023-08-10"
"71","Bakala",NA,"2023-08-10"
"72","Ballet Academia",23,"2023-08-10"
"73","Balletcore",77,"2023-08-10"
"74","Balkan Violence Tumblr",NA,"2023-08-10"
"75","Barbiecore",417,"2023-08-10"
"76","Bardcore",NA,"2023-08-10"
"77","Baroque",1129,"2023-08-10"
"78","Basic Girl",75,"2023-08-10"
"79","Bastardcore",NA,"2023-08-10"
"80","Bauhaus",2132,"2023-08-10"
"81","BDSM",130,"2023-08-10"
"82","Beach Bunny",16,"2023-08-10"
"83","Beach Day",1688,"2023-08-10"
"84","Beach Girl",2387,"2023-08-10"
"85","Beatnik",3,"2023-08-10"
"86","Belgian Popcorn",NA,"2023-08-10"
"87","Biker",610,"2023-08-10"
"88","Bimbocore",13,"2023-08-10"
"89","Biopunk",1,"2023-08-10"
"90","Bizarro Fiction",NA,"2023-08-10"
"91","Black-Holed Meme",NA,"2023-08-10"
"92","Black Metal",2734,"2023-08-10"
"93","Bleak Crush",NA,"2023-08-10"
"94","Blokecore",NA,"2023-08-10"
"95","Blokette",NA,"2023-08-10"
"96","Bloomcore",63,"2023-08-10"
"97","Blue Night",1665,"2023-08-10"
"98","B-Movie Horror",2,"2023-08-10"
"99","Bodikon",NA,"2023-08-10"
"100","Bohemian",45187,"2023-08-10"
