"","aesthetic","etsy_results","date"
"1","80s heart-throb",NA,"2023-06-14"
"2","1950s Suburbia",NA,"2023-06-14"
"3","2000s Autumn",1,"2023-06-14"
"4","2010s Internet",NA,"2023-06-14"
"5","2014-era tumblr",NA,"2023-06-14"
"6","2014 Girly",1,"2023-06-14"
"7","2020 Alt",142,"2023-06-14"
"8","2K1",NA,"2023-06-14"
"9","2K7",NA,"2023-06-14"
"10","2 Tone",698,"2023-06-14"
"11","80s Ballroom",NA,"2023-06-14"
"12","Abstract Tech",1148,"2023-06-14"
"13","Acid Pixie",NA,"2023-06-14"
"14","Acidwave",NA,"2023-06-14"
"15","Acubi",6,"2023-06-14"
"16","Adventure Pulp",1,"2023-06-14"
"17","Adventurecore",15,"2023-06-14"
"18","Aetherpunk",NA,"2023-06-14"
"19","Afro-Victorian",NA,"2023-06-14"
"20","Afrofuturism",6,"2023-06-14"
"21","After Hours",101,"2023-06-14"
"22","Agropeople",NA,"2023-06-14"
"23","Ah Beng",NA,"2023-06-14"
"24","Alien",760,"2023-06-14"
"25","Alternative",1695,"2023-06-14"
"26","Amateur Photography",NA,"2023-06-14"
"27","American Pioneers",NA,"2023-06-14"
"28","American Revolution",3,"2023-06-14"
"29","American Thanksgiving",70,"2023-06-14"
"30","American Tourist Traps",NA,"2023-06-14"
"31","Americana",181,"2023-06-14"
"32","Analog Horror",NA,"2023-06-14"
"33","Ancient Egypt",192,"2023-06-14"
"34","Androgynous",27,"2023-06-14"
"35","Angelcore",168,"2023-06-14"
"36","Anglo Gothic",NA,"2023-06-14"
"37","Anglocore",NA,"2023-06-14"
"38","Angura",NA,"2023-06-14"
"39","Animecore",17,"2023-06-14"
"40","Anoncore",NA,"2023-06-14"
"41","Anti-Fashion",NA,"2023-06-14"
"42","Antique Grunge",51,"2023-06-14"
"43","Arabfunny",NA,"2023-06-14"
"44","Arcade",360,"2023-06-14"
"45","Arcadecore",NA,"2023-06-14"
"46","Art Academia",10797,"2023-06-14"
"47","Art Deco",27376,"2023-06-14"
"48","Art Hoe",115,"2023-06-14"
"49","Art Nouveau",3910,"2023-06-14"
"50","Artcore",4,"2023-06-14"
"51","Artificial Nature",7,"2023-06-14"
"52","Arts and Crafts Movement",63,"2023-06-14"
"53","Asian Baby Girl",11,"2023-06-14"
"54","Athlete",89,"2023-06-14"
"55","Atompunk",2,"2023-06-14"
"56","Auroracore",NA,"2023-06-14"
"57","Australian Outback",4,"2023-06-14"
"58","Australiana",4,"2023-06-14"
"59","Autumn",5534,"2023-06-14"
"60","Autumn Academia",302,"2023-06-14"
"61","Avant-garde",118,"2023-06-14"
"62","Avant Apocalypse",NA,"2023-06-14"
"63","Azure",53,"2023-06-14"
"64","B-Movie Horror",3,"2023-06-14"
"65","BDSM",130,"2023-06-14"
"66","Babycore",4,"2023-06-14"
"67","Babygirl",24,"2023-06-14"
"68","Back-to-School",18,"2023-06-14"
"69","Baddie",508,"2023-06-14"
"70","Baidexweb",NA,"2023-06-14"
"71","Bakala",NA,"2023-06-14"
"72","Ballet Academia",20,"2023-06-14"
"73","Balletcore",55,"2023-06-14"
"74","Baltic Violence Tumblr",NA,"2023-06-14"
"75","Barbiecore",136,"2023-06-14"
"76","Bardcore",NA,"2023-06-14"
"77","Baroque",874,"2023-06-14"
"78","Bastardcore",NA,"2023-06-14"
"79","Bauhaus",2063,"2023-06-14"
"80","Beach Bunny",15,"2023-06-14"
"81","Beach Day",1727,"2023-06-14"
"82","Beach girl",1833,"2023-06-14"
"83","Beatnik",3,"2023-06-14"
"84","Biker",436,"2023-06-14"
"85","Bimbocore",12,"2023-06-14"
"86","Biopunk",2,"2023-06-14"
"87","Bizarro Fiction",NA,"2023-06-14"
"88","Black-Holed Meme",NA,"2023-06-14"
"89","Black Metal",2755,"2023-06-14"
"90","Bleak Crush",NA,"2023-06-14"
"91","Blokecore",NA,"2023-06-14"
"92","Blokette",NA,"2023-06-14"
"93","Bloomcore",60,"2023-06-14"
"94","Blue Night",1343,"2023-06-14"
"95","Bodikon",NA,"2023-06-14"
"96","Bohemian",42091,"2023-06-14"
"97","Bombacore",NA,"2023-06-14"
"98","Bookstore Girl",10,"2023-06-14"
"99","Bosozoku",4,"2023-06-14"
"100","Boujee",1049,"2023-06-14"
