"","aesthetic","etsy_results","date"
"1","80s heart-throb",NA,"2023-07-01"
"2","1950s Suburbia",NA,"2023-07-01"
"3","2000s Autumn",2,"2023-07-01"
"4","2010s Internet",NA,"2023-07-01"
"5","2014 Tumblr",5,"2023-07-01"
"6","2014 Girly",1,"2023-07-01"
"7","2020 Alt",162,"2023-07-01"
"8","2K1",NA,"2023-07-01"
"9","2K7",NA,"2023-07-01"
"10","2 Tone",700,"2023-07-01"
"11","80s Ballroom",NA,"2023-07-01"
"12","Abstract Tech",1127,"2023-07-01"
"13","Acid Pixie",NA,"2023-07-01"
"14","Acidwave",NA,"2023-07-01"
"15","Acubi",5,"2023-07-01"
"16","Adventure Pulp",1,"2023-07-01"
"17","Adventurecore",14,"2023-07-01"
"18","Aetherpunk",NA,"2023-07-01"
"19","Afro-Victorian",NA,"2023-07-01"
"20","Afrofuturism",8,"2023-07-01"
"21","After Hours",96,"2023-07-01"
"22","Agropeople",NA,"2023-07-01"
"23","Ah Beng",NA,"2023-07-01"
"24","Alien",782,"2023-07-01"
"25","Alternative",1745,"2023-07-01"
"26","Amateur Photography",1,"2023-07-01"
"27","American Pioneers",NA,"2023-07-01"
"28","American Revolution",4,"2023-07-01"
"29","American Thanksgiving",73,"2023-07-01"
"30","American Tourist Traps",NA,"2023-07-01"
"31","Americana",193,"2023-07-01"
"32","Analog Horror",NA,"2023-07-01"
"33","Ancient Egypt",190,"2023-07-01"
"34","Androgynous",28,"2023-07-01"
"35","Angelcore",173,"2023-07-01"
"36","Anglo Gothic",NA,"2023-07-01"
"37","Anglocore",NA,"2023-07-01"
"38","Angura",NA,"2023-07-01"
"39","Animecore",23,"2023-07-01"
"40","Anoncore",NA,"2023-07-01"
"41","Anti-Fashion",NA,"2023-07-01"
"42","Antique Grunge",55,"2023-07-01"
"43","Arabfunny",NA,"2023-07-01"
"44","Arcade",358,"2023-07-01"
"45","Arcadecore",NA,"2023-07-01"
"46","Art Academia",11826,"2023-07-01"
"47","Art Deco",27146,"2023-07-01"
"48","Art Hoe",116,"2023-07-01"
"49","Art Nouveau",4078,"2023-07-01"
"50","Artcore",4,"2023-07-01"
"51","Artificial Nature",10,"2023-07-01"
"52","Arts and Crafts Movement",61,"2023-07-01"
"53","Asian Baby Girl",11,"2023-07-01"
"54","Athlete",92,"2023-07-01"
"55","Atompunk",2,"2023-07-01"
"56","Auroracore",NA,"2023-07-01"
"57","Australian Outback",4,"2023-07-01"
"58","Australiana",4,"2023-07-01"
"59","Autumn",5732,"2023-07-01"
"60","Autumn Academia",300,"2023-07-01"
"61","Avant-garde",118,"2023-07-01"
"62","Avant Apocalypse",NA,"2023-07-01"
"63","B-Movie Horror",3,"2023-07-01"
"64","BDSM",137,"2023-07-01"
"65","Babycore",4,"2023-07-01"
"66","Babygirl",23,"2023-07-01"
"67","Back-to-School",19,"2023-07-01"
"68","Baddie",520,"2023-07-01"
"69","Baidexweb",NA,"2023-07-01"
"70","Bakala",NA,"2023-07-01"
"71","Ballet Academia",23,"2023-07-01"
"72","Balletcore",55,"2023-07-01"
"73","Baltic Violence Tumblr",NA,"2023-07-01"
"74","Barbiecore",166,"2023-07-01"
"75","Bardcore",NA,"2023-07-01"
"76","Baroque",882,"2023-07-01"
"77","Bastardcore",NA,"2023-07-01"
"78","Bauhaus",2093,"2023-07-01"
"79","Beach Bunny",20,"2023-07-01"
"80","Beach Day",1850,"2023-07-01"
"81","Beach Girl",2000,"2023-07-01"
"82","Beatnik",3,"2023-07-01"
"83","Biker",573,"2023-07-01"
"84","Bimbocore",14,"2023-07-01"
"85","Biopunk",2,"2023-07-01"
"86","Bizarro Fiction",NA,"2023-07-01"
"87","Black-Holed Meme",NA,"2023-07-01"
"88","Black Metal",2664,"2023-07-01"
"89","Bleak Crush",NA,"2023-07-01"
"90","Blokecore",NA,"2023-07-01"
"91","Blokette",NA,"2023-07-01"
"92","Bloomcore",62,"2023-07-01"
"93","Blue Night",1391,"2023-07-01"
"94","Bodikon",NA,"2023-07-01"
"95","Bohemian",42843,"2023-07-01"
"96","Bombacore",NA,"2023-07-01"
"97","Bookstore Girl",10,"2023-07-01"
"98","Bosozoku",4,"2023-07-01"
"99","Boujee",1068,"2023-07-01"
"100","Boy Next Door",NA,"2023-07-01"
