"","aesthetic","depop_results","date"
"1","80s Heartthrob",NA,"2023-07-15"
"2","1950s Suburbia",NA,"2023-07-15"
"3","2000s Autumn",NA,"2023-07-15"
"4","2010s Internet",NA,"2023-07-15"
"5","2014 Girly",NA,"2023-07-15"
"6","2014 Tumblr",NA,"2023-07-15"
"7","2020 Alt",NA,"2023-07-15"
"8","2K1",NA,"2023-07-15"
"9","2K7",NA,"2023-07-15"
"10","2 Tone",NA,"2023-07-15"
"11","80s Ballroom",NA,"2023-07-15"
"12","Abstract Tech",NA,"2023-07-15"
"13","Acid Pixie",NA,"2023-07-15"
"14","Acidwave",NA,"2023-07-15"
"15","Acubi",NA,"2023-07-15"
"16","Adventure Pulp",NA,"2023-07-15"
"17","Adventurecore",NA,"2023-07-15"
"18","Aetherpunk",NA,"2023-07-15"
"19","Afro-Victorian",NA,"2023-07-15"
"20","Afrofuturism",NA,"2023-07-15"
"21","After Hours",NA,"2023-07-15"
"22","Agropeople",NA,"2023-07-15"
"23","Ah Beng",NA,"2023-07-15"
"24","Alien",NA,"2023-07-15"
"25","Alternative",NA,"2023-07-15"
"26","Amateur Photography",NA,"2023-07-15"
"27","American Pioneers",NA,"2023-07-15"
"28","American Revolution",NA,"2023-07-15"
"29","American Thanksgiving",NA,"2023-07-15"
"30","American Tourist Traps",NA,"2023-07-15"
"31","Americana",NA,"2023-07-15"
"32","Analog Horror",NA,"2023-07-15"
"33","Ancient Egypt",NA,"2023-07-15"
"34","Androgynous",NA,"2023-07-15"
"35","Angelcore",NA,"2023-07-15"
"36","Anglo Gothic",NA,"2023-07-15"
"37","Anglocore",NA,"2023-07-15"
"38","Angura",NA,"2023-07-15"
"39","Animecore",NA,"2023-07-15"
"40","Anoncore",NA,"2023-07-15"
"41","Anti-Fashion",NA,"2023-07-15"
"42","Antique Grunge",NA,"2023-07-15"
"43","Arabfunny",NA,"2023-07-15"
"44","Arcade",NA,"2023-07-15"
"45","Arcadecore",NA,"2023-07-15"
"46","Art Academia",NA,"2023-07-15"
"47","Art Deco",NA,"2023-07-15"
"48","Art Hoe",NA,"2023-07-15"
"49","Art Nouveau",NA,"2023-07-15"
"50","Artcore",NA,"2023-07-15"
"51","Artificial Nature",NA,"2023-07-15"
"52","Arts and Crafts Movement",NA,"2023-07-15"
"53","Asian Baby Girl",NA,"2023-07-15"
"54","Athlete",NA,"2023-07-15"
"55","Atompunk",NA,"2023-07-15"
"56","Auroracore",NA,"2023-07-15"
"57","Australian Outback",NA,"2023-07-15"
"58","Australiana",NA,"2023-07-15"
"59","Autumn",NA,"2023-07-15"
"60","Autumn Academia",NA,"2023-07-15"
"61","Avant-garde",NA,"2023-07-15"
"62","Avant Apocalypse",NA,"2023-07-15"
"63","B-Movie Horror",NA,"2023-07-15"
"64","BDSM",NA,"2023-07-15"
"65","Babycore",NA,"2023-07-15"
"66","Babygirl",NA,"2023-07-15"
"67","Back-to-School",NA,"2023-07-15"
"68","Baddie",NA,"2023-07-15"
"69","Bakala",NA,"2023-07-15"
"70","Ballet Academia",NA,"2023-07-15"
"71","Balletcore",NA,"2023-07-15"
"72","Baltic Violence Tumblr",NA,"2023-07-15"
"73","Barbiecore",NA,"2023-07-15"
"74","Bardcore",NA,"2023-07-15"
"75","Baroque",NA,"2023-07-15"
"76","Bastardcore",NA,"2023-07-15"
"77","Bauhaus",NA,"2023-07-15"
"78","Beach Bunny",NA,"2023-07-15"
"79","Beach Day",NA,"2023-07-15"
"80","Beach Girl",NA,"2023-07-15"
"81","Beatnik",NA,"2023-07-15"
"82","Biker",NA,"2023-07-15"
"83","Bimbocore",NA,"2023-07-15"
"84","Biopunk",NA,"2023-07-15"
"85","Bizarro Fiction",NA,"2023-07-15"
"86","Black-Holed Meme",NA,"2023-07-15"
"87","Black Metal",NA,"2023-07-15"
"88","Bleak Crush",NA,"2023-07-15"
"89","Blokecore",NA,"2023-07-15"
"90","Blokette",NA,"2023-07-15"
"91","Bloomcore",NA,"2023-07-15"
"92","Blue Night",NA,"2023-07-15"
"93","Bodikon",NA,"2023-07-15"
"94","Bohemian",NA,"2023-07-15"
"95","Bombardier",NA,"2023-07-15"
"96","Bookstore Girl",NA,"2023-07-15"
"97","Bosozoku",NA,"2023-07-15"
"98","Boujee",NA,"2023-07-15"
"99","Boy Next Door",NA,"2023-07-15"
"100","BrazilianPopBar",NA,"2023-07-15"
"101","Breakcore",NA,"2023-07-15"
"102","Britpop",NA,"2023-07-15"
"103","Bro",NA,"2023-07-15"
"104","Bronzepunk",NA,"2023-07-15"
"105","Bubble Bujo",NA,"2023-07-15"
"106","Bubble Goth",NA,"2023-07-15"
"107","Bubblegum Bitch",NA,"2023-07-15"
"108","Bubblegum Dance",NA,"2023-07-15"
"109","Bubblegum Witch",NA,"2023-07-15"
"110","Busukawaii",NA,"2023-07-15"
"111","Cabincore",NA,"2023-07-15"
"112","Cagole",NA,"2023-07-15"
"113","Camp",NA,"2023-07-15"
"114","Campcore",NA,"2023-07-15"
"115","Cargopunk",NA,"2023-07-15"
"116","Carnivalcore",NA,"2023-07-15"
"117","Cartelcore",NA,"2023-07-15"
"118","Cartooncore",NA,"2023-07-15"
"119","Casino",NA,"2023-07-15"
"120","Cassette Futurism",NA,"2023-07-15"
"121","Cayetana",NA,"2023-07-15"
"122","Celtic",NA,"2023-07-15"
"123","Changelingcore",NA,"2023-07-15"
"124","Chaotic Academia",NA,"2023-07-15"
"125","Chav",NA,"2023-07-15"
"126","Cheiron Crush",NA,"2023-07-15"
"127","Cherry Emoji Twitter",NA,"2023-07-15"
"128","Chic Modernist",NA,"2023-07-15"
"129","Chicano Lowrider",NA,"2023-07-15"
"130","Cholo",NA,"2023-07-15"
"131","Choni",NA,"2023-07-15"
"132","Christcore",NA,"2023-07-15"
"133","Christian Girl Autumn",NA,"2023-07-15"
"134","Christmas",NA,"2023-07-15"
"135","Chromecore",NA,"2023-07-15"
"136","Chunyu",NA,"2023-07-15"
"137","City Pop",NA,"2023-07-15"
"138","Classic Academia",NA,"2023-07-15"
"139","Classicism",NA,"2023-07-15"
"140","Classic Lolita",NA,"2023-07-15"
"141","Cleancore",NA,"2023-07-15"
"142","Clean Girl",NA,"2023-07-15"
"143","Clockpunk",NA,"2023-07-15"
"144","Clowncore",NA,"2023-07-15"
"145","Club",NA,"2023-07-15"
"146","Club Kids",NA,"2023-07-15"
"147","Cluttercore",NA,"2023-07-15"
"148","Coastal Grandmother",NA,"2023-07-15"
"149","Coffee House/Cafe",NA,"2023-07-15"
"150","Coffinwood",NA,"2023-07-15"
"151","Comfy/Cozy",NA,"2023-07-15"
"152","Color Pop",NA,"2023-07-15"
"153","Common White Girl",NA,"2023-07-15"
"154","Constructivism",NA,"2023-07-15"
"155","Corporate",NA,"2023-07-15"
"156","Corporate Grunge",NA,"2023-07-15"
"157","Corporate Memphis",NA,"2023-07-15"
"158","Corporate Punk",NA,"2023-07-15"
"159","Cottagecore",NA,"2023-07-15"
"160","Cottagegore",NA,"2023-07-15"
"161","Coquette",NA,"2023-07-15"
"162","Coquette Academia",NA,"2023-07-15"
"163","Country",NA,"2023-07-15"
"164","Cozy Childhood Hideaway",NA,"2023-07-15"
"165","C-Pop",NA,"2023-07-15"
"166","Crackhead",NA,"2023-07-15"
"167","Craftcore",NA,"2023-07-15"
"168","Cripplepunk",NA,"2023-07-15"
"169","Crowcore",NA,"2023-07-15"
"170","Crustpunk",NA,"2023-07-15"
"171","Cryptid Academia",NA,"2023-07-15"
"172","Cryptidcore",NA,"2023-07-15"
"173","Cubism",NA,"2023-07-15"
"174","Cuddle Party",NA,"2023-07-15"
"175","Cultcore",NA,"2023-07-15"
"176","Cult Party Kei",NA,"2023-07-15"
"177","Cutecore",NA,"2023-07-15"
"178","Cyberdelic",NA,"2023-07-15"
"179","Cyber Fairy Grunge",NA,"2023-07-15"
"180","Cyberghetto",NA,"2023-07-15"
"181","Cybergoth",NA,"2023-07-15"
"182","Cybergrunge",NA,"2023-07-15"
"183","CyberneticPunk",NA,"2023-07-15"
"184","Cyberparadism",NA,"2023-07-15"
"185","Cyberpop",NA,"2023-07-15"
"186","Cyberprep",NA,"2023-07-15"
"187","Cyberpunk",NA,"2023-07-15"
"188","Cyberspace Webrooms",NA,"2023-07-15"
"189","Cyber Stylin",NA,"2023-07-15"
"190","Cybervillain",NA,"2023-07-15"
"191","Danish Pastel",NA,"2023-07-15"
