"","aesthetic","depop_results","date"
"1","1950s Suburbia",NA,"2023-08-12"
"2","2000s Autumn",NA,"2023-08-12"
"3","2010s Internet",NA,"2023-08-12"
"4","2014 Girly",NA,"2023-08-12"
"5","2014 Tumblr",NA,"2023-08-12"
"6","2020 Alt",NA,"2023-08-12"
"7","2K1",NA,"2023-08-12"
"8","2K7",NA,"2023-08-12"
"9","2 Tone",NA,"2023-08-12"
"10","80s Ballroom",NA,"2023-08-12"
"11","80s Heartthrob",NA,"2023-08-12"
"12","Abstract Art",NA,"2023-08-12"
"13","Abstract Tech",NA,"2023-08-12"
"14","Acid Pixie",NA,"2023-08-12"
"15","Acidwave",NA,"2023-08-12"
"16","Acubi",NA,"2023-08-12"
"17","Adventurecore",NA,"2023-08-12"
"18","Adventure Pulp",NA,"2023-08-12"
"19","Aestheticism",NA,"2023-08-12"
"20","Aetherpunk",NA,"2023-08-12"
"21","Afrofuturism",NA,"2023-08-12"
"22","Afropunk",NA,"2023-08-12"
"23","Afro-Victorian",NA,"2023-08-12"
"24","After Hours",NA,"2023-08-12"
"25","Agropeople",NA,"2023-08-12"
"26","Ah Beng",NA,"2023-08-12"
"27","Alien",NA,"2023-08-12"
"28","Alternative",NA,"2023-08-12"
"29","Amateur Photography",NA,"2023-08-12"
"30","Americana",NA,"2023-08-12"
"31","American Pioneers",NA,"2023-08-12"
"32","American Revolution",NA,"2023-08-12"
"33","American Thanksgiving",NA,"2023-08-12"
"34","American Tourist Traps",NA,"2023-08-12"
"35","Analog Horror",NA,"2023-08-12"
"36","Ancient Egypt",NA,"2023-08-12"
"37","Androgynous",NA,"2023-08-12"
"38","Angelcore",NA,"2023-08-12"
"39","Anglocore",NA,"2023-08-12"
"40","Anglo Gothic",NA,"2023-08-12"
"41","Angura",NA,"2023-08-12"
"42","Animecore",NA,"2023-08-12"
"43","Anoncore",NA,"2023-08-12"
"44","Anti-Fashion",NA,"2023-08-12"
"45","Antique Grunge",NA,"2023-08-12"
"46","Arabfunny",NA,"2023-08-12"
"47","Arabian Nights",NA,"2023-08-12"
"48","Arcade",NA,"2023-08-12"
"49","Arcadecore",NA,"2023-08-12"
"50","Art Academia",NA,"2023-08-12"
"51","Artcore",NA,"2023-08-12"
"52","Art Deco",NA,"2023-08-12"
"53","Art Hoe",NA,"2023-08-12"
"54","Artificial Nature",NA,"2023-08-12"
"55","Art Nouveau",NA,"2023-08-12"
"56","Arts and Crafts Movement",NA,"2023-08-12"
"57","Asian Baby Girl",NA,"2023-08-12"
"58","Athlete",NA,"2023-08-12"
"59","Atompunk",NA,"2023-08-12"
"60","Auroracore",NA,"2023-08-12"
"61","Australiana",NA,"2023-08-12"
"62","Australian Outback",NA,"2023-08-12"
"63","Autumn",NA,"2023-08-12"
"64","Autumn Academia",NA,"2023-08-12"
"65","Avant Apocalypse",NA,"2023-08-12"
"66","Avant-garde",NA,"2023-08-12"
"67","Aztec Empire",NA,"2023-08-12"
"68","Babycore",NA,"2023-08-12"
"69","Babygirl",NA,"2023-08-12"
"70","Back-to-School",NA,"2023-08-12"
"71","Baddie",NA,"2023-08-12"
"72","Bakala",NA,"2023-08-12"
"73","Ballet Academia",NA,"2023-08-12"
"74","Balletcore",NA,"2023-08-12"
"75","Balkan Violence Tumblr",NA,"2023-08-12"
"76","Barbiecore",NA,"2023-08-12"
"77","Bardcore",NA,"2023-08-12"
"78","Baroque",NA,"2023-08-12"
"79","Basic Girl",NA,"2023-08-12"
"80","Bastardcore",NA,"2023-08-12"
"81","Bauhaus",NA,"2023-08-12"
"82","BDSM",NA,"2023-08-12"
"83","Beach Bunny",NA,"2023-08-12"
"84","Beach Day",NA,"2023-08-12"
"85","Beach Girl",NA,"2023-08-12"
"86","Beatnik",NA,"2023-08-12"
"87","Belgian Popcorn",NA,"2023-08-12"
"88","Biker",NA,"2023-08-12"
"89","Bimbocore",NA,"2023-08-12"
"90","Biopunk",NA,"2023-08-12"
"91","Bizarro Fiction",NA,"2023-08-12"
"92","Black-Holed Meme",NA,"2023-08-12"
"93","Black Metal",NA,"2023-08-12"
"94","Bleak Crush",NA,"2023-08-12"
"95","Blokecore",NA,"2023-08-12"
"96","Blokette",NA,"2023-08-12"
"97","Bloomcore",NA,"2023-08-12"
"98","Blue Night",NA,"2023-08-12"
"99","B-Movie Horror",NA,"2023-08-12"
"100","Bodikon",NA,"2023-08-12"
"101","Bohemian",NA,"2023-08-12"
