"","aesthetic","etsy_results","date"
"1","Cottagecore",16572,"2023-03-24"
"2","Cottagegore",12,"2023-03-24"
"3","Skater",451,"2023-03-24"
"4","Fairycore",2674,"2023-03-24"
"5","Spring",5848,"2023-03-24"
"6","Kidcore",469,"2023-03-24"
"7","Bohemian",37086,"2023-03-24"
"8","E-Boy",27,"2023-03-24"
"9","Pearly",19,"2023-03-24"
"10","Hipster",558,"2023-03-24"
"11","Western",3172,"2023-03-24"
"12","Babygirl",18,"2023-03-24"
"13","Halloween",9338,"2023-03-24"
"14","Christmas",32690,"2023-03-24"
"15","Dollette",128,"2023-03-24"
"16","Whimsigothic",83,"2023-03-24"
"17","Playboy",71,"2023-03-24"
"18","Dreamy",1914,"2023-03-24"
"19","Regency",215,"2023-03-24"
"20","Avant-garde",117,"2023-03-24"
"21","Goblincore",2621,"2023-03-24"
"22","Balletcore",60,"2023-03-24"
"23","Psychedelica",4,"2023-03-24"
"24","Angelcore",133,"2023-03-24"
"25","Scoutcore",NA,"2023-03-24"
"26","Gorpcore",9,"2023-03-24"
"27","Anglocore",NA,"2023-03-24"
"28","Comfy/Cozy",20,"2023-03-24"
"29","FantasY2K",NA,"2023-03-24"
"30","Hip-Hop",3856,"2023-03-24"
"31","Country",13655,"2023-03-24"
"32","Lovecore",214,"2023-03-24"
"33","Cyberpunk",1186,"2023-03-24"
"34","VSCO",2173,"2023-03-24"
"35","Earthcore",19,"2023-03-24"
"36","Pin-up",249,"2023-03-24"
"37","Pride flags",410,"2023-03-24"
"38","Medieval",523,"2023-03-24"
"39","Tropical",14247,"2023-03-24"
"40","Softie",11,"2023-03-24"
"41","Teddies",351,"2023-03-24"
"42","Princecore",NA,"2023-03-24"
"43","Kinderwhore",5,"2023-03-24"
"44","Tomboy",14,"2023-03-24"
"45","Gyaru",19,"2023-03-24"
"46","Vaporwave",2289,"2023-03-24"
"47","Thrasher",5,"2023-03-24"
"48","Weirdcore",257,"2023-03-24"
"49","Alien",645,"2023-03-24"
"50","Diner",123,"2023-03-24"
"51","Drain",30,"2023-03-24"
"52","Dullcore",NA,"2023-03-24"
"53","Lo-Fi",1061,"2023-03-24"
"54","Winter",3706,"2023-03-24"
"55","Boujee",1008,"2023-03-24"
"56","Barbiecore",100,"2023-03-24"
"57","Androgynous",20,"2023-03-24"
"58","2-Tone",8,"2023-03-24"
"59","Biopunk",NA,"2023-03-24"
"60","Cybergrunge",2,"2023-03-24"
"61","Clowncore",97,"2023-03-24"
"62","Furry",172,"2023-03-24"
"63","Cleancore",NA,"2023-03-24"
"64","Gothcore",83,"2023-03-24"
"65","Celtic",192,"2023-03-24"
"66","Techwear",15,"2023-03-24"
"67","After Hours",106,"2023-03-24"
"68","Nymphet",9,"2023-03-24"
"69","Athlete",84,"2023-03-24"
"70","Naturecore",138,"2023-03-24"
"71","Magical Girls",546,"2023-03-24"
"72","Babycore",3,"2023-03-24"
"73","Gamine",NA,"2023-03-24"
"74","Coastal Grandmother",75,"2023-03-24"
"75","Witchcore",615,"2023-03-24"
"76","Wonderland",513,"2023-03-24"
"77","Cabincore",84,"2023-03-24"
"78","Lagenlook",NA,"2023-03-24"
"79","Neko",98,"2023-03-24"
"80","Pirate",163,"2023-03-24"
"81","Pixel Cutie",NA,"2023-03-24"
"82","Trashy Raver",NA,"2023-03-24"
"83","Equestrian",125,"2023-03-24"
"84","Post-rock",NA,"2023-03-24"
"85","Delicate Sweet",18,"2023-03-24"
"86","Femme Fatale",65,"2023-03-24"
"87","VSCO Preppy",476,"2023-03-24"
"88","Pretty Preppy",83,"2023-03-24"
"89","Mushroomcore",203,"2023-03-24"
"90","Rococo",402,"2023-03-24"
"91","Otherkin",NA,"2023-03-24"
"92","Australiana",3,"2023-03-24"
"93","Deathcore",2,"2023-03-24"
"94","Modernism",116,"2023-03-24"
"95","Cyberghetto",NA,"2023-03-24"
"96","Bloomcore",49,"2023-03-24"
"97","Dreamcore",136,"2023-03-24"
"98","Pixiecore",3,"2023-03-24"
"99","Purism",2,"2023-03-24"
"100","Romanticism",183,"2023-03-24"
