"","aesthetic","etsy_results","date"
"1","1950s Suburbia",NA,"2023-06-02"
"2","2-Tone",7,"2023-06-02"
"3","2000s Autumn",2,"2023-06-02"
"4","2010s Internet",NA,"2023-06-02"
"5","2014-era tumblr",NA,"2023-06-02"
"6","2014 Girly Tumblr",NA,"2023-06-02"
"7","2020 Alt",148,"2023-06-02"
"8","2K1",NA,"2023-06-02"
"9","2K7",NA,"2023-06-02"
"10","80s Ballroom",NA,"2023-06-02"
"11","80s Heart-Throb",NA,"2023-06-02"
"12","Abstract Tech",1144,"2023-06-02"
"13","Acid Pixie",NA,"2023-06-02"
"14","Acidwave",NA,"2023-06-02"
"15","Acubi",21,"2023-06-02"
"16","Adventurecore",17,"2023-06-02"
"17","Adventure Pulp",1,"2023-06-02"
"18","Aetherpunk",NA,"2023-06-02"
"19","Afrofuturism",6,"2023-06-02"
"20","Afro-Victorian",NA,"2023-06-02"
"21","After Hours",99,"2023-06-02"
"22","Agropeople",NA,"2023-06-02"
"23","Ah Beng",NA,"2023-06-02"
"24","Alien",770,"2023-06-02"
"25","Alternative",1707,"2023-06-02"
"26","Amateur Photography",NA,"2023-06-02"
"27","Americana",190,"2023-06-02"
"28","American Pioneers",NA,"2023-06-02"
"29","American Revolution",3,"2023-06-02"
"30","American Thanksgiving",69,"2023-06-02"
"31","American Tourist Traps",NA,"2023-06-02"
"32","Amourdoux",NA,"2023-06-02"
"33","Analog Horror",NA,"2023-06-02"
"34","Ancient Egypt",187,"2023-06-02"
"35","Androgynous",27,"2023-06-02"
"36","Angelcore",173,"2023-06-02"
"37","Anglocore",NA,"2023-06-02"
"38","Anglo Gothic",NA,"2023-06-02"
"39","Angura",NA,"2023-06-02"
"40","Animecore",19,"2023-06-02"
"41","Anoncore",NA,"2023-06-02"
"42","Anti-Fashion",NA,"2023-06-02"
"43","Antique Grunge",46,"2023-06-02"
"44","Arcade",342,"2023-06-02"
"45","Arcadecore",NA,"2023-06-02"
"46","Art Academia",10616,"2023-06-02"
"47","Artcore",4,"2023-06-02"
"48","Art Deco",27835,"2023-06-02"
"49","Art Hoe",113,"2023-06-02"
"50","Art Nouveau",3732,"2023-06-02"
"51","Artificial Nature",6,"2023-06-02"
"52","Arts and Crafts Movement",65,"2023-06-02"
"53","Asian Baby Girl",9,"2023-06-02"
"54","Athlete",88,"2023-06-02"
"55","Atompunk",2,"2023-06-02"
"56","Auroracore",NA,"2023-06-02"
"57","Australiana",4,"2023-06-02"
"58","Australian Outback",4,"2023-06-02"
"59","Autumn",5464,"2023-06-02"
"60","Autumn Academia",306,"2023-06-02"
"61","Avant Apocalypse",NA,"2023-06-02"
"62","Avant-garde",117,"2023-06-02"
"63","Babycore",3,"2023-06-02"
"64","Babygirl",24,"2023-06-02"
"65","Back-to-School",18,"2023-06-02"
"66","Baddie",524,"2023-06-02"
"67","Baidexweb",NA,"2023-06-02"
"68","Ballet Academia",20,"2023-06-02"
"69","Balletcore",56,"2023-06-02"
"70","Baltic Violence Tumblr",NA,"2023-06-02"
"71","Barbiecore",124,"2023-06-02"
"72","Bardcore",NA,"2023-06-02"
"73","Baroque",854,"2023-06-02"
"74","Bastardcore",NA,"2023-06-02"
"75","Bauhaus",2064,"2023-06-02"
"76","BDSM",131,"2023-06-02"
"77","Beach Bunny",18,"2023-06-02"
"78","Beach Day",1569,"2023-06-02"
"79","Beach Girl",1688,"2023-06-02"
"80","Beatnik",2,"2023-06-02"
"81","Biker",262,"2023-06-02"
"82","Bimbocore",13,"2023-06-02"
"83","Biopunk",2,"2023-06-02"
"84","Bizarro Fiction",NA,"2023-06-02"
"85","Black Metal",2789,"2023-06-02"
"86","Blokecore",NA,"2023-06-02"
"87","Blokette",NA,"2023-06-02"
"88","Bloomcore",60,"2023-06-02"
"89","Blue Night",1338,"2023-06-02"
"90","B-Movie Horror",3,"2023-06-02"
"91","Bodikon",NA,"2023-06-02"
"92","Bohemian",41314,"2023-06-02"
"93","Bombacore",NA,"2023-06-02"
"94","Bookstore Girl",10,"2023-06-02"
"95","Bosozoku",4,"2023-06-02"
"96","Boujee",1031,"2023-06-02"
"97","Breakcore",1,"2023-06-02"
"98","Brazilian Pop Bar",1,"2023-06-02"
"99","Britpop",44,"2023-06-02"
"100","Bro",85,"2023-06-02"
