"","aesthetic","depop_results","date"
"1","1950s Suburbia",NA,"2023-04-18"
"2","80s Heartthrob",NA,"2023-04-18"
"3","2-Tone",NA,"2023-04-18"
"4","2000s Autumn",NA,"2023-04-18"
"5","2014-era tumblr",NA,"2023-04-18"
"6","2014 Girly Tumblr",NA,"2023-04-18"
"7","2020 Alt",NA,"2023-04-18"
"8","2K Animecore",NA,"2023-04-18"
"9","2K1",NA,"2023-04-18"
"10","2K7",NA,"2023-04-18"
"11","70s Disco",NA,"2023-04-18"
"12","80s Ballroom",NA,"2023-04-18"
"13","Abstract Tech",NA,"2023-04-18"
"14","Acid Pixie",NA,"2023-04-18"
"15","Acidwave",NA,"2023-04-18"
"16","Acubi",NA,"2023-04-18"
"17","Adventurecore",NA,"2023-04-18"
"18","Adventure Pulp",NA,"2023-04-18"
"19","Aetherpunk",NA,"2023-04-18"
"20","Afrofuturism",NA,"2023-04-18"
"21","Afro-Victorian",NA,"2023-04-18"
"22","After Hours",NA,"2023-04-18"
"23","Agropeople",NA,"2023-04-18"
"24","Ah Beng",NA,"2023-04-18"
"25","Alien",NA,"2023-04-18"
"26","Alternative",NA,"2023-04-18"
"27","Americana",NA,"2023-04-18"
"28","American Pioneers",NA,"2023-04-18"
"29","American Revolution",NA,"2023-04-18"
"30","American Thanksgiving",NA,"2023-04-18"
"31","American Tourist Traps",NA,"2023-04-18"
"32","Analog Horror",NA,"2023-04-18"
"33","Ancient Egypt",NA,"2023-04-18"
"34","Androgynous",NA,"2023-04-18"
"35","Angelcore",NA,"2023-04-18"
"36","Anglocore",NA,"2023-04-18"
"37","Anglo Gothic",NA,"2023-04-18"
"38","Angura",NA,"2023-04-18"
"39","Animecore",NA,"2023-04-18"
"40","Anoncore",NA,"2023-04-18"
"41","Anti-Fashion",NA,"2023-04-18"
"42","Antique Grunge",NA,"2023-04-18"
"43","Arcade",NA,"2023-04-18"
"44","Arcadecore",NA,"2023-04-18"
"45","Art Academia",NA,"2023-04-18"
"46","Art Deco",NA,"2023-04-18"
"47","Art Hoe",NA,"2023-04-18"
"48","Art Nouveau",NA,"2023-04-18"
"49","Artificial Nature",NA,"2023-04-18"
"50","Arts and Crafts Movement",NA,"2023-04-18"
"51","Asian Baby Girl",NA,"2023-04-18"
"52","Athlete",NA,"2023-04-18"
"53","Atompunk",NA,"2023-04-18"
"54","Auroracore",NA,"2023-04-18"
"55","Australiana",NA,"2023-04-18"
"56","Australian Outback",NA,"2023-04-18"
"57","Autumn",NA,"2023-04-18"
"58","Autumn Academia",NA,"2023-04-18"
"59","Avant Apocalypse",NA,"2023-04-18"
"60","Avant-garde",NA,"2023-04-18"
"61","Babycore",NA,"2023-04-18"
"62","Babygirl",NA,"2023-04-18"
"63","Back-to-School",NA,"2023-04-18"
"64","Baddie",NA,"2023-04-18"
"65","Ballet Academia",NA,"2023-04-18"
"66","Balletcore",NA,"2023-04-18"
