"","aesthetic","etsy_results","date"
"1","Summer",5559,"2023-03-13"
"2","Cottagecore",15881,"2023-03-13"
"3","Hippie",8192,"2023-03-13"
"4","Cottagegore",10,"2023-03-13"
"5","E-Girl",390,"2023-03-13"
"6","Skater",435,"2023-03-13"
"7","Fairycore",2664,"2023-03-13"
"8","Minimalism",15911,"2023-03-13"
"9","Spring",5304,"2023-03-13"
"10","Alternative",1865,"2023-03-13"
"11","Bohemian",35869,"2023-03-13"
"12","Kidcore",453,"2023-03-13"
"13","Lounge",482,"2023-03-13"
"14","E-Boy",26,"2023-03-13"
"15","Baddie",383,"2023-03-13"
"16","Pearly",19,"2023-03-13"
"17","Hipster",557,"2023-03-13"
"18","Western",2924,"2023-03-13"
"19","Babygirl",18,"2023-03-13"
"20","Halloween",9475,"2023-03-13"
"21","Decora",178,"2023-03-13"
"22","Christmas",33909,"2023-03-13"
"23","Dollette",140,"2023-03-13"
"24","Whimsigothic",95,"2023-03-13"
"25","Stoner",738,"2023-03-13"
"26","Mallgoth",1,"2023-03-13"
"27","Playboy",82,"2023-03-13"
"28","Biker",236,"2023-03-13"
"29","Dreamy",1930,"2023-03-13"
"30","Vampire",996,"2023-03-13"
"31","Regency",206,"2023-03-13"
"32","Avant-garde",114,"2023-03-13"
"33","Goblincore",2575,"2023-03-13"
"34","Balletcore",61,"2023-03-13"
"35","Psychedelica",4,"2023-03-13"
"36","Scoutcore",NA,"2023-03-13"
"37","Mermaid",534,"2023-03-13"
"38","Maximalism",375,"2023-03-13"
"39","Peach",1275,"2023-03-13"
"40","Angelcore",138,"2023-03-13"
"41","Comfy/Cozy",20,"2023-03-13"
"42","Anglocore",NA,"2023-03-13"
"43","Gorpcore",10,"2023-03-13"
"44","Gorecore",2,"2023-03-13"
"45","FantasY2K",NA,"2023-03-13"
"46","Hip-Hop",3842,"2023-03-13"
"47","Country",13297,"2023-03-13"
"48","Lovecore",209,"2023-03-13"
"49","Cyberpunk",1222,"2023-03-13"
"50","VSCO",2626,"2023-03-13"
"51","Teddies",339,"2023-03-13"
"52","Pin-up",233,"2023-03-13"
"53","Earthcore",17,"2023-03-13"
"54","Pride flags",408,"2023-03-13"
"55","Cybergoth",10,"2023-03-13"
"56","Back-to-School",8,"2023-03-13"
"57","Medieval",472,"2023-03-13"
"58","Tropical",14140,"2023-03-13"
"59","McBling",14,"2023-03-13"
"60","Softie",10,"2023-03-13"
"61","Winter",3895,"2023-03-13"
"62","Princesscore",90,"2023-03-13"
"63","Princecore",NA,"2023-03-13"
"64","Post-Punk",26,"2023-03-13"
"65","Kinderwhore",6,"2023-03-13"
"66","Steampunk",1108,"2023-03-13"
"67","Steelpunk",NA,"2023-03-13"
"68","Vaporwave",2319,"2023-03-13"
"69","Gyaru",14,"2023-03-13"
"70","Royalcore",160,"2023-03-13"
"71","Weirdcore",253,"2023-03-13"
"72","Alien",683,"2023-03-13"
"73","Diner",112,"2023-03-13"
"74","Thrasher",7,"2023-03-13"
"75","Tomboy",15,"2023-03-13"
"76","Drain",32,"2023-03-13"
"77","Milk",602,"2023-03-13"
"78","Lo-Fi",1015,"2023-03-13"
"79","Dullcore",NA,"2023-03-13"
"80","Biopunk",NA,"2023-03-13"
"81","Androgynous",20,"2023-03-13"
"82","Sanriocore",14,"2023-03-13"
"83","Clowncore",79,"2023-03-13"
"84","2-Tone",8,"2023-03-13"
"85","Barbiecore",96,"2023-03-13"
"86","Boujee",963,"2023-03-13"
"87","Cutecore",24,"2023-03-13"
"88","Cybergrunge",2,"2023-03-13"
"89","Furry",173,"2023-03-13"
"90","Rockabilly",64,"2023-03-13"
"91","Cleancore",NA,"2023-03-13"
"92","Y2K",11020,"2023-03-13"
"93","Celtic",185,"2023-03-13"
"94","Gothcore",78,"2023-03-13"
"95","Scrapbook",3524,"2023-03-13"
"96","After Hours",110,"2023-03-13"
"97","Techwear",17,"2023-03-13"
"98","Athlete",87,"2023-03-13"
"99","Nymphet",13,"2023-03-13"
"100","Baroque",671,"2023-03-13"
