"aesthetic","aes_link"
"Musical Academia","https://aesthetics.fandom.com/wiki/Musical_Academia"
"Mythpunk","https://aesthetics.fandom.com/wiki/Mythpunk"
"Nanchatte Seifuku","https://aesthetics.fandom.com/wiki/Nanchatte_Seifuku"
"Nanopunk","https://aesthetics.fandom.com/wiki/Nanopunk"
"NATOwave","https://aesthetics.fandom.com/wiki/NATOwave"
"Naturecore","https://aesthetics.fandom.com/wiki/Naturecore"
"Nautical","https://aesthetics.fandom.com/wiki/Nautical"
"Nazi Chic","https://aesthetics.fandom.com/wiki/Nazi_Chic"
"Neoclassicism","https://aesthetics.fandom.com/wiki/Neoclassicism"
"Neko","https://aesthetics.fandom.com/wiki/Neko"
"Neo-Romanism","https://aesthetics.fandom.com/wiki/Neo-Romanism"
"Neo-Tokyo","https://aesthetics.fandom.com/wiki/Neo-Tokyo"
"Nerd","https://aesthetics.fandom.com/wiki/Nerd"
"Nerdcore","https://aesthetics.fandom.com/wiki/Nerdcore"
"New England Gothic","https://aesthetics.fandom.com/wiki/New_England_Gothic"
"New Age","https://aesthetics.fandom.com/wiki/New_Age"
"New Money","https://aesthetics.fandom.com/wiki/New_Money"
"Newweb","https://aesthetics.fandom.com/wiki/Newweb"
"New Romantic","https://aesthetics.fandom.com/wiki/New_Romantic"
"New Wave","https://aesthetics.fandom.com/wiki/New_Wave"
"Night Luxe","https://aesthetics.fandom.com/wiki/Night_Luxe"
"Nintencore","https://aesthetics.fandom.com/wiki/Nintencore"
"Normcore","https://aesthetics.fandom.com/wiki/Normcore"
"Northerness","https://aesthetics.fandom.com/wiki/Northerness"
"Nostalgiacore","https://aesthetics.fandom.com/wiki/Nostalgiacore"
"Nuclear","https://aesthetics.fandom.com/wiki/Nuclear"
"Nu-Goth","https://aesthetics.fandom.com/wiki/Nu-Goth"
"Nymphet","https://aesthetics.fandom.com/wiki/Nymphet"
"Ocean Academia","https://aesthetics.fandom.com/wiki/Ocean_Academia"
"Ocean Grunge","https://aesthetics.fandom.com/wiki/Ocean_Grunge"
"Old Hollywood","https://aesthetics.fandom.com/wiki/Old_Hollywood"
"Old Memecore","https://aesthetics.fandom.com/wiki/Old_Memecore"
"Old Money","https://aesthetics.fandom.com/wiki/Old_Money"
"Old Web","https://aesthetics.fandom.com/wiki/Old_Web"
"Onii Kei","https://aesthetics.fandom.com/wiki/Onii_Kei"
"Oshare Kei","https://aesthetics.fandom.com/wiki/Oshare_Kei"
"Otaku","https://aesthetics.fandom.com/wiki/Otaku"
"Otherkin","https://aesthetics.fandom.com/wiki/Otherkin"
"Pachuco","https://aesthetics.fandom.com/wiki/Pachuco"
"Pale Grunge","https://aesthetics.fandom.com/wiki/Pale_Grunge"
"Paleocore","https://aesthetics.fandom.com/wiki/Paleocore"
"Palewave","https://aesthetics.fandom.com/wiki/Palewave"
"Paramilitary","https://aesthetics.fandom.com/wiki/Paramilitary"
"Party Animal","https://aesthetics.fandom.com/wiki/Party_Animal"
"Party Kei","https://aesthetics.fandom.com/wiki/Party_Kei"
"Pastel Academia","https://aesthetics.fandom.com/wiki/Pastel_Academia"
"Pastel Goth","https://aesthetics.fandom.com/wiki/Pastel_Goth"
"Pastel Punk","https://aesthetics.fandom.com/wiki/Pastel_Punk"
"PC Music","https://aesthetics.fandom.com/wiki/PC_Music"
"Peach","https://aesthetics.fandom.com/wiki/Peach"
"Pearly","https://aesthetics.fandom.com/wiki/Pearly"
"Peoplehood","https://aesthetics.fandom.com/wiki/Peoplehood"
"Photorealism","https://aesthetics.fandom.com/wiki/Photorealism"
"Pink Parisian","https://aesthetics.fandom.com/wiki/Pink_Parisian"
"Pink Princess","https://aesthetics.fandom.com/wiki/Pink_Princess"
"Pink Pilates Princess","https://aesthetics.fandom.com/wiki/Pink_Pilates_Princess"
"Pin-up","https://aesthetics.fandom.com/wiki/Pin-up"
"Pirate","https://aesthetics.fandom.com/wiki/Pirate"
"Pixel Cutie","https://aesthetics.fandom.com/wiki/Pixel_Cutie"
"Pixiecore","https://aesthetics.fandom.com/wiki/Pixiecore"
"Plaguecore","https://aesthetics.fandom.com/wiki/Plaguecore"
"Plant Mom","https://aesthetics.fandom.com/wiki/Plant_Mom"
"Playboy","https://aesthetics.fandom.com/wiki/Playboy"
"Pop Art","https://aesthetics.fandom.com/wiki/Pop_Art"
"Pop Kei","https://aesthetics.fandom.com/wiki/Pop_Kei"
"Post-Apocalyptic","https://aesthetics.fandom.com/wiki/Post-Apocalyptic"
"Post-Impressionism","https://aesthetics.fandom.com/wiki/Post-Impressionism"
"Post-Punk","https://aesthetics.fandom.com/wiki/Post-Punk"
"Post-rock","https://aesthetics.fandom.com/wiki/Post-rock"
"Powwow Step","https://aesthetics.fandom.com/wiki/Powwow_Step"
"Prairiecore","https://aesthetics.fandom.com/wiki/Prairiecore"
"Pre-Raphaelite","https://aesthetics.fandom.com/wiki/Pre-Raphaelite"
"Prehistoricore","https://aesthetics.fandom.com/wiki/Prehistoricore"
"Preppy","https://aesthetics.fandom.com/wiki/Preppy"
"Pretty Preppy","https://aesthetics.fandom.com/wiki/Pretty_Preppy"
"Pride flags","https://aesthetics.fandom.com/wiki/Pride_flags"
"Princecore","https://aesthetics.fandom.com/wiki/Princecore"
"Princesscore","https://aesthetics.fandom.com/wiki/Princesscore"
"Printcore","https://aesthetics.fandom.com/wiki/Printcore"
"Progressive Academia","https://aesthetics.fandom.com/wiki/Progressive_Academia"
"Psychedelica","https://aesthetics.fandom.com/wiki/Psychedelica"
"Punk","https://aesthetics.fandom.com/wiki/Punk"
"Purism","https://aesthetics.fandom.com/wiki/Purism"
"Petcore","https://aesthetics.fandom.com/wiki/Petcore"
"Quality Tumblr","https://aesthetics.fandom.com/wiki/Quality_Tumblr"
"Queencore","https://aesthetics.fandom.com/wiki/Queencore"
"Queer Academia","https://aesthetics.fandom.com/wiki/Queer_Academia"
"Queercore","https://aesthetics.fandom.com/wiki/Queercore"
"R&B","https://aesthetics.fandom.com/wiki/R%26B"
"Racaille","https://aesthetics.fandom.com/wiki/Racaille"
"Ragecore","https://aesthetics.fandom.com/wiki/Ragecore"
"Rainbowcore","https://aesthetics.fandom.com/wiki/Rainbowcore"
"Rainy Day","https://aesthetics.fandom.com/wiki/Rainy_Day"
"Randumb","https://aesthetics.fandom.com/wiki/Randumb"
"Rangercore","https://aesthetics.fandom.com/wiki/Rangercore"
"Ratcore","https://aesthetics.fandom.com/wiki/Ratcore"
"Ravencore","https://aesthetics.fandom.com/wiki/Ravencore"
"Raver","https://aesthetics.fandom.com/wiki/Raver"
"Real Life Super Hero","https://aesthetics.fandom.com/wiki/Real_Life_Super_Hero"
"Realism","https://aesthetics.fandom.com/wiki/Realism"
"Reefwave","https://aesthetics.fandom.com/wiki/Reefwave"
"Regency","https://aesthetics.fandom.com/wiki/Regency"
"Regional Gothic","https://aesthetics.fandom.com/wiki/Regional_Gothic"
"Retro-Futurism","https://aesthetics.fandom.com/wiki/Retro-Futurism"
"Rivethead","https://aesthetics.fandom.com/wiki/Rivethead"
"Roaring 20s","https://aesthetics.fandom.com/wiki/Roaring_20s"
"Robotics Kid","https://aesthetics.fandom.com/wiki/Robotics_Kids"
"Rock","https://aesthetics.fandom.com/wiki/Rock"
"Rockabilly","https://aesthetics.fandom.com/wiki/Rockabilly"
"Rocketpunk","https://aesthetics.fandom.com/wiki/Rocketpunk"
"Rococo","https://aesthetics.fandom.com/wiki/Rococo"
"Roguecore","https://aesthetics.fandom.com/wiki/Roguecore"
"Rollerwave","https://aesthetics.fandom.com/wiki/Rollerwave"
"Roma","https://aesthetics.fandom.com/wiki/Roma"
"Romantic Academia","https://aesthetics.fandom.com/wiki/Romantic_Academia"
"Romantic Goth","https://aesthetics.fandom.com/wiki/Romantic_Goth"
"Romantic Italian","https://aesthetics.fandom.com/wiki/Romantic_Italian"
"Romanticism","https://aesthetics.fandom.com/wiki/Romanticism"
"Rotcore","https://aesthetics.fandom.com/wiki/Rotcore"
"Royalcore","https://aesthetics.fandom.com/wiki/Royalcore"
"Rusticcore","https://aesthetics.fandom.com/wiki/Rusticcore"
"Sad people","https://aesthetics.fandom.com/wiki/Sadpeople"
"Salon Kei","https://aesthetics.fandom.com/wiki/Salon_Kei"
"Salvagepunk","https://aesthetics.fandom.com/wiki/Salvagepunk"
"Sandalpunk","https://aesthetics.fandom.com/wiki/Sandalpunk"
"Sanriocore","https://aesthetics.fandom.com/wiki/Sanriocore"
"Scene","https://aesthetics.fandom.com/wiki/Scene"
"Schizowave","https://aesthetics.fandom.com/wiki/Schizowave"
"Science Academia","https://aesthetics.fandom.com/wiki/Science_Academia"
"Scoutcore","https://aesthetics.fandom.com/wiki/Scoutcore"
"Scrapbook","https://aesthetics.fandom.com/wiki/Scrapbook"
"Scrapper","https://aesthetics.fandom.com/wiki/Scrapper"
"Seapunk","https://aesthetics.fandom.com/wiki/Seapunk"
"Selkiecore","https://aesthetics.fandom.com/wiki/Selkiecore"
"Shabby Chic","https://aesthetics.fandom.com/wiki/Shabby_Chic"
"Shanzhai","https://aesthetics.fandom.com/wiki/Shanzhai"
"Shamate","https://aesthetics.fandom.com/wiki/Shamate"
"Sharpies","https://aesthetics.fandom.com/wiki/Sharpies"
"Shibuya Punk","https://aesthetics.fandom.com/wiki/Shibuya_Punk"
"Shironuri","https://aesthetics.fandom.com/wiki/Shironuri"
"Shoegaze","https://aesthetics.fandom.com/wiki/Shoegaze"
"Sigilkore","https://aesthetics.fandom.com/wiki/Sigilkore"
"Sizz","https://aesthetics.fandom.com/wiki/Sizz"
"Skater","https://aesthetics.fandom.com/wiki/Skater"
"Skinheads","https://aesthetics.fandom.com/wiki/Skinheads"
"Slimepunk","https://aesthetics.fandom.com/wiki/Slimepunk"
"Sloanie","https://aesthetics.fandom.com/wiki/Sloanie"
"Slutcore","https://aesthetics.fandom.com/wiki/Slutcore"
"Smilecore","https://aesthetics.fandom.com/wiki/Smilecore"
"Snowdrop","https://aesthetics.fandom.com/wiki/Snowdrop"
"Snow Bunny","https://aesthetics.fandom.com/wiki/Snow_Bunny"
"Soft Apocalypse","https://aesthetics.fandom.com/wiki/Soft_Apocalypse"
"Soft Grunge","https://aesthetics.fandom.com/wiki/Soft_Grunge"
"Soft indie","https://aesthetics.fandom.com/wiki/Soft_indie"
"Soft Macabre","https://aesthetics.fandom.com/wiki/Soft_Macabre"
"Softie","https://aesthetics.fandom.com/wiki/Softie"
"Soggy","https://aesthetics.fandom.com/wiki/Soggy"
"Solarpunk","https://aesthetics.fandom.com/wiki/Solarpunk"
"Southern Belle","https://aesthetics.fandom.com/wiki/Southern_Belle"
"Southern Gothic","https://aesthetics.fandom.com/wiki/Southern_Gothic"
"Sovietwave","https://aesthetics.fandom.com/wiki/Sovietwave"
"Spacecore","https://aesthetics.fandom.com/wiki/Spacecore"
"Space Cowboy","https://aesthetics.fandom.com/wiki/Space_Cowboy"
"Sparklecore","https://aesthetics.fandom.com/wiki/Sparklecore"
"Spiritcore","https://aesthetics.fandom.com/wiki/Spiritcore"
"Spring","https://aesthetics.fandom.com/wiki/Spring"
"Spy Fiction","https://aesthetics.fandom.com/wiki/Spy_Fiction"
"Starrflesh","https://aesthetics.fandom.com/wiki/Starrflesh"
"Steampunk","https://aesthetics.fandom.com/wiki/Steampunk"
"Steelpunk","https://aesthetics.fandom.com/wiki/Steelpunk"
"Stilyagi","https://aesthetics.fandom.com/wiki/Stilyagi"
"Stimwave","https://aesthetics.fandom.com/wiki/Stimwave"
"Stonepunk","https://aesthetics.fandom.com/wiki/Stonepunk"
"Stoner","https://aesthetics.fandom.com/wiki/Stoner"
"Stripcore","https://aesthetics.fandom.com/wiki/Stripcore"
"Studyblr","https://aesthetics.fandom.com/wiki/Studyblr"
"Studyplace","https://aesthetics.fandom.com/wiki/Studyplace"
"Suburban Gothic","https://aesthetics.fandom.com/wiki/Suburban_Gothic"
"Sukeban","https://aesthetics.fandom.com/wiki/Sukeban"
"Summer","https://aesthetics.fandom.com/wiki/Summer"
"Superflat Pop","https://aesthetics.fandom.com/wiki/Superflat_Pop"
"Suprematism","https://aesthetics.fandom.com/wiki/Suprematism"
"Surf Crush","https://aesthetics.fandom.com/wiki/Surf_Crush"
"Surrealism","https://aesthetics.fandom.com/wiki/Surrealism"
"Surreal Memer","https://aesthetics.fandom.com/wiki/Surreal_Memer"
"Swenkas","https://aesthetics.fandom.com/wiki/Swenkas"
"Swordpunk","https://aesthetics.fandom.com/wiki/Swordpunk"
"Synthwave","https://aesthetics.fandom.com/wiki/Synthwave"
"Skeuomorphism","https://aesthetics.fandom.com/wiki/Skeuomorphism"
"Tacticool","https://aesthetics.fandom.com/wiki/Tacticool"
"Taisho Roman","https://aesthetics.fandom.com/wiki/Taisho_Roman"
"Takenokozoku","https://aesthetics.fandom.com/wiki/Takenokozoku"
"Tanbi Kei","https://aesthetics.fandom.com/wiki/Tanbi_Kei"
"TangoCore","https://aesthetics.fandom.com/wiki/TangoCore"
"Technical Scene","https://aesthetics.fandom.com/wiki/Technical_Scene"
"Technocore","https://aesthetics.fandom.com/wiki/Technocore"
"Technozen","https://aesthetics.fandom.com/wiki/Technozen"
"Techwear","https://aesthetics.fandom.com/wiki/Techwear"
"Teddies","https://aesthetics.fandom.com/wiki/Teddies"
"Teenage Dream","https://aesthetics.fandom.com/wiki/Teenage_Dream"
"Teenqueen","https://aesthetics.fandom.com/wiki/Teenqueen"
"Teethcore","https://aesthetics.fandom.com/wiki/Teethcore"
"Terrorwave","https://aesthetics.fandom.com/wiki/Terrorwave"
"Teslapunk","https://aesthetics.fandom.com/wiki/Teslapunk"
"That Girl","https://aesthetics.fandom.com/wiki/That_Girl"
"Theatre Academia","https://aesthetics.fandom.com/wiki/Theatre_Academia"
"Theatre Kids","https://aesthetics.fandom.com/wiki/Theatre_Kids"
"Thrasher","https://aesthetics.fandom.com/wiki/Thrasher"
"Thriftcore","https://aesthetics.fandom.com/wiki/Thriftcore"
"Tiki","https://aesthetics.fandom.com/wiki/Tiki"
"Tinkercore","https://aesthetics.fandom.com/wiki/Tinkercore"
"Tinycore","https://aesthetics.fandom.com/wiki/Tinycore"
"Tomboy","https://aesthetics.fandom.com/wiki/Tomboy"
"Toxic Core","https://aesthetics.fandom.com/wiki/Toxic_Core"
"Trad Goth","https://aesthetics.fandom.com/wiki/Trad_Goth"
"Traditional Korean","https://aesthetics.fandom.com/wiki/Traditional_Korean"
"Trailer Park Princess","https://aesthetics.fandom.com/wiki/Trailer_Park_Princess"
"Trashcore","https://aesthetics.fandom.com/wiki/Trashcore"
"Trashy Raver","https://aesthetics.fandom.com/wiki/Trashy_Raver"
"Traumacore","https://aesthetics.fandom.com/wiki/Traumacore"
"Trenchcore","https://aesthetics.fandom.com/wiki/Trenchcore"
"Trendercore","https://aesthetics.fandom.com/wiki/Trendercore"
"Trillwave","https://aesthetics.fandom.com/wiki/Trillwave"
"Tropical","https://aesthetics.fandom.com/wiki/Tropical"
"Tumblewave","https://aesthetics.fandom.com/wiki/Tumblewave"
"Tupinipunk","https://aesthetics.fandom.com/wiki/Tupinipunk"
"Tweencore","https://aesthetics.fandom.com/wiki/Tweencore"
"Twee","https://aesthetics.fandom.com/wiki/Twee"
"Ukiyo-e","https://aesthetics.fandom.com/wiki/Ukiyo-e"
"Unicorncore","https://aesthetics.fandom.com/wiki/Unicorncore"
"Urban Fantasy","https://aesthetics.fandom.com/wiki/Urban_Fantasy"
"Urbancore","https://aesthetics.fandom.com/wiki/Urbancore"
"Utopian Scholastic","https://aesthetics.fandom.com/wiki/Utopian_Scholastic"
"VARIOUSXYZ","https://aesthetics.fandom.com/wiki/VARIOUSXYZ"
"Vacation Dadcore","https://aesthetics.fandom.com/wiki/Vacation_Dadcore"
"Vampire","https://aesthetics.fandom.com/wiki/Vampire"
"Vaporwave","https://aesthetics.fandom.com/wiki/Vaporwave"
"Vectorbloom","https://aesthetics.fandom.com/wiki/Vectorbloom"
"Vectorheart","https://aesthetics.fandom.com/wiki/Vectorheart"
"Vibrant Academia","https://aesthetics.fandom.com/wiki/Vibrant_Academia"
"Victorian","https://aesthetics.fandom.com/wiki/Victorian"
"Victorian Goth","https://aesthetics.fandom.com/wiki/Victorian_Goth"
"Victorian Urban Poverty","https://aesthetics.fandom.com/wiki/Victorian_Urban_Poverty"
"Viking","https://aesthetics.fandom.com/wiki/Viking"
"Villagecore","https://aesthetics.fandom.com/wiki/Villagecore"
"Villaincore","https://aesthetics.fandom.com/wiki/Villaincore"
"Vintage British Sportsman","https://aesthetics.fandom.com/wiki/Vintage_British_Sportsman"
"Vintage Parisian","https://aesthetics.fandom.com/wiki/Vintage_Parisian"
"Virgos Tears","https://aesthetics.fandom.com/wiki/Virgo%27s_Tears"
"Visual Kei","https://aesthetics.fandom.com/wiki/Visual_Kei"
"VSCO","https://aesthetics.fandom.com/wiki/VSCO"
"VSCO Preppy","https://aesthetics.fandom.com/wiki/VSCO_Preppy"
"Voidcore","https://aesthetics.fandom.com/wiki/Voidcore"
"Voidpunk","https://aesthetics.fandom.com/wiki/Voidpunk"
"Vorticism","https://aesthetics.fandom.com/wiki/Vorticism"
"Vulture Culture","https://aesthetics.fandom.com/wiki/Vulture_Culture"
"Wabi-Sabi","https://aesthetics.fandom.com/wiki/Wabi-Sabi"
"Waif","https://aesthetics.fandom.com/wiki/Waif"
"Waldorf","https://aesthetics.fandom.com/wiki/Waldorf"
"Wanderlust","https://aesthetics.fandom.com/wiki/Wanderlust"
"Warmcore","https://aesthetics.fandom.com/wiki/Warmcore"
"Weathercore","https://aesthetics.fandom.com/wiki/Weathercore"
"Web Creep","https://aesthetics.fandom.com/wiki/Web_Creep"
"Weeaboo","https://aesthetics.fandom.com/wiki/Weeaboo"
"Weirdcore","https://aesthetics.fandom.com/wiki/Weirdcore"
"Werewolf","https://aesthetics.fandom.com/wiki/Werewolf"
"Western","https://aesthetics.fandom.com/wiki/Western"
"Wetcore","https://aesthetics.fandom.com/wiki/Wetcore"
"Whimsigothic","https://aesthetics.fandom.com/wiki/Whimsigothic"
"Wild Child","https://aesthetics.fandom.com/wiki/Wild_Child"
"Winter","https://aesthetics.fandom.com/wiki/Winter"
"Winter Fairy Coquette","https://aesthetics.fandom.com/wiki/Winter_Fairy_Coquette"
"Witchy Academia","https://aesthetics.fandom.com/wiki/Witchy_Academia"
"Witch House","https://aesthetics.fandom.com/wiki/Witch_House"
"Witchcore","https://aesthetics.fandom.com/wiki/Witchcore"
"Wizardcore","https://aesthetics.fandom.com/wiki/Wizardcore"
"Wonderland","https://aesthetics.fandom.com/wiki/Wonderland"
"Woodland goth","https://aesthetics.fandom.com/wiki/Woodland_goth"
"Wormcore","https://aesthetics.fandom.com/wiki/Wormcore"
"Writer Academia","https://aesthetics.fandom.com/wiki/Writer_Academia"
"Wuxia","https://aesthetics.fandom.com/wiki/Wuxia"
"XO","https://aesthetics.fandom.com/wiki/XO"
"Y2K","https://aesthetics.fandom.com/wiki/Y2K"
"Yakuza","https://aesthetics.fandom.com/wiki/Yakuza"
"Yami Kawaii","https://aesthetics.fandom.com/wiki/Yami_Kawaii"
"Yandere","https://aesthetics.fandom.com/wiki/Yandere"
"Yankeecore","https://aesthetics.fandom.com/wiki/Yankeecore"
"Yanki","https://aesthetics.fandom.com/wiki/Yanki"
"Youthquake","https://aesthetics.fandom.com/wiki/Youthquake"
"Yume Kawaii","https://aesthetics.fandom.com/wiki/Yume_Kawaii"
"Zombiecore","https://aesthetics.fandom.com/wiki/Zombiecore"
